UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
127556,"R",95165314,"R",385124706,"R",56221256,"R",441345962,"R",536511276,"R",11873150,"R",7957503,"R",17531497,"R",25489000,"R",209825885,"R",50279369,"R",260105254,"R",285594254,"R",10426167,"R",221783180,"R",8610598,"R",0,"R",21970227,"R",252364005,"R",90156275,"R",0,"R",474768419,"R",37706613,"R",7790402,"R",610421709,"R",172468538,"R",0,"R",0,"R",174110617,"R",147775214,"R",26335403,"R",222740107,"R",3288495,"R",252364005,"R",61353274,"R",2215094,"R",16100840,"R",336861,"R",37700,"R",299161,"R",36507132,"R",0,"R",825257,"R",0,"R",230319,"R",117568777,"R",0,"R",0,"R",0,"R",41686458,"R",562482,"R",500000,"R",6532333,"R",4373067,"R",2331991,"R",55986331,"R",173555108,"R",285969,"R",269540,"R",0,"R",0,"R",555509,"R",174110617,"R",67545797,"R",32507805,"R",657721,"R",223421,"R",57745,"R",6013,"R",7786245,"R",3522459,"R",21310573,"R",9556405,"R",13749853,"R",3746041,"R",20558671,"R",29684561,"R",6636391,"R",0,"R",0,"R",0,"R",0,"R",-13575952,"R",0,"R",147775214,"R",56198535,"R",1136986,"R",14009100,"R",16000390,"R",9552535,"R",50877668,1 ,"R",-13440178,"R",45299621,"R",9849737,"R",6240011,1 ,"R",-135774,"R",1513014,"R",576430,"R",116506,"R",11867699,"R",4184085,"R",8302782,"R",0,"R",2542207,"R",14601501,"R",41498274,"R",20768374,"R",171229,"R",20939603,"R",20558671,"R",6503699,"R",6450516,"R",53183,"R",490798,"R",486785,"R",4013,"R",4550064,"R",4512857,"R",37207,"R",0,"R",0,"R",0,"R",1393172,"R",1381780,"R",11392,"R",8001870,"R",7936436,"R",65434,1 ,"R",37213187,"R",49369041,"R",12155854,"R",2899138,"R",10485321,"R",-1228605,"R",0,"R",17500435,"R",183024350,"R",32027535,"R",330976308,"R",107945778,"R",220958505,"R",166506627
127565,"R",158282722,"R",151787033,"R",9902390,"R",161689423,"R",319972145,"R",22704133,"R",4699884,"R",29781885,"R",34481769,"R",129575435,"R",144954349,"R",274529784,"R",309011553,"R",37989302,"R",23386644,"R",1122372,"R",0,"R",-28833593,"R",-4324577,"R",19831981,"R",0,"R",187564235,"R",23920000,"R",3503007,"R",234819223,"R",78523997,"R",0,"R",0,"R",272671435,"R",197358126,"R",75313309,"R",-79349420,"R",-288466,"R",-4324577,"R",106324359,"R",8440872,"R",37461635,"R",573728,"R",341773,"R",231955,"R",8195258,"R",0,"R",96292,"R",0,"R",4624645,"R",165716789,"R",0,"R",0,"R",0,"R",93133146,"R",0,"R",0,"R",4491821,"R",0,"R",2429805,"R",100054772,"R",265771561,"R",0,"R",0,"R",0,"R",6899874,"R",6899874,"R",272671435,"R",89895863,"R",58972121,"R",365221,"R",202915,"R",3368864,"R",1576329,"R",29894116,"R",14573081,"R",28454821,"R",14367772,"R",33791729,"R",13466219,"R",11179341,"R",42196103,"R",15062432,"R",0,"R",0,"R",0,"R",0,"R",-41787932,"R",0,"R",197358126,"R",118220869,"R",-12326472,"R",12191698,"R",11207968,"R",6266147,"R",61797916,1 ,"R",-42733928,"R",123698899,"R",35884527,"R",15400409,1 ,"R",-477347,"R",4121606,"R",2104775,"R",240597,"R",26470089,"R",10583326,"R",21028385,"R",0,"R",2228351,"R",10400244,"R",70710395,"R",59531054,"R",0,"R",59531054,"R",11179341,"R",26470089,"R",26470089,"R",0,"R",4462630,"R",4462630,"R",0,"R",21028385,"R",21028385,"R",0,"R",0,"R",0,"R",0,"R",2209101,"R",2209101,"R",0,"R",5360849,"R",5360849,"R",0,1 ,"R",18056150,"R",23175418,"R",5119268,"R",1788682,"R",3937803,"R",-682834,"R",75617,"R",34469104,"R",282349529,"R",39915751,"R",144672248,"R",150926922,"R",134275319,"R",247915824
127617,"R",7131590,"R",11031288,"R",0,"R",11031288,"R",18162878,"R",0,"R",5,"R",1180539,"R",1180544,"R",0,"R",705925,"R",705925,"R",1886469,"R",0,"R",11031288,"R",39989,"R",0,"R",5205132,"R",16276409,"R",402621,"R",0,"R",20967218,"R",2668166,"R",477367,"R",24515372,"R",11031288,"R",0,"R",0,"R",15098179,"R",16425558,"R",-1327379,"R",17603788,"R",0,"R",16276409,"R",3082704,"R",621471,"R",1779479,"R",0,"R",0,"R",0,"R",46177,"R",0,"R",6419,"R",0,"R",62072,"R",5598322,"R",0,"R",0,"R",0,"R",3128115,"R",2464358,"R",0,"R",1429319,"R",104658,"R",1756429,"R",8882879,"R",14481201,"R",297301,"R",16648,"R",0,"R",303029,"R",616978,"R",15098179,"R",7732594,"R",3610756,"R",0,"R",0,"R",43169,"R",32046,"R",1993102,"R",1151145,"R",2101570,"R",1257598,"R",2702005,"R",1602863,"R",1436247,"R",225729,"R",64232,"R",0,"R",0,"R",0,"R",0,"R",191142,"R",0,"R",16425558,"R",7718640,"R",1697440,"R",1290867,"R",921262,"R",0,"R",4797349,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1374237,"R",769813,"R",688221,"R",0,"R",650799,"R",271508,"R",3754578,"R",2311284,"R",7047,"R",2318331,"R",1436247,"R",1374237,"R",1374237,"R",0,"R",769813,"R",769813,"R",0,"R",167234,"R",167234,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7047,"R",0,"R",7047,1 ,"R",6380823,"R",8225093,"R",1844270,"R",183217,"R",1932834,"R",-271781,"R",0,"R",-1302039,"R",14481200,"R",-1327379,"R",17603788,"R",5245120,"R",0,"R",14678491
127732,"R",5086845,"R",24197312,"R",41798,"R",24239110,"R",29325955,"R",0,"R",419148,"R",2422533,"R",2841681,"R",4518178,"R",1064143,"R",5582321,"R",8424002,"R",0,"R",19332760,"R",190894,"R",0,"R",1378299,"R",20901953,"R",2604249,"R",0,"R",48641013,"R",4310721,"R",712696,"R",56268679,"R",32071368,"R",0,"R",0,"R",20328045,"R",21818415,"R",-1490370,"R",23282862,"R",-890539,"R",20901953,"R",3516051,"R",373149,"R",1577845,"Z",0,"Z",0,"Z",0,"R",2479219,"A",,"R",66894,"A",,"R",1417199,"R",9430357,"R",0,"R",0,"R",0,"R",3856810,"R",193809,"Z",0,"R",348793,"R",104580,"R",5799494,"R",10303486,"R",19733843,"R",497682,"R",96520,"R",0,"R",0,"R",594202,"R",20328045,"R",7668296,"R",3998279,"Z",0,"Z",0,"Z",0,"Z",0,"R",652997,"R",284522,"R",2824955,"R",1584085,"R",2967131,"R",1625897,"R",1016035,"R",3448443,"R",450184,"A",,"A",,"A",,"A",,"R",3240558,"R",945650,"R",21818415,"R",8888617,"R",3599748,"R",1423323,"R",2262513,"R",242112,"R",5402102,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1646887,"R",57119,"R",835788,"R",0,"R",135250,"R",2090577,"R",4765621,"R",3214730,"R",534856,"R",3749586,"R",1016035,"R",1296254,"R",1101053,"R",195201,"R",44958,"R",38188,"R",6770,"R",657844,"R",558780,"R",99064,"R",0,"Z",0,"Z",0,"R",106455,"R",90424,"R",16031,"R",1644075,"R",1426285,"R",217790,1 ,"R",1192928,"R",1237966,"R",45038,"R",25000,"R",38,"R",20000,"R",0,"R",-2821953,"R",20328045,"R",-2380908,"R",20901954,"R",1378300,"R",4864551,"R",22263684
127741,"R",72693418,"R",273024984,"R",4459390,"R",277484374,"R",350177792,"R",12806732,"R",5790390,"R",22043378,"R",27833768,"R",139767143,"R",96740420,"R",236507563,"R",264341331,"R",34007130,"R",129524159,"R",3232412,"R",307555,"R",-68428063,"R",64636063,"R",37501184,"R",0,"R",503034985,"R",88425677,"R",5422773,"R",634384619,"R",361359635,"R",0,"R",0,"R",206962070,"R",163167276,"R",43794794,"R",20841269,"R",0,"R",64636063,"R",87846945,"R",5922980,"R",23176287,"R",11712893,"R",124452,"R",11588441,"R",20127011,"R",0,"R",333406,"R",0,"R",4732184,"R",153851706,"R",0,"R",0,"R",0,"R",42702641,"R",0,"R",0,"R",0,"R",-618965,"R",661100,"R",42744776,"R",196596482,"R",2609593,"R",350920,"R",0,"R",7405075,"R",10365588,"R",206962070,"R",83052513,"R",51063883,"R",3303633,"R",1582130,"R",1597311,"R",630164,"R",23040872,"R",11406385,"R",21204966,"R",10100349,"R",22179958,"R",8933427,"R",15619831,"R",32195615,"R",13881155,"R",0,"R",0,"R",0,"R",0,"R",-39027423,"R",0,"R",163167276,"R",97597493,"R",-13785257,"R",11517653,"R",18369273,"R",5405717,"R",44062397,1 ,"R",-38534429,"R",86476674,"R",31224814,"R",10609119,1 ,"R",-492994,"R",3031644,"R",2072546,"R",161747,"R",10311251,"R",6116779,"R",8200898,"R",0,"R",4218069,"R",24491139,"R",53338136,"R",31275321,"R",6442984,"R",37718305,"R",15619831,"R",7396417,"R",6132972,"R",1263445,"R",4387659,"R",3638166,"R",749493,"R",0,"R",0,"R",0,"R",5882629,"R",4877767,"R",1004862,"R",3025685,"R",2508842,"R",516843,"R",17025915,"R",14117574,"R",2908341,1 ,"R",88632449,"R",113678094,"R",25045645,"R",2417228,"R",23600462,"R",-3440782,"R",2468737,"R",9071482,"R",212037073,"R",32656250,"R",305632649,"R",93354585,"R",145557533,"R",202965591
127778,"R",17042452,"R",11833438,"R",0,"R",11833438,"R",28875890,"R",0,"R",0,"R",1492446,"R",1492446,"R",2277,"R",664641,"R",666918,"R",2159364,"R",0,"R",11833438,"R",-52544,"Z",0,"R",14935632,"R",26716526,"R",264096,"Z",0,"R",27126901,"R",4550187,"Z",0,"R",31941184,"R",20107746,"Z",0,"Z",0,"R",26311736,"R",25470165,"R",841571,"R",25874954,"R",1,"R",26716526,"R",2350611,"R",522126,"R",1541269,"R",670188,"R",670188,"R",0,"R",2045767,"A",,"R",0,"A",,"R",8976115,"R",16106076,"R",0,"R",0,"R",0,"R",8573520,"R",148158,"R",0,"R",255563,"R",191267,"R",0,"R",9168508,"R",25274584,"R",418406,"R",0,"R",0,"R",618746,"R",1037152,"R",26311736,"R",6961815,"R",3108604,"R",0,"R",0,"R",1234069,"R",514304,"R",444803,"R",87544,"R",3565074,"R",1418163,"R",1583231,"R",721576,"R",877150,"R",2895329,"R",484350,"A",,"A",,"A",,"A",,"R",7908694,"R",4566523,"R",25470165,"R",10901064,"R",5005189,"R",1311660,"R",1151868,"R",0,"R",7100384,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1975157,"R",575441,"R",1100918,"R",0,"R",1394196,"R",1,"R",5045713,"R",3438456,"R",730107,"R",4168563,"R",877150,"R",1930448,"R",1592338,"R",338110,"R",0,"R",0,"R",0,"R",1052061,"R",867797,"R",184264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1186054,"R",978321,"R",207733,1 ,"R",515921,"R",521080,"R",5159,"R",0,"R",5159,"R",0,"R",0,"R",647526,"R",26117691,"R",841571,"R",841571,"R",0,"R",0,"R",0
127820,"R",56014225,"R",50611015,"R",0,"R",50611015,"R",106625240,"R",0,"R",430000,"R",10987291,"R",11417291,"R",3449155,"R",3648378,"R",7097533,"R",18514824,"R",0,"R",45800922,"R",614833,"R",0,"R",41694661,"R",88110416,"R",9469802,"R",0,"R",81891256,"R",13592256,"R",2818633,"R",107771947,"R",57160931,"R",0,"R",0,"R",125100285,"R",115303292,"R",9796993,"R",78313423,"R",0,"R",88110416,"R",36083529,"R",2078360,"R",11710151,"R",0,"R",0,"R",0,"R",4216555,"R",0,"R",0,"R",0,"R",5273121,"R",59361716,"R",0,"R",0,"R",0,"R",39669199,"R",18420849,"R",0,"R",2145103,"R",520002,"R",0,"R",60755153,"R",120116869,"R",2395199,"R",204856,"R",0,"R",2383361,"R",4983416,"R",125100285,"R",52798168,"R",25226630,"R",0,"R",0,"R",6750,"R",4755,"R",11281224,"R",5310934,"R",10765434,"R",6395602,"R",12047283,"R",6390762,"R",14904773,"R",6467038,"R",1748796,"R",0,"R",0,"R",0,"R",0,"R",7032622,"R",0,"R",115303292,"R",45077479,"R",13921501,"R",7746694,"R",4523434,"R",88108,"R",43946076,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",16817377,"R",8176195,"R",10610735,"R",0,"R",2097454,"R",406735,"R",38108496,"R",22604126,"R",599597,"R",23203723,"R",14904773,"R",13709783,"R",13355515,"R",354268,"R",1009169,"R",983092,"R",26077,"R",7202282,"R",7016171,"R",186111,"R",0,"R",0,"R",0,"R",966972,"R",941985,"R",24987,"R",315517,"R",307363,"R",8154,1 ,"R",5313531,"R",5116668,"R",-196863,"R",1211682,"R",849787,"R",-2258332,"R",0,"R",12208672,"R",122567197,"R",9600129,"R",93423946,"R",42194850,"R",3879155,"R",104955405
127884,"R",24534889,"R",39958599,"R",4374019,"R",44332618,"R",68867507,"R",412987,"R",335000,"R",4444582,"R",4779582,"R",10483110,"R",7292388,"R",17775498,"R",22555080,"R",0,"R",28849954,"R",621567,"R",0,"R",17253893,"R",46725414,"R",1253523,"Z",0,"R",78908184,"R",11353768,"R",0,"R",91515475,"R",56122821,"R",77119,"R",0,"R",58728187,"R",51388095,"R",7340092,"R",39488184,"R",-102862,"R",46725414,"R",14689957,"R",3315669,"R",5869931,"R",1314035,"R",800000,"R",514035,"R",438275,"R",0,"R",180438,"R",0,"R",3694907,"R",29503212,"R",0,"R",0,"R",0,"R",17163226,"R",7505559,"Z",0,"R",350068,"R",212497,"R",673482,"R",25904832,"R",55408044,"R",2713844,"R",219254,"R",0,"R",387045,"R",3320143,"R",58728187,"R",27165245,"R",11384080,"R",0,"R",0,"R",500123,"R",288527,"R",3513287,"R",2384825,"R",7586676,"R",4861396,"R",6077841,"R",2933900,"R",5681994,"R",862929,"R",613635,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",51388095,"R",22466363,"R",7638563,"R",2135602,"R",3830879,"R",512458,"R",14804230,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",8233068,"R",812356,"R",5869931,"R",800000,"R",625345,"R",915555,"R",17256255,"R",11569752,"R",4509,"R",11574261,"R",5681994,"R",7095760,"R",7093415,"R",2345,"R",518381,"R",518325,"R",56,"R",3527411,"R",3525303,"R",2108,"R",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"R",432709,"R",432709,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5198107,"R",55795088,"R",7237231,"R",46725414,"R",17875460,"R",11108645,"R",49822894
127909,"R",55678332,"R",43837537,"R",0,"R",43837537,"R",99515869,"R",0,"R",345000,"R",7197085,"R",7542085,"R",13752974,"R",2441519,"R",16194493,"R",23736578,"R",0,"R",29728606,"R",327185,"R",0,"R",45723500,"R",75779291,"R",3878318,"R",0,"R",76774689,"R",6389270,"R",0,"R",87042277,"R",43204740,"R",0,"R",0,"R",62949929,"R",64590610,"R",-1640681,"R",77419972,"R",0,"R",75779291,"R",25878136,"R",4679602,"R",7637059,"R",1244951,"R",0,"R",1244951,"R",1782771,"R",0,"R",307434,"R",0,"R",784129,"R",42314082,"R",0,"R",0,"R",0,"R",9094335,"R",9813926,"R",0,"R",0,"R",659852,"R",0,"R",19568113,"R",61882195,"R",0,"R",10000,"R",0,"R",1057734,"R",1067734,"R",62949929,"R",33049716,"R",13353382,"R",0,"R",0,"R",3694148,"R",1724466,"R",4507500,"R",2156680,"R",8111369,"R",4239932,"R",6625025,"R",3388551,"R",5119238,"R",2894190,"R",1411702,"R",0,"R",0,"R",0,"R",0,"R",589424,"R",0,"R",64590610,"R",26274713,"R",10623369,"R",6943149,"R",3068249,"R",437569,"R",17243561,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",5325611,"R",2115729,"R",4036614,"R",0,"R",848421,"R",520771,"R",12847146,"R",7564001,"R",163907,"R",7727908,"R",5119238,"R",3901061,"R",3818321,"R",82740,"R",0,"R",0,"R",0,"R",2700577,"R",2643298,"R",57279,"R",0,"R",0,"R",0,"R",1126270,"R",1102382,"R",23888,"R",0,"R",0,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8556712,"R",70207506,"R",-1640681,"R",75779292,"R",45723501,"R",14097974,"R",59685062
128106,"R",35755956,"R",164607277,"R",25974992,"R",190582269,"R",226338225,"R",21149259,"R",514265,"R",12674553,"R",13188818,"R",117941286,"R",38160583,"R",156101869,"R",169290687,"R",8539566,"R",86497529,"R",1002699,"R",0,"R",-17842997,"R",69657231,"R",6911615,"R",0,"R",154063199,"R",4142401,"R",20943037,"R",186060252,"R",135477060,"R",0,"R",0,"R",86142640,"R",84982740,"R",1159900,"R",68517341,"R",-20010,"R",69657231,"R",26590923,"R",12698202,"R",5499932,"R",26365,"R",0,"R",26365,"R",5453198,"R",0,"R",265183,"R",0,"R",4582308,"R",55116111,"R",0,"R",999210,"R",0,"R",7035792,"R",0,"R",0,"R",3659018,"R",-265143,"R",10861748,"R",22290625,"R",77406736,"R",2542870,"R",400767,"R",0,"R",5792267,"R",8735904,"R",86142640,"R",29259159,"R",16277024,"R",3788991,"R",2089371,"R",2593480,"R",1408220,"R",11139311,"R",4054688,"R",7525545,"R",3702482,"R",15966980,"R",4322847,"R",9123400,"R",15653721,"R",5923528,"R",0,"R",0,"R",0,"R",0,"R",-10067847,"R",0,"R",84982740,"R",37778160,"R",-467899,"R",7911962,"R",9310817,"R",3065618,"R",27384082,1 ,"R",-10067847,"R",30716226,"R",496742,"R",74232,2 ,"A",,"A",,"A",,"A",,"R",7035792,"R",3178491,"R",5366355,"R",4775,"R",2337947,"R",8314557,"R",26237917,"R",15992322,"R",1122195,"R",17114517,"R",9123400,"R",6597250,"R",6553413,"R",43837,"R",523416,"R",511170,"R",12246,"R",2347326,"R",2068320,"R",279006,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7646525,"R",6859419,"R",787106,1 ,"R",22712061,"R",29817965,"R",7105904,"R",2080647,"R",5614829,"R",388805,"R",-978377,"R",6142191,"R",106751804,"R",22046950,"R",156132144,"R",70034927,"R",118101126,"R",100609612
128151,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3159364,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",3159364,"R",0,"R",1062795,"R",0,"R",4090441,"R",525983,"R",0,"R",0,"R",0,"R",0,"R",5679219,"R",8838583,"A",,"A",,"A",,"R",404248,"R",404248,"R",9242831,"R",5595776,"R",2293959,"R",0,"R",0,"R",0,"R",0,"R",1178479,"R",701103,"R",702701,"R",60034,"R",3312725,"R",383341,"R",1179029,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",11968710,"R",3438437,"R",705131,"R",2214693,"R",629003,"R",0,"R",4981446,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",837532,"R",909244,"R",525983,"R",0,"R",0,"R",0,"R",2272759,"R",1093730,"R",0,"R",1093730,"R",1179029,"R",753762,"R",753762,"R",0,"R",39618,"R",39618,"R",0,"R",300350,"R",300350,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
128258,"R",11839953,"R",10401438,"R",0,"R",10401438,"R",22241391,"R",0,"R",55265,"R",721976,"R",777241,"R",14383,"R",780592,"R",794975,"R",1572216,"R",0,"R",10331790,"R",1194116,"R",0,"R",9143269,"R",20669175,"R",504539,"R",0,"R",36590041,"R",5121371,"R",1205959,"R",43421910,"R",33020472,"R",0,"R",0,"R",21648157,"R",20338566,"R",1309591,"R",19359585,"R",-1,"R",20669175,"R",3559498,"R",1475613,"R",2978266,"R",0,"R",0,"R",0,"R",862791,"R",0,"R",9157,"R",0,"R",173517,"R",9058842,"R",0,"R",1107993,"R",0,"R",4963333,"R",209877,"R",0,"R",740277,"R",134637,"R",4396608,"R",11552725,"R",20611567,"R",1036590,"R",0,"R",0,"R",0,"R",1036590,"R",21648157,"R",8177350,"R",4058979,"R",0,"R",0,"R",0,"R",0,"R",1377851,"R",658674,"R",4241406,"R",1985645,"R",2186839,"R",1067439,"R",1516623,"R",2357348,"R",197094,"R",0,"R",0,"R",0,"R",0,"R",481149,"R",0,"R",20338566,"R",7967831,"R",2821307,"R",2083737,"R",1406945,"R",5238,"R",6053508,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",2632736,"R",1053269,"R",1158710,"R",0,"R",0,"R",1303899,"R",6148614,"R",4018173,"R",613818,"R",4631991,"R",1516623,"R",2638792,"R",2289107,"R",349685,"R",193815,"R",168131,"R",25684,"R",871310,"R",755847,"R",115463,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",928074,"R",805088,"R",122986,1 ,"R",5302938,"R",6890124,"R",1587186,"R",180924,"R",1573917,"R",167655,"R",-335310,"R",473018,"R",11863022,"R",1309591,"R",20669176,"R",20669176,"R",69678,"R",20338566
128300,"R",288513873,"R",44312650,"R",1198211943,"R",1242524593,"R",1531038466,"R",128611421,"R",403707,"R",56223027,"R",56626734,"R",9353852,"R",1025913573,"R",1035267425,"R",1091894159,"R",281212433,"R",43186128,"R",260288768,"R",48565559,"R",-65497160,"R",286543295,"R",11274980,"R",0,"R",58333139,"R",9818539,"R",0,"R",79426658,"R",23862393,"R",23364,"R",0,"R",1152503017,"R",233520894,"R",918982123,"R",-632438828,"R",0,"R",286543295,"R",0,"R",0,"R",0,"R",21069,"R",0,"R",21069,"R",3923915,"A",,"R",0,"A",,"R",442659569,"R",446604553,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18250887,"R",687524029,"R",5929,"R",705780845,"R",1152385398,"R",71306,"R",150,"R",46163,"R",0,"R",117619,"R",1152503017,"R",658790,"R",336499,"R",865496,"R",0,"R",0,"R",0,"R",10368327,"R",3980263,"R",1868605,"R",917259,"R",130580312,"R",51545459,"R",943088,"R",4016625,"R",52887,"A",,"A",,"A",,"A",,"R",84219651,"R",0,"R",233520894,"R",56832367,"R",21345227,"R",413701,"R",3762148,"R",15367058,"R",135800393,1 ,"R",3174025,"R",958018582,"R",259158546,"R",121794147,1 ,"R",665670,"R",54973423,"R",20003579,"R",6817274,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",482194942,"R",621640833,"R",139445891,"R",1019388,"R",160544752,"R",-11001326,"R",-11116923,"R",724542390,"R",1584553559,"R",1219559464,"R",2647897799,"R",2470617469,"R",9757559,"R",291795634
128328,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",40832412,"R",0,"R",0,"R",0,"R",0,"R",27177467,"R",146805081,"R",0,"R",0,"R",0,"R",214814960,"R",613443871,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5764577,"R",0,"R",0,"R",619208448,"R",834023408,"R",0,"R",0,"R",0,"R",52901388,"R",52901388,"R",886924796,"R",161306237,"R",113449362,"R",5355367,"R",584642,"R",8171657,"R",3674556,"R",60815495,"R",31355866,"R",16771259,"R",13015036,"R",201906976,"R",117699556,"R",90830320,"R",84718131,"R",33079498,"R",149207721,"R",64920754,"R",0,"R",0,"R",0,"R",0,"R",779083163,"R",377779270,"R",0,"R",126572574,"R",20228,"R",0,"R",274711091,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",0,"R",90830320,"R",0,"R",0,"R",0,"R",0,"R",90830320,"R",0,"R",0,"R",0,"R",90830320,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,1 ,"R",96384928,"R",117539428,"R",21154500,"R",0,"R",0,"R",0,"R",21154500,"A",,"A",,"A",,"A",,"A",,"A",,"A",
