UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
207449,"R",57239993,"R",92786632,"R",26044107,"R",118830739,"R",176070732,"R",19441590,"R",1539052,"R",10038498,"R",11577550,"R",17241180,"R",61547065,"R",78788245,"R",90365795,"R",11471754,"R",79799008,"R",27995414,"R",199783,"R",-14319432,"R",93674773,"R",2937133,"R",11905575,"R",137020960,"R",38463448,"R",1006378,"R",191333494,"R",94591151,"R",0,"R",0,"R",84611920,"R",77788746,"R",6823174,"R",86783751,"R",67848,"R",93674773,"R",22637236,"R",3127249,"R",0,"R",0,"R",0,"R",0,"R",649408,"A",,"R",122268,"A",,"R",1790850,"R",28327011,"R",0,"R",23342244,"R",9257409,"R",19265357,"R",2526673,"R",0,"R",0,"R",191528,"R",0,"R",54583211,"R",82910222,"R",1394106,"R",307592,"R",0,"R",0,"R",1701698,"R",84611920,"R",34071433,"R",19812882,"R",0,"R",0,"R",10187,"R",0,"R",1503245,"R",700810,"R",8612165,"R",4271265,"R",9264889,"R",4644587,"R",10172445,"R",5889965,"R",1123212,"A",,"A",,"A",,"A",,"R",8264417,"R",1,"R",77788746,"R",30552757,"R",20963724,"R",6597645,"R",5932093,"R",664118,"R",13078409,1 ,"R",8681189,"R",60115808,"R",8947510,"R",19012861,1 ,"R",-416770,"R",608309,"R",2208609,"R",360563,"R",13963324,"R",4616309,"R",2387672,"R",0,"R",0,"R",2937653,"R",23904958,"R",11280589,"R",2451924,"R",13732513,"R",10172445,"R",8872340,"R",7288194,"R",1584146,"R",0,"R",0,"R",0,"R",1731529,"R",1422367,"R",309162,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3128644,"R",2570028,"R",558616,1 ,"R",373243,"R",368284,"R",-4959,"R",0,"R",-4959,"R",0,"R",0,"R",5019814,"R",82246103,"R",6721512,"R",86953259,"R",13675980,"R",18780232,"R",77890407
207500,"R",338905000,"R",1640496000,"R",232461000,"R",1872957000,"R",2211862000,"R",165396000,"R",41841000,"R",170090000,"R",211931000,"R",925861000,"R",587534000,"R",1513395000,"R",1725326000,"R",81997000,"R",757240000,"R",82269000,"R",62706000,"R",-332280000,"R",569935000,"R",94494000,"R",105836000,"R",1904847000,"R",645081000,"R",25308000,"R",2775566000,"R",1071188000,"R",6124000,"R",0,"R",1047052000,"R",914868000,"R",132184000,"R",437751000,"R",0,"R",569935000,"R",354055000,"R",125934000,"R",42699000,"R",12153000,"R",0,"R",12153000,"R",149198000,"R",0,"R",0,"R",0,"R",32124000,"R",716163000,"R",0,"R",111684000,"R",0,"R",56861000,"R",14214000,"R",0,"R",74739000,"R",30704000,"R",23504000,"R",311706000,"R",1027869000,"Z",0,"R",6271000,"R",1022000,"R",11890000,"R",19183000,"R",1047052000,"R",304453000,"R",175710000,"R",118085000,"R",45451000,"R",78902000,"R",34247000,"R",73699000,"R",35114000,"R",50337000,"R",23327000,"R",90080000,"R",41630000,"R",60056000,"R",190435000,"R",57918000,"R",0,"R",0,"R",0,"R",0,"R",-51179000,"R",4960000,"R",914868000,"R",418357000,"R",83693000,"R",50565734,"R",72908000,"R",32974000,"R",256370266,1 ,"R",67065000,"R",380147000,"R",53890000,"R",123843000,1 ,"R",-113984000,"R",178354000,"R",23961000,"R",31623000,"R",24494000,"R",14406000,"R",13982000,"Z",0,"R",1581000,"R",132061000,"R",186524000,"R",115713000,"R",10755000,"R",126468000,"R",60056000,"R",17329000,"R",17329000,"R",0,"R",1824000,"R",1824000,"R",0,"R",9892000,"R",9892000,"R",0,"R",0,"Z",0,"R",0,"R",1118000,"R",1118000,"R",0,"R",96305000,"R",85550000,"R",10755000,1 ,"R",66768000,"R",91874000,"R",25106000,"R",1022000,"R",26368000,"R",-2284000,"R",0,"R",40894000,"R",1027500000,"R",60077000,"R",932082000,"R",82269000,"R",967702000,"R",986606000
207564,"R",19719149,"R",50600236,"R",3752409,"R",54352645,"R",74071794,"R",9850753,"R",1588336,"R",5158045,"R",6746381,"R",615000,"R",38904059,"R",39519059,"R",46265440,"R",4033680,"R",36962493,"R",4862677,"R",109154,"R",-8310897,"R",33623427,"R",5469780,"R",6393596,"R",71462871,"R",10193953,"R",662205,"R",94182405,"R",43678815,"R",96646,"R",0,"R",40330671,"R",39002929,"R",1327742,"R",32220644,"R",75041,"R",33623427,"R",8601572,"R",611387,"R",95429,"R",0,"R",0,"R",0,"R",6626503,"R",0,"R",0,"R",0,"R",0,"R",15934891,"R",0,"R",11931814,"R",0,"R",8716627,"R",1813741,"R",0,"R",778501,"R",191328,"R",0,"R",23432011,"R",39366902,"R",889098,"R",58110,"Z",0,"R",16561,"R",963769,"R",40330671,"R",17010824,"R",8052594,"R",12379,"R",10008,"R",463286,"R",398603,"R",2400092,"R",1047349,"R",3021459,"R",1291528,"R",2201663,"R",1030999,"R",3604755,"R",8169767,"R",2048960,"R",0,"R",0,"R",0,"R",0,"R",2118704,"R",1472763,"R",39002929,"R",15352804,"R",9073963,"R",3856962,"R",2548121,"R",466647,"R",7704432,1 ,"R",2063198,"R",25098635,"R",3851587,"R",8087187,1 ,"R",55506,"R",824225,"R",79261,"R",510637,"R",4326853,"R",1225808,"R",1833441,"R",0,"R",457154,"R",2519940,"R",10363196,"R",4896480,"R",1861961,"R",6758441,"R",3604755,"R",2823618,"R",2823618,"R",0,"R",320768,"R",320768,"R",0,"R",1196467,"R",1196467,"R",0,"R",0,"R",0,"R",0,"R",298330,"R",298330,"R",0,"R",2119258,"R",257297,"R",1861961,1 ,"R",4088766,"R",5143753,"R",1054987,"R",0,"R",1255417,"R",-200430,"R",0,"R",3446446,"R",40342826,"R",3446446,"R",51629879,"R",17807664,"R",13754140,"R",36896380
207661,"R",20318608,"R",67581044,"R",3187885,"R",70768929,"R",91087537,"R",9552458,"R",2676842,"R",2921528,"R",5598370,"R",40318957,"R",29517168,"R",69836125,"R",75434495,"R",3617857,"R",25859555,"R",29683,"R",0,"R",-4301595,"R",21587643,"R",14325275,"R",2538589,"R",87086252,"R",11663296,"R",41103,"R",115654515,"R",48955644,"R",882173,"R",0,"R",50659281,"R",47836439,"R",2822842,"R",18764801,"R",0,"R",21587643,"R",14429721,"R",5354031,"R",301311,"R",1330831,"R",0,"R",1330831,"R",7142910,"R",0,"R",0,"R",0,"R",84270,"R",28643074,"R",0,"R",11257392,"R",0,"R",6406604,"R",1855290,"R",0,"R",0,"R",148527,"R",990244,"R",20658057,"R",49301131,"R",741542,"R",307444,"R",0,"R",309164,"R",1358150,"R",50659281,"R",13052447,"R",8098613,"R",24745,"R",8322,"R",1404658,"R",535929,"R",2559860,"R",1155147,"R",4428942,"R",2073148,"R",4099494,"R",2307240,"R",6505577,"R",11474399,"R",1396517,"R",0,"R",0,"R",0,"R",0,"R",4286317,"R",0,"R",47836439,"R",15574916,"R",8366915,"R",4191585,"R",3364951,"R",1317071,"R",15021001,1 ,"R",4334994,"R",28848865,"R",2910404,"R",9487687,1 ,"R",-48678,"R",-19056,"R",491998,"R",64771,"R",6156635,"R",1948152,"R",1855290,"R",0,"R",0,"R",4132157,"R",14092234,"R",7586657,"R",0,"R",7586657,"R",6505577,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7586657,"R",7586657,"R",0,1 ,"R",16399633,"R",19156100,"R",2756467,"R",2756467,"R",0,"R",0,"R",0,"R",1464692,"R",49301131,"R",2822842,"R",21587643,"R",23506493,"R",42995799,"R",47836439
207670,"R",40695695,"R",82933657,"R",3507628,"R",86441285,"R",127136980,"R",13669236,"R",2662901,"R",3825903,"R",6488804,"R",48541640,"R",46385923,"R",94927563,"R",101416367,"R",4602874,"R",29051583,"R",15032825,"R",0,"R",-9297433,"R",34786975,"R",3617031,"R",1316684,"R",121551498,"R",29154114,"R",0,"R",155639327,"R",72705670,"R",0,"R",0,"R",60407582,"R",57376958,"R",3030624,"R",31310200,"R",446151,"R",34786975,"R",6189932,"R",1246719,"R",164464,"R",0,"R",0,"R",0,"R",2955273,"A",,"R",0,"A",,"R",736789,"R",11293177,"R",0,"R",16389464,"R",13070308,"R",10293177,"R",1279712,"R",0,"R",1475330,"R",276316,"R",4988173,"R",47772480,"R",59065657,"R",741542,"R",0,"R",0,"R",600383,"R",1341925,"R",60407582,"R",22252044,"R",11094208,"R",0,"R",0,"R",547276,"R",264104,"R",4565807,"R",1584640,"R",5973913,"R",2162215,"R",6013829,"R",2469104,"R",2992860,"R",5613178,"R",257520,"A",,"A",,"A",,"A",,"R",9418051,"R",1056995,"R",57376958,"R",18888786,"R",7902160,"R",6261748,"R",4691528,"R",1820421,"R",17812315,1 ,"R",7277185,"R",42348328,"R",4485329,"R",13148493,1 ,"R",53594,"R",1349846,"R",117545,"R",520743,"R",8236975,"R",3100596,"R",1444176,"R",0,"R",0,"R",0,"R",12781747,"R",9739692,"R",49195,"R",9788887,"R",2992860,"R",8236975,"R",8236975,"R",0,"R",230877,"R",230877,"R",0,"R",937795,"R",937795,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",383240,"R",334045,"R",49195,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2247215,"R",60009982,"R",3589140,"R",36721969,"R",6366760,"R",51204541,"R",57762767
207722,"R",6134247,"R",26854047,"R",191732,"R",27045779,"R",33180026,"R",4832166,"R",591658,"R",889877,"R",1481535,"R",8637150,"R",13517329,"R",22154479,"R",23636014,"R",1015366,"R",17854614,"R",1495356,"R",374179,"R",-6363337,"R",13360812,"R",258970,"R",38496946,"R",4050282,"R",14564169,"R",1360453,"R",58730820,"R",31876773,"Z",0,"Z",0,"R",21373797,"R",22015707,"R",-641910,"R",13542802,"R",459920,"R",13360812,"R",4558022,"R",771053,"R",870116,"Z",0,"Z",0,"Z",0,"R",2378325,"Z",0,"Z",0,"Z",0,"R",171316,"R",8748832,"Z",0,"R",5597483,"Z",0,"R",3547174,"Z",0,"Z",0,"Z",0,"Z",0,"R",2371853,"R",11516510,"R",20265342,"R",988794,"Z",0,"Z",0,"R",119661,"R",1108455,"R",21373797,"R",6938347,"R",5186894,"R",234259,"R",147645,"R",5716,"Z",0,"R",1210635,"R",481654,"R",1393034,"R",722014,"R",3229550,"R",2060391,"R",3139671,"R",4240299,"R",640400,"Z",0,"Z",0,"Z",0,"Z",0,"R",1624196,"R",0,"R",22015707,"R",9238998,"R",1383807,"R",1445027,"R",1986625,"R",310065,"R",7651185,1 ,"R",1314130,"R",13201680,"R",985073,"R",4530406,2 ,"A",,"A",,"A",,"A",,"R",1950756,"R",318799,"R",870116,"Z",0,"Z",0,"R",5033645,"R",8173316,"R",3322206,"R",1711439,"R",5033645,"R",3139671,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5033645,"R",3322206,"R",1711439,1 ,"R",22142471,"R",21740765,"R",-401706,"R",1172746,"R",4021117,"R",-4658336,"R",-937233,"R",-754919,"R",25459204,"R",353536,"R",35101577,"R",5454211,"R",8637150,"R",26214123
207740,"R",6000886,"R",16270335,"R",17847,"R",16288182,"R",22289068,"R",5395735,"R",624153,"R",948771,"R",1572924,"R",11633834,"R",18890845,"R",30524679,"R",32097603,"R",1469386,"R",3281327,"Z",0,"Z",0,"R",-9163513,"R",-5882186,"R",618869,"R",10126627,"R",27997097,"R",4903456,"R",0,"R",43646049,"R",27375714,"R",0,"R",0,"R",23897779,"R",23356722,"R",541057,"R",-6423243,"R",0,"R",-5882186,"R",3833353,"R",5259699,"R",1084662,"Z",0,"Z",0,"Z",0,"R",1826669,"A",,"Z",0,"A",,"R",302269,"R",12306652,"Z",0,"R",4513436,"Z",0,"R",4529014,"R",599259,"Z",0,"R",0,"R",8042,"R",1046479,"R",10696230,"R",23002882,"R",894897,"Z",0,"Z",0,"R",0,"R",894897,"R",23897779,"R",5218024,"R",2751534,"Z",0,"Z",0,"Z",0,"Z",0,"R",607271,"R",207543,"R",2801981,"R",630813,"R",3693787,"R",777523,"R",3285099,"R",2316367,"R",68000,"A",,"A",,"A",,"A",,"R",5434193,"R",1621570,"R",23356722,"R",6056983,"R",4552391,"R",1746542,"R",1247208,"R",429543,"R",9324055,1 ,"R",1916060,"R",17096968,"R",1166755,"R",5248021,1 ,"R",183127,"R",1167439,"R",195758,"R",147714,"R",2776644,"R",214874,"R",599292,"R",0,"R",1682613,"R",1913878,"R",7187301,"R",2455004,"R",1447198,"R",3902202,"R",3285099,"R",1521859,"R",957452,"R",564407,"R",117066,"R",73650,"R",43416,"R",312176,"R",196400,"R",115776,"R",0,"Z",0,"Z",0,"R",936529,"R",589201,"R",347328,"R",1014572,"R",638301,"R",376271,1 ,"R",1730739,"R",1890632,"R",159893,"R",0,"R",182429,"R",-24400,"R",1864,"R",-78365,"R",24752352,"R",816532,"R",-1553200,"R",-4017995,"R",12733883,"R",24830717
207847,"R",23501177,"R",40163083,"R",6900000,"R",47063083,"R",70564260,"R",19342,"R",3175867,"R",9062465,"R",12238332,"R",14994740,"R",423125,"R",15417865,"R",27656197,"R",175910,"R",22723199,"R",7006695,"R",0,"R",13021601,"R",42751495,"R",6874043,"R",13616859,"R",77951132,"R",20474482,"R",127282,"R",119043798,"R",78880715,"R",0,"R",0,"R",76786372,"R",76129044,"R",657328,"R",42094167,"R",0,"R",42751495,"R",31651799,"R",4815166,"R",550207,"R",0,"R",0,"R",0,"R",3307053,"R",0,"R",0,"R",0,"R",818914,"R",41143139,"R",0,"R",14364066,"R",0,"R",12849400,"R",2318425,"R",0,"R",0,"R",111941,"R",4746463,"R",34390295,"R",75533434,"R",1000520,"R",0,"R",0,"R",252418,"R",1252938,"R",76786372,"R",29407687,"R",13754288,"R",116176,"R",25740,"R",5180285,"R",2529434,"R",2562516,"R",1178390,"R",6454367,"R",3946982,"R",3333396,"R",1937334,"R",10337690,"R",5849233,"R",1024955,"R",0,"R",0,"R",0,"R",0,"R",12887694,"R",1617946,"R",76129044,"R",26015069,"R",10896330,"R",5314457,"R",3579115,"R",440233,"R",29883840,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6327983,"R",2715607,"R",233500,"R",0,"R",0,"R",21348988,"R",30626078,"R",19695740,"R",592648,"R",20288388,"R",10337690,"R",6327983,"R",6327983,"R",0,"R",2715607,"R",2715607,"R",0,"R",233500,"R",233500,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",11011298,"R",10418650,"R",592648,1 ,"R",27948945,"R",31961696,"R",4012751,"R",1281000,"R",6400584,"R",-3668833,"R",0,"R",-580806,"R",78820405,"R",4616072,"R",70316474,"R",38915956,"R",24050075,"R",81688128
207865,"R",25164862,"R",76633993,"R",3044926,"R",79678919,"R",104843781,"R",0,"R",2597794,"R",2614344,"R",5212138,"R",15982546,"R",1807400,"R",17789946,"R",23002084,"R",183264,"R",58089469,"R",7903372,"R",2560076,"R",13105516,"R",81658433,"R",3052185,"R",3701890,"R",119976400,"R",37346689,"R",0,"R",164077164,"R",87443171,"R",0,"R",0,"R",78591336,"R",77364003,"R",1227333,"R",80431100,"R",0,"R",81658433,"R",26785427,"R",1671500,"R",1244995,"R",0,"R",0,"R",0,"R",7700227,"R",0,"R",0,"R",0,"R",2857062,"R",40259211,"R",0,"R",17754733,"R",400254,"R",11656597,"R",5345839,"R",0,"R",0,"R",156246,"R",0,"R",35313669,"R",75572880,"R",1082609,"R",69114,"R",0,"R",1866733,"R",3018456,"R",78591336,"R",38133359,"R",21871705,"R",757230,"R",157605,"R",1045251,"R",335005,"R",4459202,"R",1788518,"R",5890685,"R",3001898,"R",4860451,"R",2577232,"R",10073217,"R",10333998,"R",3291915,"R",0,"R",0,"R",0,"R",0,"R",1810610,"R",0,"R",77364003,"R",33023878,"R",15714245,"R",10543625,"R",4490081,"R",452000,"R",13140174,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",7085121,"R",358344,"R",5345839,"R",0,"R",0,"R",12455839,"R",25245143,"R",14874438,"R",297488,"R",15171926,"R",10073217,"R",7085121,"R",7085121,"R",0,"R",358344,"R",358344,"R",0,"R",5345839,"R",5345839,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2382622,"R",2085134,"R",297488,1 ,"R",28477419,"R",35249190,"R",6771771,"R",1421787,"R",5349984,"R",0,"R",0,"R",-187400,"R",76724603,"R",1227333,"R",81658433,"R",23568964,"R",17428045,"R",76912003
207935,"R",60114923,"R",81466945,"R",15330774,"R",96797719,"R",156912642,"R",45391415,"R",2627030,"R",12496325,"R",15123355,"R",145698015,"R",0,"R",145698015,"R",160821370,"R",11596879,"R",62573673,"R",2430811,"R",0,"R",-35118676,"R",29885808,"R",12884676,"R",2415370,"R",215719302,"R",29237791,"R",140526,"R",260397665,"R",172755786,"R",0,"R",0,"R",148657365,"R",149129234,"R",-471869,"R",30357677,"R",0,"R",29885808,"R",9076309,"R",4239661,"R",5229177,"Z",0,"Z",0,"Z",0,"R",4585006,"A",,"Z",0,"A",,"R",3131660,"R",26261813,"R",0,"R",28306725,"R",47209749,"R",38174766,"R",416299,"R",0,"R",4925588,"R",244466,"R",762097,"R",120039690,"R",146301503,"R",1742837,"R",0,"R",0,"R",613025,"R",2355862,"R",148657365,"R",49195587,"R",31020906,"R",0,"R",0,"R",133858,"R",79782,"R",20568164,"R",12193064,"R",12198364,"R",5828951,"R",17982325,"R",7514981,"R",16247356,"R",4596260,"R",467939,"A",,"A",,"A",,"A",,"R",28207320,"R",1088343,"R",149129234,"R",58193966,"R",41598290,"R",13121489,"R",7302286,"R",959321,"R",27953882,1 ,"R",25572983,"R",120664596,"R",11252955,"R",44753778,1 ,"R",2634337,"R",2251357,"R",343924,"R",637637,"R",19535826,"R",6859172,"R",6367016,"R",0,"R",0,"R",5043677,"R",37805691,"R",21558335,"R",0,"R",21558335,"R",16247356,"R",11909764,"R",11909764,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",9648571,"R",9648571,"R",0,1 ,"R",12615824,"R",17070850,"R",4455026,"R",0,"R",0,"R",0,"R",4455026,"R",-2827731,"R",146301503,"R",-471869,"R",29885808,"R",32687865,"R",25283131,"R",149129234
208035,"R",7242920,"R",16981548,"R",4467369,"R",21448917,"R",28691837,"R",3261511,"R",24494,"R",712312,"R",736806,"R",5471022,"R",10183069,"R",15654091,"R",16390897,"R",2234236,"R",14548323,"R",674815,"R",0,"R",-1894923,"R",13328215,"R",2408495,"R",4998880,"R",20122568,"R",9060159,"R",0,"R",36590102,"R",19618729,"R",0,"R",10175,"R",13657658,"R",13455429,"R",202229,"R",13125986,"R",0,"R",13328215,"R",2540129,"R",1220016,"R",37693,"R",0,"R",0,"R",0,"R",303622,"A",,"R",0,"A",,"R",289215,"R",4390675,"R",0,"R",4704035,"R",0,"R",3115935,"R",579020,"R",0,"R",0,"R",12755,"R",0,"R",8411745,"R",12802420,"R",852588,"R",2650,"R",0,"R",0,"R",855238,"R",13657658,"R",4623906,"R",2463156,"R",0,"R",0,"R",0,"R",0,"R",1241043,"R",649330,"R",1763689,"R",842731,"R",1326996,"R",638757,"R",1554178,"R",1540284,"R",135154,"A",,"A",,"A",,"A",,"R",1405333,"R",0,"R",13455429,"R",4729128,"R",2609559,"R",1187643,"R",843949,"R",126847,"R",3958303,1 ,"R",1412441,"R",10027738,"R",1452375,"R",3208440,1 ,"R",-7108,"R",144859,"R",94152,"R",53071,"R",2276975,"R",530851,"R",0,"R",0,"R",0,"R",1434352,"R",4242178,"R",2396000,"R",292000,"R",2688000,"R",1554178,"R",1262135,"R",1012661,"R",249474,"R",5549,"R",4452,"R",1097,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1420316,"R",1378887,"R",41429,1 ,"R",6639071,"R",7079739,"R",440668,"R",279688,"R",412732,"R",251752,"R",-503504,"R",-40765,"R",12775676,"R",1184291,"R",27681276,"R",7585542,"R",5495516,"R",12816441
208053,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1147110,"R",0,"R",0,"R",1666223,"R",1666223,"Z",0,"A",,"A",,"Z",0,"A",,"R",0,"R",2813333,"R",0,"R",1735363,"R",4607633,"R",669066,"Z",0,"Z",0,"R",0,"R",25138,"R",0,"R",7037200,"R",9850533,"A",,"A",,"A",,"R",0,"R",0,"R",9850533,"R",2348681,"R",1284789,"R",0,"R",0,"R",1450058,"R",321898,"R",8314,"R",5000,"R",736801,"R",442220,"R",2708213,"R",1508482,"R",87479,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",7339546,"R",3562389,"R",1319596,"R",987395,"R",889308,"R",0,"R",580858,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",149286,"R",34815,"R",25805,"R",0,"R",52864,"R",0,"R",262770,"R",175291,"R",0,"R",175291,"R",87479,"R",94078,"R",94078,"R",0,"R",6329,"R",6329,"Z",0,"R",22021,"R",22021,"Z",0,"R",52863,"R",52863,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
208275,"R",9710258,"R",48642170,"R",2240500,"R",50882670,"R",60592928,"R",6550862,"R",2095000,"R",1935835,"R",4030835,"R",22138106,"R",19711613,"R",41849719,"R",45880554,"R",2875753,"R",32707247,"R",81481,"R",0,"R",-14401245,"R",18387483,"R",1035419,"R",3285532,"R",57550415,"R",7444017,"R",812663,"R",70128046,"R",20733894,"R",0,"R",1231200,"R",26973930,"R",29251115,"R",-2277185,"R",20660805,"R",3863,"R",18387483,"R",5288706,"R",542308,"R",2820506,"R",279823,"R",205234,"R",74589,"R",116521,"A",,"R",29995,"A",,"R",321855,"R",9399714,"R",0,"R",4578389,"R",8671660,"R",3254532,"R",841390,"R",0,"R",106659,"R",64700,"R",0,"R",17517330,"R",26917044,"R",0,"R",56886,"R",0,"R",0,"R",56886,"R",26973930,"R",8826961,"R",5253969,"R",0,"R",0,"R",30481,"R",13731,"R",4353258,"R",2340646,"R",3526861,"R",1817061,"R",4723174,"R",1749768,"R",3108146,"R",283078,"R",71589,"A",,"A",,"A",,"A",,"R",4399156,"R",0,"R",29251115,"R",11246764,"R",6992177,"R",2178275,"R",1572676,"R",834315,"R",6426908,1 ,"R",4375193,"R",18905114,"R",2723388,"R",6425487,1 ,"R",23963,"R",549181,"R",152365,"R",125375,"R",1743155,"R",423318,"R",897902,"R",12703,"R",378,"R",587125,"R",3664581,"R",556435,"R",0,"R",556435,"R",3108146,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",556435,"R",556435,"R",0,1 ,"R",3123372,"R",4160335,"R",1036963,"R",56402,"R",1146358,"R",-3000,"R",-162797,"R",-2330208,"R",26920907,"R",-2273322,"R",20660805,"R",-14401245,"R",16790000,"R",29251115
