UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
129525,"R",180064000,"R",142666000,"R",0,"R",419406000,"R",210385000,"R",144216000,"R",43088000,"R",165933000,"R",105894000,"R",60039000,"R",209021000,"R",16788000,"R",302195000,"R",49335000,"R",9320000,"R",0,"R",377638000,"R",234972000,"R",170162000,"R",176454000,"R",-6233000,"R",-12525000,"R",221546000,"R",0,"R",209021000,"R",6299131,"R",2839130,"R",760179,"R",0,"R",3540325,"R",96172422,"R",109611187,"R",101191080,"R",2120976,"R",103312056,"R",6299131,"R",6299131,"R",0,"R",2839130,"R",2839130,"R",0,"R",760179,"R",760179,"R",0,"R",0,"R",0,"R",0,"R",3540325,"R",3540325,"R",0,"R",89873291,"R",87752315,"R",2120976,"R",105831000,"R",105831000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2839130,"R",2839130,"R",0,"R",0,"R",760179,"R",760179,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15824975,"R",6267975,"R",8040000,"R",1517000,"R",12277000,"R",2720000,"R",8040000,"R",1517000,"R",3547975,"R",3547975,"R",0,"R",0,"R",270536,"R",0,"R",0,"R",270536,"R",-1423000,"R",51000,"R",-1479000,"R",5000,"R",4869000,"R",4869000,"R",38473000,"R",38473000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2717180,"R",5758716,"R",-2870000,"R",-171536,"R",170162000,"R",164850000,"R",3691000,"R",1621000,"R",0,"R",8192000,"R",-8192000,"R",0,"R",170162000,"R",173042000,"R",-4501000,"R",1621000,"R",87882000,"R",55313000,"R",2744000,"R",938000,"R",0,"R",0,"R",3456000,"R",1082000,"R",23094000,"R",10996000,"R",24500000,"R",13887000,"R",34778000,"R",1872000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",176454000,"R",84088000,"R",22739000,"R",15868000,"R",11934000,"R",3309000,"R",38516000, 1,"R",182812000,"R",176055000,"R",-6757000,"R",1423000,"R",-1359000,"R",-6821000,"R",0,"R",-9839000,"R",171143000,"R",-12525000,"R",221546000,"R",18660000,"R",144216000,"R",176454000
129534,"R",7532723,"R",6217461,"Z",0,"R",15042875,"R",262874,"R",4749,"R",14631752,"R",148249,"Z",0,"R",148249,"R",14780001,"R",0,"R",10100461,"R",476647,"R",0,"R",39173,"R",10616281,"R",4398820,"R",4280122,"R",4395797,"R",0,"R",-115675,"R",14895676,"R",0,"R",14780001,"R",214996,"R",433626,"R",0,"R",0,"R",0,"R",2652215,"R",3300837,"R",3300837,"R",0,"R",3300837,"R",214996,"R",214996,"R",0,"R",433616,"R",433616,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2652215,"R",2652215,"R",0,"R",10,"R",10,"R",0,"R",3236284,"R",3236284,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",433626,"R",433626,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",267136,"R",267136,"R",0,"R",0,"R",267136,"R",267136,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",343076,"R",336680,"R",6396,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4280122,"R",4273726,"R",6396,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4280122,"R",4273726,"R",6396,"R",0,"R",1822908,"R",1280816,"Z",0,"Z",0,"Z",0,"Z",0,"R",157780,"Z",0,"R",183298,"R",0,"R",2128344,"R",1172251,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",103467,"R",0,"R",4395797,"R",2453067,"R",0,"R",353947,"R",240040,"R",18846,"R",1329897, 2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-122071,"R",4273726,"R",-115675,"R",14895676,"R",14753823,"R",4749,"R",4395797
129774,"R",8241793,"R",20752819,"R",224,"R",42184925,"R",23370007,"R",18357478,"R",15263272,"R",3551646,"R",1332758,"R",2218888,"R",18814918,"R",1073405,"R",37489617,"R",10555727,"R",3024798,"R",0,"R",52143547,"R",31390728,"R",22223271,"R",20549436,"R",0,"R",1673835,"R",17141083,"R",0,"R",18814918,"R",1283506,"R",421757,"R",455079,"R",6000,"R",215214,"R",9132120,"R",11513676,"R",9650795,"R",0,"R",9650795,"R",1283506,"R",1283506,"R",0,"R",421757,"R",421757,"Z",0,"R",455079,"R",455079,"Z",0,"R",6000,"R",6000,"Z",0,"R",7484453,"R",7484453,"Z",0,"R",0,"R",0,"R",0,"R",16082501,"R",16082501,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1283506,"R",1283506,"R",0,"R",0,"R",2549687,"R",2549687,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",899724,"R",651250,"R",242849,"R",5625,"R",897824,"R",651250,"R",240949,"R",5625,"R",1900,"R",0,"R",1900,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",549188,"R",438548,"R",110640,"Z",0,"Z",0,"Z",0,"R",733714,"R",733714,"Z",0,"Z",0,"R",124951,"R",124951,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",22223271,"R",21864157,"R",353489,"R",5625,"R",0,"R",207661,"R",-207661,"R",0,"R",22223271,"R",22071818,"R",145828,"R",5625,"R",3010864,"R",1930737,"Z",0,"Z",0,"Z",0,"Z",0,"R",1643065,"R",639385,"R",5354090,"R",2918171,"R",5055164,"R",2628748,"R",5389589,"R",652996,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",96664,"R",0,"R",20549436,"R",8770037,"R",2273434,"R",2361352,"R",1528713,"R",576238,"R",5039662, 1,"R",7728371,"R",8241793,"R",513422,"R",5625,"R",512245,"R",-75203,"R",70755,"R",1522382,"R",21708473,"R",1673835,"R",17141083,"R",3498275,"R",18357478,"R",20549436
129941,"R",87424236,"R",276353169,"R",0,"R",403547128,"R",185613907,"R",124863890,"R",151153276,"R",66779945,"R",26614874,"R",40165071,"R",217933221,"R",39612742,"R",277762640,"R",71054229,"R",61748918,"R",0,"R",450178529,"R",173825360,"R",192389731,"R",186315801,"R",0,"R",6073930,"R",211859291,"R",0,"R",217933221,"R",6279738,"R",2837090,"R",892770,"Z",0,"R",876530,"R",94489704,"R",105375832,"R",95359426,"R",1310407,"R",96669833,"R",6279738,"R",6279738,"R",0,"R",601141,"R",601141,"R",0,"R",892770,"R",892770,"R",0,"R",0,"R",0,"R",0,"R",892770,"R",892770,"R",0,"R",88003414,"R",86693007,"R",1310407,"R",130954851,"R",130954851,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3680416,"R",3680416,"R",0,"R",0,"R",2500168,"R",2500168,"Z",0,"Z",0,"R",567494,"R",567494,"Z",0,"Z",0,"R",7965956,"R",1632791,"R",3308749,"R",3024416,"R",6405967,"R",72802,"R",3308749,"R",3024416,"R",1559989,"R",1559989,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",802316,"R",-1081437,"R",1883753,"R",0,"Z",0,"Z",0,"R",31719711,"R",31719711,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14198819,"R",13879784,"R",319035,"R",0,"R",192389731,"R",183853778,"R",5511537,"R",3024416,"R",0,"R",2641874,"R",-2641874,"R",0,"R",192389731,"R",186495652,"R",2869663,"R",3024416,"R",68137461,"R",40459845,"R",3990953,"R",1655250,"Z",0,"Z",0,"R",18006853,"R",9611336,"R",33625457,"R",12148834,"R",32516811,"R",12943671,"R",30038266,"R",185910,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",186315801,"R",77004846,"R",21494236,"R",18670275,"R",8472897,"R",4460966,"R",56212581, 1,"R",69817214,"R",70289725,"R",472511,"R",1008669,"R",1520263,"R",-2056421,"R",0,"R",179851,"R",187577089,"R",6073930,"R",211859291,"R",40025191,"R",124863890,"R",186315801
130226,"R",586791697,"R",958080210,"R",0,"R",1587314312,"R",524761296,"R",444407133,"R",971769074,"R",90783942,"R",78521169,"R",12262773,"R",1062553016,"R",153187729,"R",1032199151,"R",166149443,"R",3244463,"R",0,"R",1354780786,"R",396700576,"R",332278491,"R",314688935,"R",0,"R",17589556,"R",1044963460,"R",0,"R",1062553016,"R",4917044,"R",1658883,"R",698858,"R",0,"R",3324198,"R",151053480,"R",161652463,"R",149542944,"R",1510535,"R",151053479,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",151053479,"R",149542944,"R",1510535,"R",272379329,"R",272379329,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6602416,"R",6602416,"R",0,"R",0,"R",698858,"R",698858,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",5249526,"R",0,"R",2687861,"R",2561665,"R",4878040,"R",0,"R",2316375,"R",2561665,"R",371486,"R",0,"R",371486,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-8074273,"R",-7276356,"R",-797917,"R",0,"R",3819758,"R",3819758,"R",51602877,"R",51602877,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",332278491,"R",327826882,"R",1889944,"R",2561665,"R",0,"R",0,"R",0,"R",0,"R",332278491,"R",327826882,"R",1889944,"R",2561665,"R",163825204,"R",96119283,"R",1294237,"R",475957,"R",0,"R",0,"R",23967871,"R",11766441,"R",55191499,"R",23108958,"R",0,"R",0,"R",64728185,"R",11139635,"R",5681939,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",314688935,"R",142610274,"R",44647133,"R",36059598,"R",29580894,"R",17730992,"R",44060044, 1,"R",556603870,"R",545134316,"R",-11469554,"R",15036417,"R",-7405971,"R",-19100000,"R",0,"R",12822344,"R",334705348,"R",17589556,"R",1044963460,"R",473619112,"R",444407133,"R",314688935
130253,"R",190465882,"R",617702886,"R",0,"R",899337453,"R",392507360,"R",274431779,"R",465092132,"R",41737961,"R",22224006,"R",19513955,"R",506830093,"R",80635597,"R",571633097,"R",88380463,"R",102726044,"R",0,"R",843375201,"R",225672315,"R",287052634,"R",234061157,"R",-2648649,"R",50342828,"R",456487265,"R",0,"R",506830093,"R",4897446,"R",2629746,"R",525287,"R",0,"R",1911408,"R",91074208,"R",101038095,"R",92335664,"R",1076325,"R",93411989,"R",0,"R",0,"R",0,"R",426373,"R",426373,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1911408,"R",1911408,"Z",0,"R",91074208,"R",89997883,"R",1076325,"R",213755700,"R",213755700,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5578223,"R",0,"R",5578223,"R",0,"R",24650,"R",0,"R",24650,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12298727,"R",2277371,"R",7393815,"R",2627541,"R",10526017,"R",2277371,"R",5621105,"R",2627541,"R",1772710,"R",0,"R",1772710,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5660112,"R",4712274,"R",947838,"R",0,"R",7795360,"R",7795360,"R",38312171,"R",38312171,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",3627691,"R",627654,"R",568619,"R",2431418,"R",287052634,"R",267480530,"R",14513145,"R",5058959,"R",0,"R",17336241,"R",-17336241,"R",0,"R",287052634,"R",284816771,"R",-2823096,"R",5058959,"R",84323248,"R",48733583,"R",0,"R",0,"R",6760073,"R",2400204,"R",14970150,"R",7353054,"R",47240166,"R",17597725,"R",41418150,"R",14737830,"R",36731481,"R",1903185,"R",2617889,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",234061157,"R",92725581,"R",25589280,"R",17408710,"R",19743696,"R",8778488,"R",69815402, 1,"R",177133374,"R",189836570,"R",12703196,"R",11988505,"R",5611837,"R",-4897146,"R",0,"R",48106965,"R",276631297,"R",50342828,"R",456487265,"R",152537700,"R",274431779,"R",234061157
130314,"R",35410000,"R",58683000,"Z",0,"R",104980000,"R",51979000,"R",35900000,"R",25852000,"R",27149000,"R",17384000,"R",9765000,"R",53001000,"R",12337000,"R",76919000,"R",26722000,"R",5521000,"Z",0,"R",121499000,"R",62816000,"R",69483000,"R",70597000,"R",0,"R",-1114000,"R",54115000,"R",0,"R",53001000,"R",1594000,"R",985000,"R",467000,"R",0,"R",766000,"R",14466000,"R",18278000,"R",16454000,"R",230000,"R",16684000,"R",0,"R",0,"R",0,"R",985000,"R",985000,"R",0,"R",467000,"R",467000,"R",0,"R",0,"R",0,"R",0,"R",766000,"R",766000,"R",0,"R",14466000,"R",14236000,"R",230000,"R",45677000,"R",45677000,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",425000,"R",425000,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",1774000,"R",1774000,"R",0,"R",0,"R",826000,"R",826000,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3718000,"R",832000,"R",2097000,"R",789000,"R",3718000,"R",832000,"R",2097000,"R",789000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-658000,"R",-318000,"R",-340000,"Z",0,"R",13522000,"R",13522000,"R",3434000,"R",3434000,"R",0,"R",0,"R",765000,"R",765000,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",69483000,"R",66937000,"R",1757000,"R",789000,"R",0,"R",1200000,"R",-1200000,"Z",0,"R",69483000,"R",68137000,"R",557000,"R",789000,"R",28492000,"R",17028000,"R",0,"R",0,"R",11724000,"R",6561000,"R",3821000,"R",1727000,"R",6268000,"R",3708000,"R",9096000,"R",3948000,"R",7054000,"R",337000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4142000,"R",0,"R",70597000,"R",33309000,"R",10033000,"R",5028000,"R",4381000,"R",851000,"R",16995000, 1,"R",34781000,"R",35442000,"R",661000,"R",1163000,"R",-691000,"R",-987000,"R",1176000,"R",-2460000,"R",68900000,"R",-1114000,"R",54115000,"R",20413163,"R",35900000,"R",70597000
130590,"R",633837386,"R",258920717,"R",0,"R",961164109,"R",198266167,"R",134339017,"R",111243481,"R",651654461,"R",374049233,"R",277605228,"R",762897942,"R",53838311,"R",426306639,"R",65182705,"R",7040043,"Z",0,"R",552367698,"R",293446981,"R",146502643,"R",163216358,"R",0,"R",-16713715,"R",779611657,"R",0,"R",762897942,"R",1588699,"R",339361,"R",38000,"Z",0,"R",9995464,"R",49267796,"R",61229320,"R",59640621,"R",0,"R",59640621,"R",0,"R",0,"R",0,"R",339361,"R",339361,"Z",0,"R",38000,"R",38000,"Z",0,"R",0,"Z",0,"Z",0,"R",9995464,"R",9995464,"Z",0,"R",49267796,"R",49267796,"R",0,"R",72223083,"R",72223083,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",2291427,"R",2291427,"R",0,"R",0,"R",2397949,"R",2397949,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",29365869,"R",8821960,"R",16376184,"R",4167725,"R",28992612,"R",8821960,"R",16002927,"R",4167725,"R",373257,"R",0,"R",373257,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",12419193,"R",522337,"R",11398715,"R",498141,"R",0,"Z",0,"R",20434052,"R",20434052,"R",0,"Z",0,"R",4030345,"R",4030345,"Z",0,"Z",0,"R",3340725,"R",3091708,"R",249017,"R",0,"R",146502643,"R",113812861,"R",28023916,"R",4665866,"R",0,"R",32198610,"R",-32198610,"R",0,"R",146502643,"R",146011471,"R",-4174694,"R",4665866,"R",61091625,"R",28334712,"R",1945641,"R",725817,"R",1607717,"R",269487,"R",9468217,"R",4353631,"R",29093907,"R",8550129,"R",40810500,"R",12952933,"R",15297858,"R",2295631,"Z",0,"R",0,"R",0,"R",3900893,"R",228168,"R",0,"R",0,"R",163216358,"R",57710508,"R",14555024,"R",21974451,"R",14539651,"R",3655429,"R",50781295, 1,"R",640845506,"R",614772658,"R",-26072848,"R",3421687,"R",1611620,"R",-30300133,"R",-806022,"R",-7609271,"R",148447975,"R",-16713715,"R",779611657,"R",264267009,"R",134339017,"R",163216358
130697,"R",1147551000,"R",364400000,"R",0,"R",1706429000,"R",433810000,"R",358025000,"R",425030000,"R",847589000,"R",370166000,"R",477423000,"R",1272619000,"R",36919000,"R",459165000,"R",122776000,"R",20542000,"R",0,"R",639402000,"R",275002000,"R",305109000,"R",217544000,"R",-3174000,"R",84391000,"R",1188228000,"R",0,"R",1272619000,"R",2459000,"R",1338000,"R",132000,"R",0,"R",1635000,"R",67339000,"R",72903000,"R",69966000,"R",0,"R",69966000,"R",2459000,"R",2459000,"R",0,"R",1338000,"R",1338000,"R",0,"R",132000,"R",132000,"R",0,"R",0,"R",0,"R",0,"R",1635000,"R",1635000,"R",0,"R",64402000,"R",64402000,"R",0,"R",113949000,"R",113949000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7643000,"R",7643000,"R",0,"R",0,"R",161000,"R",161000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48479000,"R",11569000,"R",9244000,"R",27666000,"R",46705000,"R",11162000,"R",7877000,"R",27666000,"R",1774000,"R",407000,"R",1367000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",87504000,"R",27294000,"R",60206000,"R",4000,"R",1048000,"R",1048000,"R",39569000,"R",39569000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6756000,"R",6756000,"R",0,"R",0,"R",305109000,"R",207989000,"R",69450000,"R",27670000,"R",0,"R",39274000,"R",-39274000,"Z",0,"R",305109000,"R",247263000,"R",30176000,"R",27670000,"R",100588000,"R",60348000,"R",9269000,"R",2920000,"R",0,"R",0,"R",13604000,"R",5490000,"R",18818000,"R",12648000,"R",27222000,"R",15149000,"R",48043000,"R",4226000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",217544000,"R",100781000,"R",30168000,"R",33242000,"R",11021000,"R",13742000,"R",28590000, 1,"R",1080015000,"R",1130907000,"R",50892000,"R",10782000,"R",85832000,"R",-43553000,"R",-2169000,"R",28179000,"R",232270000,"R",84391000,"R",1188228000,"R",425030000,"R",358025000,"R",217544000
130794,"R",36512063000,"R",5437546000,"R",0,"R",44696382000,"R",12964428000,"R",4242106000,"R",4396382000,"R",27335572000,"R",4655183000,"R",22680389000,"R",31731954000,"R",137053000,"R",7496882000,"R",646784000,"R",593843000,"R",0,"R",8874562000,"R",3437016000,"R",4563411666,"R",4090892128,"R",-982316538,"R",-509797000,"R",32241751000,"R",0,"R",31731954000,"R",5856153,"R",29567679,"R",771990,"R",0,"R",15284770,"R",426046742,"R",477527334,"R",369423266,"R",0,"R",369423266,"R",5856153,"R",5856153,"R",0,"R",10448880,"R",10448880,"R",0,"R",4811,"R",4811,"R",0,"R",0,"R",0,"R",0,"R",19125613,"R",19125613,"R",0,"R",333987809,"R",333987809,"R",0,"R",307210487,"R",307210487,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",617393736,"R",617393736,"R",0,"R",0,"R",30636478,"R",30636478,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",858541750,"R",208786133,"R",649755617,"R",0,"R",669974918,"R",20219301,"R",649755617,"R",0,"R",188566832,"R",188566832,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1403709575,"R",-39628686,"R",1443338261,"Z",0,"R",1117324121,"R",1117324121,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",228595519,"R",230551445,"R",-1955926,"R",0,"R",4563411666,"R",2472273714,"R",2091137952,"Z",0,"R",0,"R",1110488000,"R",-1110488000,"Z",0,"R",4563411666,"R",3582761714,"R",980649952,"R",0,"R",996867796,"R",486224443,"R",603691131,"R",232342060,"R",84422917,"R",11123428,"R",1619434288,"R",866444773,"R",387404782,"R",83231687,"R",291687216,"R",149472001,"R",0,"R",0,"R",107383998,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4090892128,"R",1828838392,"R",573227438,"R",396446834,"R",266270252,"R",95138982,"R",930970230, 1,"R",30314816000,"R",31201686000,"R",886870000,"R",331706000,"R",1931965000,"R",-1438078000,"R",61277000,"R",-1495975000,"R",4112570000,"R",-509797000,"R",32241751000,"R",25833407000,"R",4242106000,"R",4090892128
130837,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",114208,"R",0,"R",0,"R",0,"R",0,"R",0,"R",114208,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",522002,"R",522002,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",522002,"R",522002,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",522002,"R",522002,"R",0,"R",0,"R",1422317,"R",1306214,"R",0,"R",0,"R",0,"R",0,"R",245777,"R",245777,"R",32192,"R",0,"R",383757,"R",0,"A",,"A",,"Z",0,"A",,"A",,"A",,"A",,"R",14916,"R",0,"R",2098959,"R",1551991,"R",116103,"R",0,"R",430865,"R",0,"R",0,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
