UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
206516,"R",2219871,"R",53137,"R",0,"R",3677557,"R",57508,"R",0,"R",1488144,"R",2131905,"R",1973905,"R",158000,"R",3620049,"R",0,"R",0,"R",31805,"R",0,"R",57195,"R",89000,"R",35863,"R",2139343,"R",1215535,"R",0,"R",923808,"R",2696241,"R",0,"R",3620049,"R",0,"R",477359,"R",0,"R",0,"R",40016,"R",25758,"R",543133,"R",25758,"R",0,"R",25758,"R",0,"R",0,"R",0,"R",6183,"R",6183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19575,"R",19575,"R",0,"R",0,"R",0,"R",0,"R",256830,"R",256830,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",493817,"R",487634,"R",6183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",541881,"R",415514,"R",90066,"R",36301,"R",421087,"R",344720,"R",40066,"R",36301,"R",120794,"R",70794,"R",50000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",600492,"R",500607,"R",99885,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",246323,"R",193617,"R",52706,"R",0,"R",0,"R",175901,"R",-139600,"R",-36301,"R",2139343,"R",2030103,"R",109240,"R",0,"R",0,"R",176351,"R",-176351,"R",0,"R",2139343,"R",2206454,"R",-67111,"R",0,"R",571311,"R",475982,"R",0,"R",0,"R",0,"R",0,"R",152970,"R",36510,"R",69915,"R",36998,"R",421339,"R",140563,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1215535,"R",690053,"R",162528,"R",356660,"R",6294,"R",0,"R",0, 1,"R",2002665,"R",2131905,"R",129240,"R",138096,"R",-8856,"R",0,"R",0,"R",814568,"R",2030103,"R",923808,"R",2696241,"R",1488144,"R",0,"R",1215535
206525,"R",125782145,"R",100503834,"R",0,"R",253806657,"R",58084498,"R",44825765,"R",39448971,"R",156273188,"R",102860410,"R",53412778,"R",195722159,"R",13695529,"R",166857744,"R",41903270,"R",979032,"R",0,"R",223435575,"R",122931741,"R",54280708,"R",51937348,"R",23785071,"R",26128431,"R",161994862,"R",7598866,"R",195722159,"R",2189207,"R",1274367,"R",860562,"R",0,"R",2521389,"R",34088922,"R",40934447,"R",36610311,"R",0,"R",36610311,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2521389,"R",2521389,"R",0,"R",34088922,"R",34088922,"R",0,"R",19035631,"R",19035631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3467609,"R",3467609,"R",0,"R",0,"R",2339480,"R",2339480,"R",0,"R",0,"R",8000,"R",8000,"R",0,"R",0,"R",10790810,"R",6595615,"R",2825235,"R",1369960,"R",10790810,"R",6595615,"R",2825235,"R",1369960,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8289399,"R",3732374,"R",4387467,"R",169558,"R",0,"R",0,"R",10349779,"R",10349779,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54280708,"R",45528488,"R",7212702,"R",1539518,"R",0,"R",0,"Z",0,"Z",0,"R",54280708,"R",45528488,"R",7212702,"R",1539518,"R",17128083,"R",9173460,"R",172164,"R",69727,"R",0,"R",0,"R",2675460,"R",982173,"R",12039606,"R",4735368,"R",10850210,"R",4273449,"R",9071825,"R",377497,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51937348,"R",19611674,"R",4196875,"R",5280528,"R",6311164,"R",3352950,"R",13184157, 1,"R",116489449,"R",125602173,"R",9112724,"R",944659,"R",29662218,"R",18169731,"R",-39663884,"R",8845807,"R",58673532,"R",26128431,"R",161994862,"R",89413889,"R",44825765,"R",51937348
206589,"R",460191754,"R",172211900,"R",0,"R",694683911,"R",70582344,"R",42849423,"R",309066778,"R",315034789,"R",172733611,"R",142301178,"R",624101567,"R",18071532,"R",247218430,"R",40472828,"R",5323575,"R",0,"R",311086365,"R",138874465,"R",198799478,"R",93023498,"R",727810,"R",106503790,"R",517597777,"R",0,"R",624101567,"R",1907034,"R",246966,"R",411487,"R",0,"R",8300088,"R",55073529,"R",65939104,"R",63620582,"R",0,"R",63620582,"R",1907034,"R",1907034,"R",0,"R",246966,"R",246966,"R",0,"R",411487,"R",411487,"R",0,"R",0,"R",0,"R",0,"R",8300088,"R",8300088,"R",0,"R",52755007,"R",52755007,"R",0,"R",37373446,"R",37373446,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3419370,"R",3374214,"R",45156,"R",0,"R",2061613,"R",2061613,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",25173417,"R",5834763,"R",16337953,"R",3000701,"R",24878376,"R",5834763,"R",16042912,"R",3000701,"R",295041,"R",0,"R",295041,"R",0,"R",0,"R",0,"R",0,"R",0,"R",112503801,"R",45195780,"R",64976831,"R",2331190,"R",0,"R",0,"R",16949532,"R",16949532,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1318299,"R",1252512,"R",65787,"R",0,"R",198799478,"R",112041860,"R",81425727,"R",5331891,"R",0,"R",10830373,"R",-11637064,"R",806691,"R",198799478,"R",122872233,"R",69788663,"R",6138582,"R",30508840,"R",15924225,"R",1337198,"R",471540,"R",1003173,"R",290900,"R",9160975,"R",3587214,"R",20720319,"R",6638895,"R",13047013,"R",5411531,"R",17245980,"R",3386852,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",93023498,"R",35711157,"R",10921160,"R",7938990,"R",9520621,"R",1855676,"R",27075894, 1,"R",331118049,"R",431210227,"R",100092178,"R",5330089,"R",110813296,"R",-16051207,"R",0,"R",30528734,"R",84579595,"R",106503790,"R",517597777,"R",279156055,"R",42849423,"R",93023498
206622,"R",389272000,"R",346185000,"R",0,"R",842244000,"R",261000000,"R",186506000,"R",287181000,"R",294063000,"R",126668000,"R",167395000,"R",581244000,"R",81535000,"R",445601000,"R",38175000,"R",13360000,"R",0,"R",578671000,"R",232486000,"R",274262000,"R",196197000,"R",4551000,"R",82616000,"R",498628000,"R",0,"R",581244000,"R",3131000,"R",2976000,"R",914000,"R",0,"R",7509000,"R",98463000,"R",112993000,"R",102022000,"R",3950000,"R",105972000,"R",0,"R",0,"R",0,"R",1013000,"R",1013000,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",6496000,"R",6496000,"Z",0,"R",98463000,"R",94513000,"R",3950000,"R",136049000,"R",136049000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8144000,"R",8144000,"R",0,"R",0,"R",4898000,"R",4898000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17632000,"R",4940000,"R",7468000,"R",5224000,"R",17241000,"R",4609000,"R",7408000,"R",5224000,"R",391000,"R",331000,"R",60000,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",70030000,"R",16581000,"R",53449000,"Z",0,"R",137000,"R",137000,"R",34768000,"R",34768000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2604000,"R",2604000,"R",0,"R",0,"R",274262000,"R",208121000,"R",60917000,"R",5224000,"R",0,"R",12607000,"R",-12607000,"Z",0,"R",274262000,"R",220728000,"R",48310000,"R",5224000,"R",81851000,"R",41174000,"Z",0,"Z",0,"R",1068000,"R",405000,"R",11519000,"R",5163000,"R",20624000,"R",8466000,"R",30839000,"R",14676000,"R",50296000,"R",8886000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",196197000,"R",78770000,"R",23161000,"R",19251000,"R",16973000,"R",5718000,"R",52324000, 1,"R",198613000,"R",259332000,"R",60719000,"R",5806000,"R",61871000,"R",-6958000,"R",0,"R",29983000,"R",205285000,"R",82616000,"R",498628000,"R",121751000,"R",186506000,"R",196197000
206817,"R",168049,"R",7552382,"R",0,"R",8666204,"R",2112575,"R",0,"R",-31729,"R",6585358,"R",5855908,"R",729450,"R",6553629,"R",698620,"R",10073103,"R",3925507,"R",161455,"R",9712756,"R",24571441,"R",17019059,"R",6037566,"R",7458010,"R",-1,"R",-1420445,"R",8256160,"R",-282086,"R",6553629,"R",849247,"R",402796,"R",289446,"R",0,"R",0,"R",1873514,"R",3415003,"R",1873514,"R",0,"R",1873514,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1873514,"R",1873514,"R",0,"R",2155661,"R",2155661,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",402796,"R",402796,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",977902,"R",837852,"R",116050,"R",24000,"R",977902,"R",837852,"R",116050,"R",24000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1134649,"R",1134649,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1366558,"R",1353142,"R",0,"R",13416,"R",6037566,"R",5884100,"R",116050,"R",37416,"R",0,"R",0,"Z",0,"Z",0,"R",6037566,"R",5884100,"R",116050,"R",37416,"R",765402,"R",744447,"R",0,"Z",0,"R",0,"Z",0,"R",758546,"R",682742,"R",1067342,"R",881688,"R",3425897,"R",1330054,"R",648517,"R",39093,"R",0,"R",0,"R",0,"R",0,"R",0,"R",792306,"R",0,"R",7458010,"R",3678024,"R",0,"R",1388900,"R",586126,"R",0,"R",1804960, 1,"R",7325513,"R",7329163,"R",3650,"R",0,"R",0,"R",0,"R",3650,"R",-1573761,"R",5884100,"R",-1420445,"R",8256160,"R",-1420445,"R",0,"R",7458010
206835,"R",9294071,"R",25838264,"Z",0,"R",43343629,"R",1969233,"Z",0,"R",31614490,"R",9759906,"R",5284960,"R",4474946,"R",41374396,"R",2194863,"R",35449498,"R",11773064,"R",510587,"Z",0,"R",49928012,"R",24089748,"R",22016334,"R",20115254,"R",0,"R",1901080,"R",39473316,"R",0,"R",41374396,"R",1444788,"R",232688,"Z",0,"Z",0,"R",258033,"R",7994624,"R",9930133,"R",8252657,"R",0,"R",8252657,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8252657,"R",8252657,"R",0,"R",10617970,"R",10617970,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3720746,"R",3720746,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1056972,"R",724350,"R",259664,"R",72958,"R",1056972,"R",724350,"R",259664,"R",72958,"R",0,"R",0,"R",0,"R",0,"R",1346706,"R",1346706,"Z",0,"Z",0,"R",1980618,"R",504710,"R",1403976,"R",71932,"R",0,"R",0,"R",3032463,"R",3032463,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",260859,"R",260859,"R",0,"R",0,"R",22016334,"R",20207804,"R",1663640,"R",144890,"R",0,"R",396560,"R",-396560,"Z",0,"R",22016334,"R",20604364,"R",1267080,"R",144890,"R",6096463,"R",3787173,"Z",0,"Z",0,"Z",0,"Z",0,"R",755588,"R",413720,"R",5519853,"R",2180963,"R",6473689,"R",1539469,"R",1269531,"R",97185,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",130,"R",0,"R",20115254,"R",8018510,"R",2033231,"R",1273644,"R",1796108,"R",2653,"R",6991108, 1,"R",8261469,"R",10115370,"R",1853901,"R",87959,"R",1899559,"R",-189310,"R",55693,"R",489110,"R",20604364,"R",1901080,"R",39473316,"R",31614490,"Z",0,"R",20115254
206862,"R",65176762,"R",77908561,"R",0,"R",158548807,"R",55298054,"R",43359308,"R",43262169,"R",59988584,"R",32030661,"R",27957923,"R",103250753,"R",5995523,"R",102625078,"R",27053169,"R",824494,"R",0,"R",136498264,"R",58589703,"R",66625840,"R",48144341,"R",0,"R",18481499,"R",84769254,"R",0,"R",103250753,"R",3409628,"R",1413744,"R",535750,"R",0,"R",1463603,"R",13557811,"R",20380536,"R",15021414,"R",0,"R",15021414,"R",3409628,"R",3409628,"R",0,"R",1413744,"R",1413744,"R",0,"R",535750,"R",535750,"R",0,"R",0,"R",0,"R",0,"R",1463603,"R",1463603,"R",0,"R",8198689,"R",8198689,"R",0,"R",23455057,"R",23455057,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4382112,"R",2482466,"R",1899646,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4714712,"R",3192858,"R",377854,"R",1144000,"R",4714712,"R",3192858,"R",377854,"R",1144000,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14315190,"R",184806,"R",14130384,"Z",0,"R",837777,"R",837777,"R",6067099,"R",6067099,"Z",0,"Z",0,"R",12853893,"R",12763383,"R",90510,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",66625840,"R",48983446,"R",16498394,"R",1144000,"R",0,"R",0,"Z",0,"Z",0,"R",66625840,"R",48983446,"R",16498394,"R",1144000,"R",16440934,"R",9296200,"Z",0,"Z",0,"Z",0,"Z",0,"R",2495521,"R",1517161,"R",9077344,"R",4055589,"R",6111473,"R",1489071,"R",14019069,"R",3211658,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",48144341,"R",19569679,"R",4971693,"R",3759610,"R",3212927,"R",2071309,"R",14559123, 1,"R",34512330,"R",51313349,"R",16801019,"R",1751979,"R",14902986,"R",2276472,"R",-2130418,"R",5026525,"R",53170866,"R",18481499,"R",84769254,"R",13642333,"R",37552478,"R",48144341
207157,"R",2379420,"R",4228948,"Z",0,"R",6608368,"R",3024101,"R",2038101,"R",2544269,"R",1039998,"R",558446,"R",481552,"R",3584267,"R",483743,"R",7518003,"R",2381209,"R",0,"R",225428,"R",10608383,"R",6379435,"R",5265521,"R",3838146,"R",0,"R",1427375,"R",2156892,"R",0,"R",3584267,"R",731677,"R",47230,"R",247913,"R",0,"R",117035,"R",2128363,"R",3272218,"R",2141832,"R",0,"R",2141832,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2141832,"R",2141832,"R",0,"R",2533851,"R",2533851,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",998254,"R",998254,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1197202,"R",934078,"R",263124,"R",0,"R",1197202,"R",934078,"R",263124,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20913,"R",7813,"R",13100,"R",0,"R",0,"R",0,"R",515301,"R",515301,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",5265521,"R",4989297,"R",276224,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",5265521,"R",4989297,"R",276224,"R",0,"R",867421,"R",752054,"Z",0,"Z",0,"Z",0,"Z",0,"R",222612,"R",138910,"R",802173,"R",421141,"R",1477686,"R",506846,"R",468254,"R",373198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",3838146,"R",2192149,"R",307239,"R",276349,"R",202379,"R",137387,"R",722643, 1,"R",237991,"R",558446,"R",320455,"R",262124,"R",6294,"R",4350,"R",47687,"R",1155501,"R",0,"R",1427375,"R",2156892,"R",0,"R",2038549,"R",3838146
207324,"R",40151626,"R",61805158,"R",0,"R",128963220,"R",59172484,"R",39137123,"R",17707911,"R",52082825,"R",20843752,"R",31239073,"R",69790736,"R",10696560,"R",120347291,"R",18315821,"R",501260,"R",0,"R",149860932,"R",88055774,"R",55915863,"R",45636132,"R",-28335,"R",10251396,"R",59539340,"R",0,"R",69790736,"R",2084212,"R",533212,"R",0,"R",0,"R",972423,"R",20411739,"R",24001586,"R",21909410,"R",7964,"R",21917374,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",776136,"R",776136,"Z",0,"R",0,"Z",0,"Z",0,"R",980387,"R",972423,"R",7964,"R",20160851,"R",20160851,"R",0,"R",23554959,"R",23554959,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3094036,"R",3094036,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6707032,"R",2682961,"R",4024071,"R",0,"R",6707032,"R",2682961,"R",4024071,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10921189,"R",1746125,"R",9175064,"R",0,"R",0,"R",0,"R",9264917,"R",9264917,"R",0,"R",0,"R",1767603,"R",1767603,"Z",0,"R",0,"R",606127,"R",197215,"R",408912,"R",0,"R",55915863,"R",42307816,"R",13608047,"Z",0,"R",0,"R",4122016,"R",-4122016,"Z",0,"R",55915863,"R",46429832,"R",9486031,"R",0,"R",13944524,"R",8294224,"R",0,"R",0,"R",14233,"R",11775,"R",1486045,"R",458866,"R",8490155,"R",3765335,"R",7409872,"R",2783529,"R",11612881,"R",1071514,"R",896822,"R",0,"R",0,"R",1407603,"R",367656,"R",373997,"R",277672,"R",45636132,"R",17030571,"R",3466412,"R",3957176,"R",4388146,"R",2072440,"R",14721387, 1,"R",37148180,"R",47004685,"R",9856505,"R",394781,"R",10721004,"R",-1259280,"R",0,"R",771063,"R",44847507,"R",10251396,"R",59539340,"R",46786417,"R",39137122,"R",45636132
207403,"R",168117986,"R",102149614,"R",0,"R",297966159,"R",31081714,"R",21925016,"R",94348266,"R",172536179,"R",120398271,"R",52137908,"R",266884445,"R",8579079,"R",127724912,"R",34425105,"R",0,"R",0,"R",170729096,"R",68579482,"R",82036938,"R",43869418,"R",0,"R",38167520,"R",228716924,"R",1,"R",266884445,"R",2584505,"R",2173905,"R",1399403,"R",0,"R",3565647,"R",25691106,"R",35414566,"R",28600680,"R",656073,"R",29256753,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3565647,"R",3565647,"R",0,"R",25691106,"R",25035033,"R",656073,"R",21018722,"R",21018722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3982744,"R",3982744,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5985464,"R",1446762,"R",3209917,"R",1328785,"R",5985464,"R",1446762,"R",3209917,"R",1328785,"R",0,"R",0,"R",0,"R",0,"R",2351379,"R",2351379,"R",0,"R",0,"R",37903889,"R",7361647,"R",19944927,"R",10597315,"R",353700,"R",353700,"R",9668006,"R",9668006,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",773034,"R",772964,"R",70,"R",0,"R",82036938,"R",46955924,"R",23154914,"R",11926100,"R",0,"R",3405942,"R",-3405942,"Z",0,"R",82036938,"R",50361866,"R",19748972,"R",11926100,"R",12634862,"R",7707231,"R",0,"R",0,"R",159305,"R",110494,"R",3272618,"R",1883739,"R",10909124,"R",3814936,"R",8773827,"R",3172572,"R",8119682,"R",435392,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43869418,"R",17124364,"R",5333949,"R",4363684,"R",4053986,"R",900111,"R",12093324, 1,"R",131403959,"R",158380686,"R",26976727,"R",1400952,"R",37159093,"R",8583318,"R",-20166636,"R",6492448,"R",50361866,"R",38167520,"R",228716924,"R",43874470,"R",21925016,"R",43869418
207458,"R",150460896,"R",192589194,"R",0,"R",362717659,"R",121697745,"R",102870967,"R",104262948,"R",136756966,"R",75902311,"R",60854655,"R",241019914,"R",52274811,"R",192379147,"R",60178732,"R",4804749,"R",0,"R",309637439,"R",117048245,"R",100495642,"R",73715894,"R",0,"R",26779748,"R",214240166,"R",0,"R",241019914,"R",1570121,"R",151500,"R",0,"R",0,"R",6514102,"R",27223900,"R",35459623,"R",32591023,"R",1298478,"R",33889501,"R",0,"R",0,"R",0,"R",151500,"R",151500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7812580,"R",6514102,"R",1298478,"R",25925421,"R",25925421,"R",0,"R",48837375,"R",48837375,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3186807,"R",0,"R",3186807,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6832974,"R",679183,"R",5256263,"R",897528,"R",6832974,"R",679183,"R",5256263,"R",897528,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33755775,"R",4674057,"R",28912149,"R",169569,"R",47689,"R",47689,"R",6357798,"R",6357798,"R",0,"R",0,"R",1477224,"R",1477224,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100495642,"R",62073326,"R",37355219,"R",1067097,"R",0,"R",17669257,"R",-17699740,"R",30483,"R",100495642,"R",79742583,"R",19655479,"R",1097580,"R",39936359,"R",23110844,"R",0,"R",0,"R",0,"R",0,"R",3818394,"R",2414656,"R",10241613,"R",5266906,"R",11252549,"R",3962331,"R",5466979,"R",788859,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3000000,"R",10,"R",73715894,"R",35543606,"R",7327630,"R",7630566,"R",7389829,"R",4621886,"R",11202377, 1,"R",123871812,"R",153330878,"R",29459066,"R",2098926,"R",34250179,"R",-6453602,"R",-436437,"R",6000433,"R",79716327,"R",26779748,"R",214240166,"R",76367027,"R",106698016,"R",73715894
