UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
153861,"R",12209000,"R",36916000,"R",0,"R",76973000,"R",27329000,"R",20409000,"R",43698000,"R",5946000,"R",1968000,"R",3978000,"R",49644000,"R",11328000,"R",61395000,"R",23342000,"R",1894000,"R",0,"R",97959000,"R",61043000,"R",43761000,"R",36774000,"R",0,"R",6987000,"R",42657000,"R",0,"R",49644000,"R",1514000,"R",89000,"R",104000,"R",0,"R",60000,"R",3124000,"R",4891000,"R",3124000,"R",0,"R",3124000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3124000,"R",3124000,"R",0,"R",23084000,"R",23084000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",713000,"R",713000,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10021000,"R",8020000,"R",2001000,"R",0,"R",10021000,"R",8020000,"R",2001000,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",993000,"R",739000,"R",254000,"Z",0,"Z",0,"Z",0,"R",6544000,"R",6544000,"Z",0,"Z",0,"R",2212000,"R",2212000,"R",0,"Z",0,"R",194000,"R",194000,"R",0,"R",0,"R",43761000,"R",41506000,"R",2255000,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",43761000,"R",41506000,"R",2255000,"R",0,"R",13366000,"R",6090000,"R",182000,"R",75000,"R",526000,"R",42000,"R",2247000,"R",880000,"R",2258000,"R",662000,"R",10698000,"R",3128000,"R",5101000,"R",523000,"R",0,"R",0,"R",0,"R",2396000,"R",1470000,"R",0,"R",0,"R",36774000,"R",12870000,"R",5833000,"R",3370000,"R",1765000,"R",693000,"R",12243000, 1,"R",10041000,"R",11507000,"R",1466000,"R",937000,"R",859000,"R",-330000,"R",0,"R",5357000,"R",41506000,"R",6987000,"R",42657000,"R",43698000,"R",20409000,"R",36774000
153977,"R",25001000,"R",7120000,"R",0,"R",53403000,"R",3909000,"R",3175000,"R",45217000,"R",4277000,"R",4277000,"R",0,"R",49494000,"R",0,"R",5301000,"R",4273000,"R",0,"R",2929000,"R",12503000,"R",5383000,"R",23773000,"R",18256000,"R",0,"R",5517000,"R",43977114,"R",-114,"R",49494000,"R",1524929,"R",213747,"R",2490776,"R",0,"R",312089,"R",54315,"R",4595856,"R",99884,"R",0,"R",99884,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99884,"R",99884,"R",0,"R",18495019,"R",18495019,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",647705,"R",647705,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",327636,"R",81636,"R",0,"R",246000,"R",315000,"R",69000,"R",0,"R",246000,"R",12636,"R",12636,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4264000,"R",3658000,"Z",0,"R",606000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38640,"R",38640,"R",0,"R",0,"R",23773000,"R",22921000,"Z",0,"R",852000,"R",0,"R",0,"Z",0,"Z",0,"R",23773000,"R",22921000,"R",0,"R",852000,"R",9142115,"R",6052758,"R",0,"R",0,"R",0,"R",0,"R",1905577,"R",1098931,"R",2425843,"R",1602860,"R",4782465,"R",1267101,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",18256000,"R",10021650,"R",2115921,"R",2551156,"R",344428,"R",0,"R",3222845, 1,"R",8334658,"R",10010108,"R",1675450,"R",546284,"R",1604131,"R",-474965,"R",0,"R",4877963,"R",23134000,"R",5517000,"R",43977114,"R",38929527,"R",3175136,"R",18256000
154004,"R",75179747,"R",51479388,"R",0,"R",147946360,"R",44186450,"R",33155000,"R",53077352,"R",50682558,"R",50682558,"R",0,"R",103759910,"R",9805541,"R",71667667,"R",15254259,"R",607690,"R",2331500,"R",99666657,"R",48187269,"R",56359984,"R",36825135,"R",11757,"R",19546606,"R",84213304,"R",0,"R",103759910,"R",1747612,"R",1293056,"R",2364901,"R",903831,"R",1654002,"R",21072056,"R",29035458,"R",22433973,"R",0,"R",22433973,"R",1747612,"R",1747612,"R",0,"R",1293055,"R",1293055,"R",0,"R",2364990,"R",2364990,"R",0,"R",903830,"R",903830,"R",0,"R",0,"Z",0,"R",0,"R",16124486,"R",16124486,"R",0,"R",20813094,"R",20813094,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1516909,"R",1516909,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3052340,"R",1934040,"R",0,"R",1118300,"R",3052340,"R",1934040,"R",0,"R",1118300,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18173063,"R",7048330,"R",0,"R",11124733,"R",0,"R",0,"R",7947343,"R",7947343,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4857235,"R",1990870,"R",0,"R",2866365,"R",56359984,"R",41250586,"R",0,"R",15109398,"R",0,"R",0,"R",0,"R",0,"R",56359984,"R",41250586,"R",0,"R",15109398,"R",11985854,"R",7504136,"R",0,"R",0,"R",0,"R",0,"R",2808683,"R",1840079,"R",8443183,"R",3797733,"R",6473970,"R",2930594,"R",7113445,"R",659916,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36825135,"R",16732458,"R",3281587,"R",551441,"R",2725551,"R",1201785,"R",12332313, 1,"R",46411007,"R",57259474,"R",10848467,"R",268531,"R",12228936,"R",2328000,"R",-3977000,"R",10218216,"R",47043351,"R",19546606,"R",84213304,"R",53077352,"R",33155000,"R",36825135
154013,"R",41260105,"R",49164236,"R",0,"R",108024860,"R",20074160,"R",14318204,"R",51840039,"R",36110661,"R",27858697,"R",8251964,"R",87950700,"R",18714567,"R",58090405,"R",10878806,"R",990795,"R",0,"R",88674573,"R",39510337,"R",47677603,"R",34028846,"R",0,"R",13648757,"R",74301943,"R",0,"R",87950700,"R",2230485,"R",769456,"R",3086845,"R",0,"R",740425,"R",18219059,"R",25046270,"R",21089503,"R",1726282,"R",22815785,"R",0,"R",0,"R",0,"R",769456,"R",702129,"R",67327,"R",3086845,"R",3086845,"R",0,"R",0,"R",0,"R",0,"R",740425,"R",675638,"R",64787,"R",18219059,"R",16624891,"R",1594168,"R",21143018,"R",21143018,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2629948,"R",2629948,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3532421,"R",1219582,"R",239495,"R",2073344,"R",3532421,"R",1219582,"R",239495,"R",2073344,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7765142,"R",2322,"R",40878,"R",7721942,"R",0,"R",0,"R",2320986,"R",2320986,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10286088,"R",7825782,"R",2496755,"R",-36449,"R",47677603,"R",35141638,"R",2777128,"R",9758837,"R",0,"R",-2238768,"R",2238768,"R",0,"R",47677603,"R",32902870,"R",5015896,"R",9758837,"R",10553406,"R",7285572,"R",0,"R",0,"R",0,"R",0,"R",3401783,"R",1234955,"R",7302443,"R",2919970,"R",8691988,"R",3559030,"R",4079226,"R",188822,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34028846,"R",15188349,"R",3169598,"R",2577061,"R",2791212,"R",515802,"R",9786824, 1,"R",27783955,"R",36315412,"R",8531457,"R",2073210,"R",7592958,"R",1109650,"R",-2244361,"R",12309,"R",35141638,"R",13648757,"R",74301943,"R",12369576,"R",14028846,"R",34028846
154101,"R",76063631,"R",80414368,"R",0,"R",171626178,"R",8656768,"R",1750000,"R",87417037,"R",75552373,"R",26294976,"R",49257397,"R",162969410,"R",7359915,"R",103638693,"R",19905102,"R",3048182,"R",0,"R",133951892,"R",53537524,"R",55669817,"R",31739066,"R",43278,"R",23974029,"R",138995381,"R",0,"R",162969410,"R",1126465,"R",185029,"R",1521920,"R",0,"R",2217014,"R",16518025,"R",21568453,"R",18920068,"R",0,"R",18920068,"R",1126465,"R",1126465,"R",0,"R",185029,"R",185029,"R",0,"R",1521920,"R",1521920,"R",0,"R",0,"R",0,"R",0,"R",2217014,"R",2217014,"Z",0,"R",13869640,"R",13869640,"R",0,"R",16853710,"R",16853710,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1233250,"R",1233250,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7779567,"R",3073723,"R",4277895,"R",427949,"R",7779567,"R",3073723,"R",4277895,"R",427949,"R",0,"R",0,"R",0,"R",0,"R",25000,"R",25000,"R",0,"R",0,"R",18774679,"R",3857872,"R",14913752,"R",3055,"R",240072,"R",240072,"R",8736076,"R",8736076,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2027463,"R",2027463,"R",0,"R",0,"R",55669817,"R",36047166,"R",19191647,"R",431004,"R",0,"R",-170076,"R",170076,"R",0,"R",55669817,"R",35877090,"R",19361723,"R",431004,"R",11667332,"R",6409663,"R",0,"R",0,"R",0,"R",0,"R",4307837,"R",1722822,"R",7072848,"R",3012861,"R",3909565,"R",1810094,"R",4780672,"R",315404,"R",0,"R",0,"R",0,"R",0,"R",0,"R",812,"R",0,"R",31739066,"R",13270844,"R",3848544,"R",2226267,"R",3528104,"R",73746,"R",8791561, 1,"R",56297439,"R",75165165,"R",18867726,"R",430975,"R",18436751,"R",0,"R",0,"R",4478176,"R",36217242,"R",23974029,"R",138995381,"R",56817223,"R",1750000,"R",31739066
154156,"R",188203690,"R",83455193,"R",0,"R",450267374,"R",213894258,"R",188086830,"R",216226254,"R",20146862,"R",11257674,"R",8889188,"R",236373116,"R",13358623,"R",76836471,"R",20637327,"R",30511451,"R",0,"R",141343872,"R",57888679,"R",113002604,"R",66675992,"R",0,"R",46326612,"R",190046504,"R",0,"R",236373116,"R",0,"R",0,"R",0,"R",0,"R",1217735,"R",1451268,"R",2669003,"R",2669003,"R",0,"R",2669003,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1217735,"R",1217735,"R",0,"R",1451268,"R",1451268,"R",0,"R",63018297,"R",63018297,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2415695,"R",2415695,"R",0,"R",0,"R",239317,"R",239317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2047009,"R",350211,"R",1477309,"R",219489,"R",1900790,"R",203992,"R",1477309,"R",219489,"R",146219,"R",146219,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40838971,"R",39055836,"R",1019905,"R",763230,"R",3876999,"R",3876999,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",566316,"R",566316,"R",0,"R",0,"R",113002604,"R",109522671,"R",2497214,"R",982719,"R",0,"R",1401652,"R",-1401652,"R",0,"R",113002604,"R",110924323,"R",1095562,"R",982719,"R",19144400,"R",9778399,"R",3937054,"R",2390409,"R",0,"R",0,"R",18081526,"R",9525026,"R",4192382,"R",2197922,"R",17585195,"R",7892047,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3735435,"R",0,"R",66675992,"R",31783803,"R",7862445,"R",4533319,"R",4638758,"R",4441974,"R",13415693, 1,"R",147752803,"R",181743960,"R",33991157,"R",539933,"R",39669568,"R",-5800000,"R",-418344,"R",44248331,"R",77798916,"R",46326612,"R",190046504,"R",119355752,"R",188086830,"R",66675992
154174,"R",124845292,"R",127212615,"R",0,"R",269720272,"R",55119632,"R",30470020,"R",163018608,"R",51582032,"R",18170234,"R",33411798,"R",214600640,"R",18516079,"R",148502730,"R",22979264,"R",16876220,"Z",0,"R",206874293,"R",79661678,"R",104179946,"R",72002863,"R",0,"R",32177083,"R",182423557,"R",0,"R",214600640,"R",114457,"R",2197870,"R",0,"R",0,"R",892527,"R",3275866,"R",6480720,"R",4168393,"R",0,"R",4168393,"R",114457,"R",114457,"R",0,"R",875531,"R",875531,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",892527,"R",892527,"R",0,"R",2285878,"R",2285878,"R",0,"R",71375368,"R",71375368,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",3969639,"R",3969639,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",2163740,"R",299427,"R",1544713,"R",319600,"R",2163740,"R",299427,"R",1544713,"R",319600,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21411106,"R",11139644,"R",10271462,"Z",0,"R",2003969,"R",2003969,"R",2921422,"R",2921422,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",334702,"R",334702,"R",0,"R",0,"R",104179946,"R",92044171,"R",11816175,"R",319600,"R",0,"R",4437569,"R",-4437569,"R",0,"R",104179946,"R",96481740,"R",7378606,"R",319600,"R",29321030,"R",15969794,"R",3193570,"R",889291,"R",0,"R",0,"R",5766709,"R",2134905,"R",8604990,"R",3439180,"R",18299984,"R",7287302,"R",4454536,"R",541413,"R",2156531,"R",0,"R",0,"R",0,"R",0,"R",205513,"R",0,"R",72002863,"R",30261885,"R",8109168,"R",9066678,"R",5123408,"R",383536,"R",19058188, 1,"R",60664052,"R",75552195,"R",14888143,"R",470472,"R",16627790,"R",-2210119,"R",0,"R",24478877,"R",96481740,"R",32177083,"R",182423557,"R",79040304,"R",30470020,"R",72002863
154235,"R",214402025,"R",133750114,"R",0,"R",378130840,"R",83370514,"R",52767073,"R",249895771,"R",44864555,"R",19617200,"R",25247355,"R",294760326,"R",14760994,"R",169110319,"R",21559647,"R",9014880,"R",0,"R",214445840,"R",80695726,"R",124875345,"R",68267610,"R",0,"R",56607735,"R",238152591,"R",0,"R",294760326,"R",2626231,"R",1209467,"R",1999921,"R",0,"R",585171,"R",33866074,"R",40286864,"R",35298333,"R",0,"R",35298333,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35298333,"R",35298333,"R",0,"R",49320759,"R",49320759,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3881640,"R",3881640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7048425,"R",1489894,"R",2752380,"R",2806151,"R",7048425,"R",1489894,"R",2752380,"R",2806151,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42765416,"R",37041389,"R",5724027,"R",0,"R",0,"R",0,"R",16963345,"R",16963345,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4895760,"R",4895760,"R",0,"R",0,"R",124875345,"R",113592787,"R",8476407,"R",2806151,"R",0,"R",3146904,"R",-3146904,"R",0,"R",124875345,"R",116739691,"R",5329503,"R",2806151,"R",26517972,"R",17291112,"R",0,"R",0,"R",0,"R",0,"R",6962201,"R",2904083,"R",10614370,"R",4773308,"R",7262697,"R",2585087,"R",11550054,"R",542398,"R",1757682,"R",0,"R",0,"R",0,"R",0,"R",3602634,"R",0,"R",68267610,"R",28095988,"R",6346823,"R",6582872,"R",5968162,"R",500052,"R",20773713, 1,"R",169737263,"R",211916395,"R",42179132,"R",3324744,"R",42271141,"R",-3647894,"R",231141,"R",46612692,"R",75981583,"R",56607735,"R",238152591,"R",191500011,"R",52767073,"R",68267610
154262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",471563,"R",21500,"R",530902,"R",0,"R",224075,"R",0,"R",1248040,"R",177742,"R",0,"R",177742,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",177742,"R",177742,"R",0,"R",0,"R",0,"R",0,"R",3313490,"R",3313490,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",493063,"R",493063,"R",0,"R",0,"R",530902,"R",530902,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",219499,"R",219499,"R",0,"R",0,"R",219499,"R",219499,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4556954,"R",4556954,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",4556954,"R",4556954,"R",0,"R",0,"R",2386483,"R",1317321,"R",0,"R",0,"R",0,"R",0,"R",1188789,"R",656203,"R",699026,"R",385857,"R",178095,"R",98308,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4452393,"R",2457689,"R",616838,"R",0,"R",28957,"R",0,"R",1348909, 1,"R",1208010,"R",1213010,"R",5000,"R",5000,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",
154350,"R",104790140,"R",48886817,"R",0,"R",180912943,"R",43481351,"R",33987137,"R",35417934,"R",102013658,"R",58611177,"R",43402481,"R",137431592,"R",2219994,"R",102372762,"R",17470564,"R",1383226,"R",0,"R",123446546,"R",74559729,"R",62761111,"R",38461464,"R",0,"R",24299647,"R",113131945,"R",0,"R",137431592,"R",2024332,"R",317881,"R",3417990,"R",0,"R",3553505,"R",23578792,"R",32892500,"R",27187342,"R",0,"R",27187342,"R",2024332,"R",2024332,"R",0,"R",317881,"R",317881,"R",0,"R",3417990,"R",3417990,"R",0,"R",0,"R",0,"R",0,"R",21427139,"R",21427139,"R",0,"R",0,"R",0,"R",0,"R",17775004,"R",17775004,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7318467,"R",7318467,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3394469,"R",2638106,"R",193655,"R",562708,"R",3394469,"R",2638106,"R",193655,"R",562708,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25702849,"R",803877,"R",24898972,"R",0,"R",0,"R",0,"R",8030145,"R",8030145,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",540177,"R",317745,"R",222432,"R",0,"R",62761111,"R",36883344,"R",25315059,"R",562708,"R",0,"R",-3793785,"R",3793785,"Z",0,"R",62761111,"R",33089559,"R",29108844,"R",562708,"R",12578420,"R",6905037,"Z",0,"Z",0,"Z",0,"Z",0,"R",1487524,"R",608538,"R",10655181,"R",4147802,"R",6256043,"R",2375297,"R",7484296,"R",519886,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38461464,"R",14556560,"R",4424407,"R",7990980,"R",3531474,"R",1289554,"R",6668489, 1,"R",83186018,"R",105332071,"R",22146053,"R",562808,"R",25410997,"R",-3827752,"R",0,"R",2215665,"R",39859979,"R",24299647,"R",113131945,"R",35417934,"R",33987137,"R",38461464
154493,"R",22684094,"R",73848632,"Z",0,"R",116954446,"R",74536841,"R",69327115,"R",19899092,"R",22518513,"R",15598630,"R",6919883,"R",42417605,"R",10746345,"R",97882493,"R",15673032,"R",130454,"R",211783,"R",124644107,"R",50795475,"R",53871249,"R",48689986,"R",0,"R",5181263,"R",37236342,"R",0,"R",42417605,"R",6663433,"R",528284,"R",2343873,"Z",0,"R",499126,"R",16867531,"R",26902247,"R",17366657,"R",0,"R",17366657,"R",6663433,"R",6663433,"R",0,"R",528284,"R",528284,"R",0,"R",2343879,"R",2343879,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7831061,"R",7831061,"R",0,"R",35752429,"R",35752429,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5617592,"R",5617592,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1048980,"R",1045289,"R",0,"R",3691,"R",1048980,"R",1045289,"R",0,"R",3691,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5120240,"R",1730949,"R",0,"R",3389291,"R",0,"R",0,"R",4871276,"R",4871276,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1460732,"R",-119449,"R",0,"R",1580181,"R",53871249,"R",48898086,"R",0,"R",4973163,"R",0,"R",0,"Z",0,"Z",0,"R",53871249,"R",48898086,"R",0,"R",4973163,"R",14800017,"R",9147436,"R",0,"R",0,"R",0,"R",0,"R",1634594,"R",517034,"R",10580203,"R",4161624,"R",14618984,"R",5474457,"R",5655569,"R",86740,"R",1400619,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48689986,"R",19387291,"R",5884951,"R",4390248,"R",3068000,"R",1980795,"R",13978701, 1,"R",18160596,"R",22682522,"R",4521926,"R",333771,"R",5077109,"R",888954,"R",-1777908,"R",1366252,"R",48898086,"R",5181263,"R",37236342,"R",19899092,"R",69327115,"R",48689986
