UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
363882,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",221555,"R",43714,"R",8500,"R",8500,"R",0,"R",0,"R",273769,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",865713,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",148846,"A",,"A",,"R",0,"R",1014559,"R",196550,"R",168399,"R",0,"R",0,"R",0,"R",0,"R",15000,"R",5000,"R",15000,"R",5000,"R",464216,"R",5000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",690766,"R",183399,"R",25000,"R",430747,"R",51620,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
363934,"R",14508199,"R",1449074,"R",7388520,"R",0,"R",8661495,"R",6434451,"R",5846704,"R",14508199,"R",0,"R",12152335,"R",6668827,"R",0,"R",0,"R",18821162,"R",11432642,"R",7388520,"R",18590364,"R",17130739,"R",0,"R",1459625,"R",0,"R",4989136,"R",-602057,"R",5846704,"R",2468539,"R",112560,"R",2384,"R",2384,"R",0,"R",4062027,"R",6645510,"R",4062027,"R",0,"R",4062027,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4062027,"R",4062027,"R",0,"R",15453495,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",263921,"R",0,"R",2872948,"R",0,"R",0,"R",18590364,"R",3589679,"R",2486120,"R",0,"R",0,"R",0,"R",0,"R",266572,"R",222581,"R",5646321,"R",1704541,"R",5024426,"R",1269396,"R",2603741,"R",240355,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17130739,"R",5922993,"R",934655,"R",622335,"R",754606,"R",324390,"R",8571760,"A",,"A",,-2,"R",1459625,"R",18590364,"R",5846704,"R",14508199,"R",-1541816,"R",6434451,"R",17130739
364760,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",311586,"R",6466,"R",0,"R",0,"R",0,"R",52588,"R",370640,"R",700,"R",0,"R",700,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",700,"R",700,"R",0,"R",441252,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13924,"A",,"A",,"R",690,"R",455866,"R",202340,"R",173923,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147553,"R",147553,"A",,"A",,"R",0,"A",,"A",,"R",87959,"R",0,"R",437852,"R",321476,"R",0,"R",81437,"R",6522,"R",0,"R",28417,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
365091,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",576977,"R",64173,"Z",0,"Z",0,"Z",0,"Z",0,"R",641150,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1692648,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",153323,"A",,"A",,"R",0,"R",1845971,"R",1142389,"R",571194,"R",0,"R",0,"R",0,"R",0,"R",380796,"R",194206,"R",122932,"R",59466,"R",130932,"R",67466,"A",,"A",,"R",0,"A",,"A",,"R",36267,"R",0,"R",1813316,"R",892332,"R",53540,"R",739654,"R",0,"R",0,"R",127790,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
365125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",470429,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",470429,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",1922711,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",403387,"A",,"A",,"R",937,"R",2327035,"R",581230,"R",341291,"Z",0,"Z",0,"Z",0,"Z",0,"R",755140,"R",292535,"R",332131,"R",195023,"R",365163,"R",146267,"A",,"A",,"Z",0,"A",,"A",,"R",36401,"R",0,"R",2070065,"R",975116,"R",68394,"R",601950,"R",15196,"Z",0,"R",409409,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
365204,"R",21712897,"R",0,"R",9294198,"R",4804386,"R",9695310,"R",0,"R",12017587,"R",21712897,"R",0,"R",0,"R",28768809,"R",0,"R",0,"R",28768809,"R",19474611,"R",9294198,"R",56170682,"R",48425847,"R",0,"R",7744835,"R",0,"R",13465544,"R",-9192792,"R",12017587,"R",18406614,"R",520266,"R",866404,"R",866404,"R",0,"R",0,"R",19793284,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36377398,"R",18926880,"R",0,"R",18926880,"R",866404,"R",0,"R",866404,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",56170682,"R",13899935,"R",7563373,"R",0,"Z",0,"R",0,"Z",0,"R",4260085,"R",3447633,"R",1467014,"R",1221511,"R",28798813,"R",5731045,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",48425847,"R",17963562,"R",2985794,"R",5951510,"R",2966498,"R",0,"R",18558483,"A",,"A",,-2,"R",7332946,"R",56170682,"R",12017587,"R",21712897,"R",-2080997,"R",0,"R",48425847
365693,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",545973,"Z",0,"R",90014,"R",90014,"Z",0,"R",22500,"R",658487,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2394158,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1114825,"A",,"A",,"R",0,"R",3508983,"R",1164874,"R",1008925,"R",0,"R",0,"R",0,"R",0,"R",572560,"R",17064,"R",41516,"R",40528,"R",890848,"R",439478,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",2669798,"R",1505995,"R",98357,"R",70602,"R",65521,"R",95499,"R",833824,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
365824,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",653100,"R",254556,"R",9795,"R",0,"R",9795,"R",13501,"R",930952,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2019350,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2019350,"R",360329,"R",144131,"R",0,"R",0,"R",0,"R",0,"R",120110,"R",48044,"R",120110,"R",48044,"R",600546,"R",240219,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1201095,"R",480438,"R",60055,"R",138329,"R",0,"R",0,"R",522273,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
365833,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",613783,"R",191718,"R",15990,"R",0,"R",15990,"R",8033,"R",829524,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2226033,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",2226033,"R",385351,"R",154140,"R",0,"R",0,"R",0,"R",0,"R",128450,"R",51380,"R",128450,"R",51380,"R",642252,"R",256901,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1284503,"R",513801,"R",64225,"R",121722,"R",0,"R",0,"R",584755,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
366155,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134115,"R",0,"R",0,"R",0,"R",0,"R",0,"R",134115,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",134115,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40098,"A",,"A",,"R",0,"R",174213,"R",83779,"R",83779,"R",0,"R",0,"R",0,"R",0,"R",39476,"R",0,"R",24360,"R",0,"R",24360,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",171975,"R",83779,"R",0,"R",1800,"R",0,"R",0,"R",86396,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
366191,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3268000,"R",2773270,"R",0,"R",0,"R",0,"R",0,"R",6041270,"R",1239000,"R",0,"R",1239000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1239000,"R",1239000,"R",0,"R",20245000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",365000,"A",,"A",,"R",1000,"R",20611000,"R",4239000,"R",2832000,"R",0,"R",0,"R",0,"R",0,"R",3565000,"R",326000,"R",7842000,"R",3891000,"R",5720000,"R",377000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",21366000,"R",7426000,"R",1218000,"R",4181000,"R",550000,"R",0,"R",7991000,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
366270,"R",1724326,"R",0,"R",378420,"R",390344,"R",362258,"R",0,"R",1362068,"R",1724326,"R",0,"R",0,"R",496859,"R",0,"R",0,"R",496859,"R",118439,"R",378420,"R",3346636,"R",4296209,"R",871189,"R",-78384,"R",0,"R",1422456,"R",17996,"R",1362068,"R",1199815,"R",52640,"R",65575,"R",11370,"R",54205,"R",0,"R",1318030,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3346024,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",612,"R",3346636,"R",1522836,"R",952069,"R",0,"R",0,"R",0,"R",0,"R",568139,"R",560359,"R",23188,"R",0,"R",2182046,"R",740504,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",4296209,"R",2252932,"R",207689,"R",1336336,"R",118439,"R",1594,"R",379219,"A",,"A",,-2,"R",-78384,"R",3346636,"R",1362068,"R",1724326,"R",593304,"R",0,"R",4296209
366289,"R",24553597,"R",0,"R",265749,"R",37800,"R",14611805,"R",0,"R",9941792,"R",24553597,"R",0,"R",0,"R",2044221,"Z",0,"Z",0,"R",2044221,"R",1778472,"R",265749,"R",14897564,"R",13061050,"R",-1764386,"R",72128,"Z",0,"R",10051754,"R",-182090,"R",9941792,"R",4349530,"R",58472,"Z",0,"Z",0,"Z",0,"Z",0,"R",4408002,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14897564,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",14897564,"R",2208757,"R",1279768,"Z",0,"Z",0,"R",0,"R",0,"R",578019,"R",578019,"R",867032,"R",840040,"R",237982,"R",183812,"R",0,"R",0,"R",0,"A",,"A",,"R",9169260,"R",5752863,"R",13061050,"R",8634502,"R",114761,"R",1344345,"R",85803,"R",0,"R",2881639,"A",,"A",,-2,"R",0,"R",14897564,"R",9941792,"R",24553597,"R",9638243,"R",0,"R",13061050
366438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",220766,"R",6100,"R",3500,"R",3500,"R",0,"R",0,"R",230366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",897020,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2953,"R",63564,"A",,"A",,"R",0,"R",963537,"R",486200,"R",368568,"Z",0,"Z",0,"Z",0,"Z",0,"R",63428,"R",52203,"R",70170,"R",62213,"R",69619,"R",67221,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",689417,"R",550205,"R",36856,"R",18321,"R",0,"R",0,"R",84035,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
366553,"R",8696919,"R",0,"R",363576,"R",4966676,"R",7400309,"R",363576,"R",1296610,"R",8696919,"R",0,"R",0,"R",2207202,"R",0,"R",0,"R",2207202,"R",1843626,"R",363576,"R",14966215,"R",15520220,"R",0,"R",-554005,"R",0,"R",1850616,"R",-1,"R",1296610,"R",4618593,"R",0,"R",814323,"R",814323,"R",0,"R",19924,"R",5452840,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14966215,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14966215,"R",5221759,"R",3575205,"R",0,"R",0,"R",0,"R",0,"R",149190,"R",122995,"R",1425861,"R",1325146,"R",3368556,"R",1934622,"R",0,"R",0,"R",19924,"R",0,"R",0,"R",5334930,"R",0,"R",15520220,"R",6957968,"R",731907,"R",2131220,"R",259789,"R",315922,"R",5123414,"A",,"A",,-2,"R",-554006,"R",14966215,"R",1296610,"R",8696919,"R",-4033642,"R",363576,"R",15520220
366605,"R",790561,"R",0,"R",32091,"R",167,"R",88654,"R",0,"R",701907,"R",790561,"R",0,"R",69216,"R",26268,"R",0,"R",0,"R",95484,"R",63393,"R",32091,"R",1863740,"R",2754785,"R",-31,"R",-891076,"R",10550000,"R",719698,"R",-9676715,"R",701907,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5222,"R",5222,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1652826,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",168663,"R",0,"Z",0,"R",42251,"R",1863740,"R",821499,"R",326150,"R",0,"R",0,"R",0,"R",0,"R",691668,"R",255685,"R",517942,"R",191764,"R",714852,"R",262787,"R",8824,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2754785,"R",1036386,"R",28034,"R",978466,"R",9999,"R",1002,"R",700898,"A",,"A",,-2,"R",891076,"R",1863740,"R",701907,"R",790561,"R",669649,"R",0,"R",2754785
367051,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",114517,"R",0,"R",0,"R",0,"R",0,"R",10000,"R",124517,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",421363,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27461,"A",,"A",,"R",0,"R",448824,"R",224095,"R",190000,"R",0,"R",0,"R",0,"R",0,"R",123957,"R",76853,"R",47721,"R",30064,"R",14074,"R",7000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",409847,"R",303917,"R",76000,"R",29930,"R",0,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367088,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",316872,"R",6270,"R",0,"R",0,"R",0,"R",52450,"R",375592,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1181273,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",106034,"A",,"A",,"R",99234,"R",1386541,"R",354086,"R",181759,"R",0,"R",0,"R",0,"R",0,"R",14880,"R",13079,"R",103225,"R",103225,"R",609450,"R",93454,"A",,"A",,"R",0,"A",,"A",,"R",1,"R",0,"R",1081642,"R",391517,"R",1352,"R",168444,"R",0,"R",0,"R",520329,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367103,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",355842,"R",25908,"R",0,"R",0,"R",0,"R",0,"R",381750,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",798624,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",798624,"R",248847,"R",128386,"R",0,"R",0,"R",0,"R",0,"R",32330,"R",32330,"R",364510,"R",116445,"R",172078,"R",113658,"R",0,"R",0,"R",0,"A",,"A",,"R",281298,"R",0,"R",1099063,"R",390819,"R",19314,"R",161224,"R",32856,"R",0,"R",494850,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367112,"R",399071,"R",7583,"R",238794,"R",0,"R",274824,"R",0,"R",124247,"R",399071,"R",0,"R",364526,"R",13334,"R",0,"R",0,"R",377860,"R",139066,"R",238794,"R",5747587,"R",3912373,"R",476,"R",1835690,"R",-1736632,"R",25189,"R",0,"R",124247,"R",2710435,"R",3500,"R",37491,"R",37491,"R",0,"R",0,"R",2751426,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5741351,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",248,"R",0,"R",0,"A",,"R",5988,"R",5747587,"R",2096884,"R",884713,"R",0,"R",0,"R",0,"R",0,"R",526047,"R",358340,"R",327525,"R",222628,"R",209997,"R",131756,"R",0,"R",0,"R",0,"A",,"A",,"R",751920,"R",1,"R",3912373,"R",1597438,"R",377478,"R",443314,"R",370,"R",0,"R",1493773,"R",-234900,"R",184976, 1,"R",1835690,"R",5747587,"R",124247,"R",399071,"R",-114547,"R",0,"R",3912373
367158,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",269691,"R",101091,"R",0,"R",0,"R",0,"R",7831,"R",378613,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",890547,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",890547,"R",266536,"R",106614,"R",0,"R",0,"R",0,"R",0,"R",88845,"R",35538,"R",88845,"R",35538,"R",444227,"R",177691,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",888453,"R",355381,"R",44423,"R",111975,"R",0,"R",0,"R",376674,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1105931,"R",0,"R",371550,"R",371550,"Z",0,"Z",0,"R",1477481,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",2045480,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",316168,"A",,"A",,"R",0,"R",2361648,"R",657145,"R",604106,"Z",0,"Z",0,"Z",0,"Z",0,"R",374402,"R",132210,"R",315594,"R",186892,"R",1197476,"R",365967,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",2544617,"R",1289175,"R",180943,"R",100006,"R",48892,"Z",0,"R",925601,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
367361,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",350033,"R",82828,"R",0,"R",0,"R",0,"R",0,"R",432861,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",484488,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",484488,"R",122151,"R",42544,"R",0,"R",0,"R",0,"R",0,"R",28994,"R",28994,"R",423291,"R",169182,"R",105021,"R",60492,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",679457,"R",301212,"R",28639,"R",232446,"R",20140,"R",0,"R",97020,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
