UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
104090,"R",19954354,"R",0,"R",3459296,"R",1500496,"R",12636885,"R",950613,"R",7317469,"R",19954354,"R",0,"R",0,"R",14211861,"R",0,"R",0,"R",14211861,"R",10752565,"R",3459296,"R",40622311,"R",36935948,"R",2701,"R",3689064,"R",-1603871,"R",5232276,"R",0,"R",7317469,"R",11144128,"R",262114,"R",0,"R",0,"R",0,"R",2550655,"R",13956897,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40622311,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",40622311,"R",10818171,"R",7671584,"Z",0,"Z",0,"Z",0,"Z",0,"R",10098138,"R",2576020,"R",5360769,"R",5157318,"R",1541910,"R",324703,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9116960,"R",0,"R",36935948,"R",15729625,"R",1708715,"R",3402600,"R",1035957,"R",445922,"R",14613129,"R",0,"R",0, 3,"R",3689064,"R",40622311,"R",7317469,"R",19954354,"R",2357677,"R",950613,"R",36935948
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",234540,"R",0,"R",0,"R",0,"R",0,"R",0,"R",234540,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",468046,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",50036,"A",,"A",,"R",37,"R",518119,"R",290915,"R",163602,"R",0,"R",0,"R",0,"R",0,"R",84871,"R",13826,"R",64302,"R",25347,"R",78342,"R",27651,"A",,"A",,"R",0,"A",,"A",,"R",21523,"R",0,"R",539953,"R",230426,"R",0,"R",60489,"R",16722,"R",4801,"R",227515,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",416946,"R",32037,"R",500,"R",500,"R",0,"R",15482,"R",464965,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",498382,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",46281,"A",,"A",,"R",26983,"R",571646,"R",445152,"R",139541,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54200,"R",44375,"R",156740,"R",53840,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",656092,"R",237756,"R",52641,"R",149143,"R",0,"R",0,"R",216552,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1080784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1080784,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4021215,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",377394,"A",,"A",,"R",4868,"R",4403477,"R",2028347,"R",616878,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",694482,"R",170932,"R",800976,"R",338658,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3523805,"R",1126468,"R",138821,"R",43830,"R",101553,"R",0,"R",2113133,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104717,"R",1676203892,"R",0,"R",1230909203,"R",116000000,"R",1265463118,"R",1044912419,"R",410740774,"R",1676203892,"R",144026977,"R",1069327473,"R",77707271,"R",26027256,"R",2040351,"R",1319129328,"R",88220125,"R",1230909203,"R",1206446585,"R",1183376966,"R",0,"R",23069619,"Z",0,"R",387671154,"R",1,"R",410740774,"R",170026423,"R",25677101,"R",172637,"R",172637,"Z",0,"R",263747125,"R",459623286,"R",263747125,"R",0,"R",263747125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",263747125,"R",263747125,"R",0,"R",1008038779,"R",12122759,"Z",0,"R",12122759,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4497842,"R",162351893,"R",13106171,"Z",0,"R",6329141,"R",1206446585,"R",202631941,"R",120428646,"R",705390,"R",313730,"R",5767159,"R",4448086,"R",124506573,"R",34662920,"R",439695909,"R",289621715,"R",361701194,"R",65639338,"R",48368800,"R",8344992,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1183376966,"R",523459427,"R",65268835,"R",60675992,"R",62487093,"R",59529718,"R",411955901,"R",0,"R",0, 3,"R",23069619,"R",1206446585,"R",410740774,"R",1676203892,"R",-936168429,"R",1044912419,"R",1183376966
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2475000,"R",4377084,"R",1000,"R",1000,"R",0,"R",0,"R",6853084,"R",606000,"R",0,"R",606000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",606000,"R",606000,"R",0,"R",10962000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",614000,"A",,"A",,"R",-14000,"R",11562000,"R",4331000,"R",2709000,"R",0,"R",0,"R",0,"R",0,"R",3206000,"R",359000,"R",6751000,"R",2904000,"R",2743000,"R",232000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",17031000,"R",6204000,"R",1017000,"R",2135000,"R",914000,"R",0,"R",6761000,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105534,"R",22819556,"Z",0,"R",15527246,"Z",0,"R",3327274,"Z",0,"R",19492282,"R",22819556,"R",510000,"R",14442726,"R",4287219,"Z",0,"Z",0,"R",19239945,"R",3712699,"R",15527246,"R",29865606,"R",21417462,"R",0,"R",8448144,"R",-2748393,"R",13792531,"R",0,"R",19492282,"R",5750177,"R",151437,"R",31912,"R",31912,"Z",0,"R",327808,"R",6261334,"R",327808,"R",0,"R",327808,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",327808,"R",327808,"R",0,"R",23197044,"Z",0,"Z",0,"Z",0,"R",31912,"Z",0,"R",31912,"Z",0,"Z",0,"R",327808,"R",407228,"Z",0,"Z",0,"Z",0,"R",5901614,"R",29865606,"R",9292933,"R",4605802,"Z",0,"Z",0,"Z",0,"Z",0,"R",526798,"R",460580,"R",5919608,"R",2523062,"R",5350315,"R",1569870,"Z",0,"Z",0,"R",327808,"Z",0,"Z",0,"R",0,"R",0,"R",21417462,"R",9159314,"R",4197566,"R",1415158,"R",462646,"Z",0,"R",6182778,"A",,"A",,-2,"R",8448144,"R",29865606,"R",19492282,"R",22819556,"R",3965036,"Z",0,"R",21417462
105543,"R",7833457,"Z",0,"R",380712,"Z",0,"R",5283289,"Z",0,"R",2550168,"R",7833457,"Z",0,"R",2755585,"R",2005644,"Z",0,"Z",0,"R",4761229,"R",4380517,"R",380712,"R",11415044,"R",11100383,"R",0,"R",314661,"R",-556318,"R",2791825,"R",0,"R",2550168,"R",2744058,"R",82295,"Z",0,"Z",0,"Z",0,"R",42654,"R",2869007,"R",42654,"R",0,"R",42654,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",42654,"R",42654,"R",0,"R",8292518,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",42654,"R",82430,"R",171089,"Z",0,"A",,"R",2826353,"R",11415044,"R",5375746,"R",3141066,"Z",0,"Z",0,"Z",0,"Z",0,"R",351026,"R",314107,"R",2825775,"R",962922,"R",2505182,"R",593544,"Z",0,"Z",0,"R",42654,"A",,"A",,"R",0,"R",0,"R",11100383,"R",5011639,"R",1578328,"R",1251477,"R",472043,"Z",0,"R",2786896,"A",,"A",,-2,"R",314661,"R",11415044,"R",2550168,"R",7833457,"R",2169456,"Z",0,"R",11100383
105659,"R",16818080,"R",0,"R",855981,"R",13759582,"R",3656362,"R",48392,"R",13161718,"R",16818080,"R",0,"R",798883,"R",425008,"R",0,"R",54652,"R",1278543,"R",422562,"R",855981,"R",15096595,"R",12116352,"R",0,"R",2980243,"R",2974885,"R",13156360,"R",-5949770,"R",13161718,"R",2950029,"R",34893,"R",2605914,"R",2362534,"R",243380,"R",834929,"R",6425765,"R",834929,"R",0,"R",834929,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",834929,"R",834929,"R",0,"R",14946973,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",149622,"Z",0,"A",,"R",0,"R",15096595,"R",2087809,"R",1623907,"R",0,"R",0,"R",0,"R",0,"R",1200513,"R",0,"R",802964,"R",595472,"R",4067928,"R",1054957,"R",0,"R",0,"R",0,"A",,"A",,"R",3957138,"R",0,"R",12116352,"R",3274336,"R",628143,"R",840115,"R",342560,"R",6747,"R",7024451,"R",793597,"R",110742, 1,"R",3884582,"R",15096595,"R",13161718,"R",16818080,"R",-1453845,"R",48392,"R",12116352
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33880,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33880,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",549320,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",190783,"A",,"A",,"R",0,"R",740103,"R",497346,"R",294246,"Z",0,"Z",0,"Z",0,"Z",0,"R",142000,"R",102354,"R",24753,"R",0,"R",16000,"R",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",680099,"R",396600,"R",0,"R",0,"R",2836,"R",796,"R",279867,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
