UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
228219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1690077,"R",13200,"R",0,"R",0,"R",0,"R",0,"R",1703277,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5399024,"R",346359,"R",0,"R",346359,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3000,"R",6806,"A",,"A",,"R",2216,"R",5757405,"R",1750236,"R",746293,"R",0,"R",0,"R",0,"R",0,"R",498840,"R",275384,"R",276696,"R",147135,"R",321372,"R",179174,"A",,"A",,"R",0,"A",,"A",,"R",977223,"R",0,"R",3824367,"R",1347986,"R",280885,"R",841246,"R",48473,"R",0,"R",1305777,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
228282,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",455518,"R",5500,"R",105661,"R",105661,"R",0,"R",0,"R",566679,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1016066,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1016066,"R",418551,"R",385067,"R",0,"R",0,"R",21112,"R",21112,"R",283015,"R",266891,"R",47965,"R",37985,"R",133218,"R",122564,"A",,"A",,"R",120365,"A",,"A",,"R",0,"R",0,"R",1024226,"R",833619,"R",60128,"R",22674,"R",0,"R",0,"R",107805,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229416,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7420000,"R",6419000,"R",0,"R",0,"R",0,"R",951000,"R",14790000,"R",2078000,"R",0,"R",2078000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2078000,"R",2078000,"R",0,"R",34012000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",686000,"A",,"A",,"R",1000,"R",34699000,"R",8286000,"R",5294000,"R",0,"R",0,"R",0,"R",0,"R",6157000,"R",364000,"R",11632000,"R",5951000,"R",3939000,"R",455000,"A",,"A",,"R",0,"A",,"A",,"R",590000,"R",0,"R",30604000,"R",12064000,"R",1813000,"R",385000,"R",1306000,"R",0,"R",15036000,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3804573,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3804573,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3804573,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",240493,"A",,"A",,"R",678995,"R",4724061,"R",647497,"R",591110,"R",0,"R",0,"R",0,"R",0,"R",257402,"R",236141,"R",229445,"R",211848,"R",2665832,"R",939580,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3800176,"R",1978679,"R",229135,"R",1525764,"R",66598,"R",0,"R",0,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229522,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",281301,"R",0,"R",0,"R",0,"R",0,"R",0,"R",281301,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",668557,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21724,"A",,"A",,"R",0,"R",690281,"R",121318,"R",121318,"R",0,"R",0,"R",0,"R",0,"R",50134,"R",50134,"R",46850,"R",44361,"R",450988,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",669290,"R",215813,"R",3946,"R",432740,"R",16761,"Z",0,"R",30,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
229656,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",846022,"R",0,"R",0,"R",0,"R",0,"R",0,"R",846022,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",846022,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",74197,"A",,"A",,"R",1354589,"R",2274808,"R",552654,"R",357887,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",76456,"R",54911,"R",605779,"R",153086,"A",,"A",,"R",0,"A",,"A",,"R",734345,"R",260000,"R",1969234,"R",825884,"R",21144,"R",489755,"R",63515,"R",0,"R",568936,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230056,"R",423037,"R",0,"R",69733,"R",0,"R",217403,"R",0,"R",205634,"R",423037,"R",0,"R",0,"R",479839,"R",0,"R",830867,"R",1310706,"R",1240973,"R",69733,"R",3521128,"R",3826161,"R",0,"R",-305033,"R",0,"R",510667,"R",0,"R",205634,"R",436664,"R",317277,"R",0,"R",0,"R",0,"R",7906,"R",761847,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3075789,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",445339,"R",3521128,"R",699774,"R",475457,"R",0,"R",0,"R",0,"R",0,"R",196412,"R",171958,"R",208931,"R",202969,"R",1539696,"R",471631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1181348,"R",0,"R",3826161,"R",1322015,"R",278426,"R",447903,"R",23791,"R",0,"R",1754026,"R",0,"R",0, 3,"R",0,"R",3521128,"R",205634,"R",423037,"R",0,"R",0,"R",3826161
230065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",527723,"R",0,"R",12114,"R",12114,"R",0,"R",118916,"R",658753,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2192718,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",469935,"R",455594,"A",,"A",,"R",0,"R",3118247,"R",1149036,"R",1063877,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1149036,"R",1063877,"R",0,"R",0,"R",0,"R",0,"R",85159,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230144,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",790298,"R",0,"R",0,"R",0,"R",0,"R",21500,"R",811798,"R",7000,"R",0,"R",7000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7000,"R",7000,"R",0,"R",1019400,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",115969,"A",,"A",,"R",0,"R",1135369,"R",130273,"R",114099,"R",0,"R",0,"R",0,"R",0,"R",4500,"R",4000,"R",39996,"R",39996,"R",126115,"R",109941,"A",,"A",,"R",7000,"A",,"A",,"R",0,"R",0,"R",307884,"R",268036,"R",0,"R",32348,"R",0,"R",0,"R",7500,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230199,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",141815,"R",0,"R",0,"R",0,"R",0,"R",0,"R",141815,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",359007,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",108260,"A",,"A",,"R",0,"R",467267,"R",246254,"R",51275,"R",0,"R",0,"R",0,"R",0,"R",1200,"R",625,"R",28651,"R",10256,"R",523,"R",492,"A",,"A",,"R",16150,"A",,"A",,"R",31789,"R",2632,"R",324567,"R",65280,"R",9325,"R",48651,"R",856,"R",18520,"R",181935,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40920,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40920,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",285880,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",202709,"A",,"A",,"R",19236,"R",507825,"R",320262,"R",20296,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",320262,"R",20296,"R",20296,"R",0,"R",0,"R",0,"R",279670,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230214,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",793237,"Z",0,"R",24193,"Z",0,"R",24193,"R",86182,"R",903612,"R",110374,"R",0,"R",110374,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",12106,"R",12106,"Z",0,"R",0,"Z",0,"Z",0,"R",98268,"R",98268,"R",0,"R",2091106,"R",323878,"Z",0,"R",323878,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",258612,"A",,"A",,"R",0,"R",2673596,"R",1232296,"R",620909,"Z",0,"Z",0,"Z",0,"Z",0,"R",144929,"R",137030,"R",178981,"R",169226,"R",266141,"R",109569,"A",,"A",,"Z",0,"A",,"A",,"R",579670,"R",0,"R",2402017,"R",1036734,"R",59765,"R",101916,"R",47687,"R",654,"R",1155261,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
230366,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",898917,"R",137322,"R",0,"R",0,"R",0,"R",0,"R",1036239,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4523336,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",4523336,"R",1575075,"R",964998,"Z",0,"Z",0,"Z",0,"Z",0,"R",434308,"R",225078,"R",502186,"R",390416,"R",16126,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1178612,"R",50830,"R",3706307,"R",1631322,"R",146568,"R",466742,"R",109466,"R",0,"R",1352209,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231004,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147175,"R",0,"R",61225,"R",0,"R",61225,"R",6202,"R",214602,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",637407,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",69592,"A",,"A",,"R",266471,"R",973470,"R",356051,"R",173049,"R",0,"R",0,"R",0,"R",0,"R",84208,"R",53639,"R",145944,"R",0,"R",209807,"R",141534,"A",,"A",,"R",0,"A",,"A",,"R",221355,"R",0,"R",1017365,"R",368222,"R",15650,"R",155566,"R",5607,"R",0,"R",472320,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231280,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",393427,"R",20308,"Z",0,"Z",0,"Z",0,"Z",0,"R",413735,"R",20308,"R",0,"R",20308,"R",0,"R",0,"R",0,"R",16474,"R",16474,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",3834,"R",3834,"R",0,"R",1216108,"R",207263,"Z",0,"R",207263,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",95423,"A",,"A",,"R",0,"R",1518794,"R",657802,"R",325733,"Z",0,"Z",0,"Z",0,"Z",0,"R",10035,"R",9568,"R",93460,"R",89113,"R",249463,"R",25617,"A",,"A",,"Z",0,"A",,"A",,"R",155440,"R",0,"R",1166200,"R",450031,"R",21952,"R",67028,"R",123324,"R",32243,"R",471622,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231411,"R",5523970,"R",1082559,"R",1789449,"R",0,"R",1126203,"R",0,"R",4397767,"R",5523970,"R",0,"R",0,"R",5748090,"R",0,"R",0,"R",5748090,"R",3958641,"R",1789449,"R",7562146,"R",7310070,"R",198281,"R",450357,"R",-110000,"R",4057410,"R",0,"R",4397767,"R",888914,"R",27201,"R",43204,"R",43204,"R",0,"R",268560,"R",1227879,"R",322016,"R",16948,"R",338964,"R",27201,"R",25841,"R",1360,"R",0,"R",0,"R",0,"R",43204,"R",41044,"R",2160,"R",0,"R",0,"R",0,"R",268559,"R",255131,"R",13428,"R",0,"R",0,"R",0,"R",6820370,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",288261,"R",23804,"R",0,"R",429711,"A",,"R",0,"R",7562146,"R",2463708,"R",1705904,"R",0,"R",0,"R",0,"R",0,"R",208119,"R",117168,"R",317796,"R",285769,"R",3789667,"R",646931,"R",530707,"R",62484,"Z",0,"A",,"A",,"R",73,"R",0,"R",7310070,"R",2818256,"R",388961,"R",1003071,"R",276928,"R",486,"R",2822368,"R",0,"R",0, 3,"R",450357,"R",7562146,"R",4397767,"R",5523970,"R",4397767,"R",0,"R",7310070
231721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28913,"R",1063,"R",0,"R",0,"R",0,"R",0,"R",29976,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",106470,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12282,"A",,"A",,"R",0,"R",118752,"R",62533,"R",62533,"R",0,"R",0,"R",0,"R",0,"R",13311,"R",3768,"R",2500,"R",2500,"R",109195,"R",13311,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",187539,"R",82112,"R",0,"R",31989,"R",3768,"R",0,"R",69670,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
231785,"R",21782466,"Z",0,"R",3380941,"R",0,"R",58084,"R",0,"R",21724382,"R",21782466,"R",0,"R",1717930,"R",1737557,"R",10295,"R",0,"R",3465782,"R",84841,"R",3380941,"R",26974174,"R",29472683,"R",1,"R",-2498508,"R",0,"R",24222890,"R",0,"R",21724382,"R",6497471,"R",3657339,"R",5165,"R",5165,"Z",0,"R",5450317,"R",15610292,"R",5450317,"R",0,"R",5450317,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5450317,"R",5450317,"R",0,"R",26974239,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-65,"Z",0,"R",0,"R",26974174,"R",7358824,"R",4594526,"Z",0,"Z",0,"Z",0,"Z",0,"R",4356751,"R",3147770,"R",7018156,"R",4586687,"R",10738952,"R",1172567,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",29472683,"R",13501550,"R",1204300,"R",3979443,"R",813054,"R",0,"R",9974336,"R",9506970,"R",1053346, 1,"R",-2498508,"R",26974174,"R",21724382,"R",21782466,"R",18343441,"R",0,"R",29472683
232016,"R",1635215,"Z",0,"R",105441,"Z",0,"R",364657,"Z",0,"R",1270558,"R",1635215,"Z",0,"R",132970,"R",39407,"Z",0,"R",56437,"R",228814,"R",123373,"R",105441,"R",2573629,"R",3612236,"R",0,"R",-1038607,"Z",0,"R",1054608,"R",1254557,"R",1270558,"R",530880,"R",61762,"R",3260,"R",3260,"Z",0,"Z",0,"R",595902,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2570131,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3498,"Z",0,"Z",0,"Z",0,"R",0,"R",2573629,"R",712665,"R",481452,"Z",0,"Z",0,"Z",0,"Z",0,"R",370323,"R",230956,"R",660745,"R",482255,"R",258455,"R",186539,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1610048,"R",0,"R",3612236,"R",1381202,"R",245441,"R",375544,"R",44979,"Z",0,"R",1565070,"A",,"A",,-2,"R",0,"R",2573629,"R",1270558,"R",1635215,"R",1165117,"Z",0,"R",3612236
232724,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32321,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",32321,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",129272,"R",276464,"Z",0,"R",276464,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",405736,"R",245199,"R",184748,"Z",0,"Z",0,"Z",0,"Z",0,"R",47597,"Z",0,"R",61965,"R",55295,"R",26153,"Z",0,"R",15668,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",396582,"R",240043,"R",60451,"R",0,"R",15668,"Z",0,"R",80420,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
232797,"R",21206703,"R",0,"R",2306177,"R",0,"R",2767545,"R",0,"R",18439158,"R",21206703,"R",143990,"R",6791821,"R",5136156,"R",0,"R",770560,"R",12842527,"R",10536350,"R",2306177,"R",11715046,"R",9077958,"R",0,"R",2637088,"R",-2953985,"R",18756055,"R",0,"R",18439158,"R",3685204,"R",555112,"R",262241,"R",262241,"R",0,"R",885578,"R",5388135,"R",817353,"R",0,"R",817353,"R",0,"R",0,"R",0,"R",555112,"R",555112,"R",0,"R",262241,"R",262241,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9458059,"R",555112,"R",0,"R",555112,"R",262241,"R",0,"R",262241,"R",0,"R",0,"R",0,"R",1388344,"R",0,"R",0,"R",0,"R",51290,"R",11715046,"R",3641423,"R",1381655,"R",0,"R",0,"R",0,"R",0,"R",234123,"R",114398,"R",695555,"R",279938,"R",4506857,"R",783364,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9077958,"R",2559355,"R",371493,"R",2154362,"R",210182,"R",63683,"R",3718883,"A",,"A",,-2,"R",2637088,"R",11715046,"R",18439158,"R",21206703,"R",16132981,"R",0,"R",9077958
232919,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2062752,"R",182028,"R",0,"R",0,"R",0,"R",14103,"R",2258883,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11904257,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8615,"Z",0,"A",,"A",,"R",0,"R",11912872,"R",2738659,"R",2077626,"Z",0,"Z",0,"Z",0,"Z",0,"R",809056,"R",512388,"R",981877,"R",670826,"R",870483,"R",688173,"A",,"A",,"Z",0,"A",,"A",,"R",3806311,"R",0,"R",9206386,"R",3949013,"R",620060,"R",831001,"R",116678,"Z",0,"R",3689634,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
233286,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",626657,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",626657,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1573044,"R",214020,"Z",0,"R",214020,"R",15000,"Z",0,"Z",0,"Z",0,"R",15000,"Z",0,"Z",0,"R",47601,"A",,"A",,"R",178739,"R",2028404,"R",633928,"R",394334,"Z",0,"Z",0,"Z",0,"Z",0,"R",48758,"R",14418,"R",120910,"R",116222,"R",469535,"R",61643,"A",,"A",,"Z",0,"A",,"A",,"R",376386,"R",1,"R",1649517,"R",586618,"R",54858,"R",212532,"R",31136,"R",0,"R",764373,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
