UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07   
101116,"R",2561080,"R",0,"R",1037029,"R",0,"R",342122,"R",0,"R",2218958,"R",2561080,"R",0,"R",1231560,"R",411680,"R",0,"R",134740,"R",1777980,"R",740951,"R",1037029,"R",5631817,"R",6343914,"R",0,"R",-712097,"R",931434,"R",1999615,"R",6,"R",2218958,"R",1034552,"R",1134195,"R",131492,"R",131492,"R",0,"R",522667,"R",2822906,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3146407,"R",2168747,"R",0,"R",2168747,"R",131492,"R",0,"R",131492,"R",0,"R",0,"R",0,"R",0,"R",0,"R",185171,"R",0,"R",0,"R",5631817,"R",2295858,"R",2085449,"R",0,"R",0,"R",0,"R",0,"R",171284,"R",112547,"R",789482,"R",54250,"R",3087063,"R",268322,"R",0,"R",0,"R",0,"R",0,"R",0,"R",227,"R",0,"R",6343914,"R",2520568,"R",135710,"R",1497962,"R",316006,"R",0,"R",1873668,"R",0,"R",0, 3,"R",-712097,"R",5631817,"R",2218958,"R",2561080,"R",1181929,"R",0,"R",6343914
101277,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",399765,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",399765,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",617688,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64098,"A",,"A",,"R",0,"R",681786,"R",213546,"R",141920,"R",0,"R",0,"R",0,"R",0,"R",7175,"R",7175,"R",17924,"R",17924,"R",233823,"R",113180,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",472468,"R",280199,"R",7900,"R",114733,"R",4176,"R",0,"R",65460,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102845,"R",43333926,"R",0,"R",1405177,"R",2083915,"R",3789973,"R",0,"R",39543953,"R",43333926,"R",0,"R",9170968,"R",7553145,"R",0,"R",0,"R",16724113,"R",15318936,"R",1405177,"R",37887588,"R",36995996,"R",-336097,"R",555495,"R",0,"R",38988459,"R",-1,"R",39543953,"R",10079365,"R",2817801,"R",1406496,"R",927860,"R",478636,"R",5753768,"R",20057430,"R",5753768,"R",0,"R",5753768,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5753768,"R",5753768,"R",0,"R",37741374,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",146214,"R",0,"R",0,"R",0,"R",0,"R",37887588,"R",14145902,"R",6587212,"R",0,"R",0,"R",0,"R",0,"R",2622520,"R",1909162,"R",14053024,"R",6135563,"R",4687054,"R",2980799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1487496,"R",85773,"R",36995996,"R",17698509,"R",3232580,"R",5084513,"R",1111656,"R",0,"R",9868738,"R",0,"R",0, 1,"R",555495,"R",37887588,"R",39543953,"R",43333926,"R",36054861,"R",0,"R",36995996
103501,"R",6184130,"R",2095337,"R",2447591,"R",0,"R",2968738,"R",568838,"R",3215392,"R",6184130,"R",450000,"R",2775507,"R",638339,"R",0,"R",971752,"R",4835598,"R",2388007,"R",2447591,"R",4488529,"R",4249674,"R",0,"R",238855,"R",0,"R",3241935,"R",-265398,"R",3215392,"R",1233433,"R",465295,"R",721856,"R",721856,"R",0,"R",5100,"R",2425684,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4268480,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",122987,"R",97062,"R",0,"A",,"R",0,"R",4488529,"R",1801903,"R",861852,"R",0,"R",0,"R",0,"R",0,"R",2277631,"R",1074473,"R",170140,"R",154931,"R",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",4249674,"R",2091256,"R",48284,"R",36572,"R",0,"R",0,"R",2073562,"A",,"A",,-2,"R",0,"R",4488529,"R",3215392,"R",6184130,"R",767801,"R",568838,"R",4249674
103741,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",655482,"R",138956,"R",11234,"R",11234,"R",0,"R",40694,"R",846366,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1450445,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66356,"A",,"A",,"R",149845,"R",1666646,"R",984339,"R",334398,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48696,"R",42882,"R",123714,"R",69077,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1156749,"R",446357,"R",60523,"R",375155,"R",9183,"R",0,"R",265531,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103893,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3505405,"R",91789,"R",0,"R",0,"R",0,"R",0,"R",3597194,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9798436,"R",3597194,"R",0,"R",3597194,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"A",,"R",159320,"R",13554950,"R",4849174,"R",2982881,"Z",0,"Z",0,"Z",0,"Z",0,"R",239111,"R",147194,"R",3164454,"R",1042101,"R",4734879,"R",947190,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",1,"R",0,"R",12987619,"R",5119366,"R",465040,"R",546338,"R",233955,"R",289,"R",6622631,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103909,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1749862,"R",73250,"R",0,"R",0,"R",0,"R",0,"R",1823112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7781895,"R",1823112,"Z",0,"R",1823112,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",114236,"R",9719243,"R",4010881,"R",2798624,"Z",0,"Z",0,"Z",0,"Z",0,"R",125968,"R",90190,"R",1749077,"R",721349,"R",3846740,"R",932440,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",9732666,"R",4542603,"R",377888,"R",438745,"R",211929,"R",239,"R",4161262,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1343820,"R",63914,"R",0,"R",0,"R",0,"R",0,"R",1407734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3876221,"R",1407734,"R",0,"R",1407734,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",62843,"R",5346798,"R",1797006,"R",1179038,"Z",0,"Z",0,"Z",0,"Z",0,"R",166956,"R",87431,"R",1305337,"R",431018,"R",2306323,"R",597122,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",0,"R",5575622,"R",2294609,"R",214574,"R",116724,"R",306450,"R",148,"R",2643117,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151508,"R",25749,"R",0,"R",0,"R",0,"R",0,"R",177257,"R",2500,"R",0,"R",2500,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2500,"R",2500,"R",0,"R",428725,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",380,"R",33412,"A",,"A",,"R",0,"R",462517,"R",58545,"R",58545,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38632,"R",38632,"R",215012,"R",126468,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",312189,"R",223645,"R",0,"R",44065,"R",0,"R",380,"R",44099,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1319620,"R",13700,"R",0,"R",0,"R",0,"R",0,"R",1333320,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6898677,"R",120739,"R",0,"R",120739,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",4499,"R",7023915,"R",3148531,"R",1535126,"R",0,"R",0,"R",0,"R",0,"R",518620,"R",353652,"R",385021,"R",245066,"R",571323,"R",383310,"A",,"A",,"R",0,"A",,"A",,"R",2143240,"R",0,"R",6766735,"R",2517154,"R",484848,"R",739703,"R",66218,"R",0,"R",2958812,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104090,"R",27162079,"R",0,"R",6295919,"R",1500496,"R",25076944,"R",0,"R",2085135,"R",27162079,"R",0,"R",0,"R",27304477,"R",221062,"R",0,"R",27525539,"R",21229620,"R",6295919,"R",45496680,"R",36291800,"R",0,"R",9204880,"R",2473456,"R",7317469,"R",-16910670,"R",2085135,"R",12459320,"R",1929901,"R",871971,"R",541032,"R",330939,"R",1042425,"R",16303617,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45496680,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45496680,"R",10313198,"R",9796396,"R",0,"R",0,"R",0,"R",0,"R",8299287,"R",2587995,"R",5670311,"R",5478150,"R",1396722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10612282,"R",1303581,"R",36291800,"R",19166122,"R",1999138,"R",3498078,"R",1089199,"R",5572,"R",10533691,"R",250,"R",0, 1,"R",9205130,"R",45496680,"R",2085135,"R",27162079,"R",-5711280,"R",0,"R",36291800
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",234801,"R",0,"R",0,"R",0,"R",0,"R",0,"R",234801,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",430437,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27917,"A",,"A",,"R",79604,"R",537958,"R",462545,"R",219084,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",70582,"R",0,"R",533127,"R",219084,"R",0,"R",70582,"R",12692,"R",13263,"R",217506,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",182037,"R",32151,"R",4697,"R",4697,"R",0,"R",12269,"R",231154,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",434612,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",30103,"A",,"A",,"R",21864,"R",486579,"R",444381,"R",149319,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",56923,"R",49238,"R",130067,"R",80542,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",631371,"R",279099,"R",43563,"R",192892,"R",875,"R",0,"R",114942,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1151352,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1151352,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4254940,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",173001,"A",,"A",,"R",7797,"R",4435738,"R",2069227,"R",609007,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",604238,"R",175796,"R",814103,"R",351399,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",3487568,"R",1136202,"R",138196,"R",50130,"R",25689,"R",0,"R",2137351,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104717,"R",1831364701,"R",0,"R",1296295195,"R",101500000,"R",1388212238,"R",1160764000,"R",443152463,"R",1831364701,"R",147664690,"R",1104326538,"R",83004626,"R",97640277,"R",2037350,"R",1434673481,"R",138378286,"R",1296295195,"R",1277926000,"R",1245514311,"R",0,"R",32411689,"R",0,"R",410740774,"R",0,"R",443152463,"R",176685081,"R",26936203,"R",180591,"R",180591,"R",0,"R",308323000,"R",512124875,"R",308323000,"R",0,"R",308323000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",308323000,"R",308323000,"R",0,"R",1079170790,"R",10228638,"Z",0,"R",10228638,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",429876,"R",167532967,"R",10076967,"Z",0,"R",10486762,"R",1277926000,"R",221786406,"R",136548442,"R",785418,"R",386664,"R",6103938,"R",4748975,"R",130997014,"R",37538559,"R",460538289,"R",307964184,"R",378444089,"R",64155957,"R",46859157,"R",8550957,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",1245514311,"R",559893738,"R",70575986,"R",64977374,"R",65147103,"R",57666439,"R",427253671,"R",0,"R",0, 3,"R",32411689,"R",1277926000,"R",443152463,"R",1831364701,"R",-954642732,"R",1160764000,"R",1245514311
105215,"R",5003000,"R",0,"R",976000,"R",0,"R",6018000,"R",0,"R",-1015000,"R",5003000,"R",0,"R",0,"R",7959000,"R",31000,"R",9386000,"R",17376000,"R",16400000,"R",976000,"R",13643000,"R",16879000,"R",0,"R",-3236000,"R",3001000,"R",-780000,"R",0,"R",-1015000,"R",2786000,"R",3136000,"R",0,"R",0,"R",0,"R",98000,"R",6020000,"R",642000,"R",0,"R",642000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",642000,"R",642000,"R",0,"R",13029000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",614000,"Z",0,"A",,"R",0,"R",13643000,"R",4198000,"R",2581000,"R",0,"R",0,"R",0,"R",0,"R",3254000,"R",388000,"R",6040000,"R",2868000,"R",3387000,"R",165000,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",16879000,"R",6002000,"R",906000,"R",2189000,"R",798000,"R",0,"R",6984000,"R",0,"R",0, 1,"R",-806000,"R",13643000,"R",-1015000,"R",5003000,"R",-1991000,"R",0,"R",16879000
105534,"R",25041339,"Z",0,"R",14948672,"Z",0,"R",2907801,"Z",0,"R",22133538,"R",25041339,"R",510000,"R",14382786,"R",4310669,"Z",0,"Z",0,"R",19203455,"R",4254783,"R",14948672,"R",31726182,"R",22704082,"R",0,"R",9022100,"R",-6380844,"R",19492282,"R",0,"R",22133538,"R",5508103,"R",162570,"R",17670,"R",17670,"Z",0,"R",461671,"R",6150014,"R",461671,"R",0,"R",461671,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",461671,"R",461671,"R",0,"R",25454811,"Z",0,"Z",0,"Z",0,"R",17670,"Z",0,"R",17670,"Z",0,"Z",0,"R",461671,"R",121356,"Z",0,"Z",0,"Z",0,"R",5670674,"R",31726182,"R",9408811,"R",4881321,"Z",0,"Z",0,"Z",0,"Z",0,"R",603535,"R",488132,"R",6728383,"R",3056591,"R",5501682,"R",1691756,"Z",0,"Z",0,"R",461671,"Z",0,"Z",0,"R",0,"R",0,"R",22704082,"R",10117800,"R",2835193,"R",1385277,"R",571342,"R",0,"R",7794470,"A",,"A",,-2,"R",9022100,"R",31726182,"R",22133538,"R",25041339,"R",7184866,"Z",0,"R",22704082
105543,"R",8637089,"Z",0,"R",316680,"Z",0,"R",6531037,"Z",0,"R",2106052,"R",8637089,"Z",0,"R",2761734,"R",2105107,"Z",0,"Z",0,"R",4866841,"R",4550161,"R",316680,"R",11040750,"R",10650063,"R",0,"R",390687,"R",-834804,"R",2550168,"R",1,"R",2106052,"R",2695437,"R",77861,"Z",0,"Z",0,"Z",0,"R",53572,"R",2826870,"R",53572,"R",0,"R",53572,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53572,"R",53572,"R",0,"R",8147262,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",53572,"R",15876,"R",50743,"Z",0,"A",,"R",2773297,"R",11040750,"R",5343753,"R",3141539,"Z",0,"Z",0,"Z",0,"Z",0,"R",349579,"R",314154,"R",2574235,"R",985960,"R",2328924,"R",638594,"Z",0,"Z",0,"R",53572,"A",,"A",,"R",0,"R",0,"R",10650063,"R",5080247,"R",1049916,"R",1162072,"R",217754,"Z",0,"R",3140074,"A",,"A",,-2,"R",390687,"R",11040750,"R",2106052,"R",8637089,"R",1789373,"R",0,"R",10650063
105659,"R",18454463,"R",0,"R",764091,"R",13759582,"R",4183943,"R",48392,"R",14270520,"R",18454463,"R",804778,"R",0,"R",519575,"R",94751,"R",142534,"R",1561638,"R",797547,"R",764091,"R",15750174,"R",11983908,"R",0,"R",3766266,"R",-2657464,"R",13161718,"R",0,"R",14270520,"R",2888520,"R",33941,"R",644726,"R",558780,"R",85946,"R",664514,"R",4231701,"R",664514,"R",0,"R",664514,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",664514,"R",664514,"R",0,"R",15670652,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79522,"R",0,"A",,"R",0,"R",15750174,"R",2008809,"R",1663604,"R",0,"R",0,"R",0,"R",0,"R",1401230,"R",0,"R",830454,"R",666974,"R",4447925,"R",1096190,"R",0,"R",0,"R",0,"A",,"A",,"R",3295490,"R",1,"R",11983908,"R",3426769,"R",515676,"R",740507,"R",369141,"R",3570,"R",6928245,"R",1003009,"R",104483, 1,"R",4873758,"R",15750174,"R",14270520,"R",18454463,"R",-253153,"R",48392,"R",11983908
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57875,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",57875,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",679478,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",149594,"A",,"A",,"R",0,"R",829072,"R",515253,"R",305753,"Z",0,"Z",0,"Z",0,"Z",0,"R",147695,"R",104659,"R",27698,"Z",0,"R",19654,"Z",0,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",710300,"R",410412,"Z",0,"Z",0,"R",2837,"R",0,"R",297051,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106041,"R",219449000,"R",0,"R",50205000,"R",0,"R",84047000,"R",30726000,"R",135402000,"R",219449000,"R",5167000,"R",42801000,"R",25031000,"R",1397000,"R",33572000,"R",107968000,"R",57763000,"R",50205000,"R",37196000,"R",32407000,"R",1000,"R",4790000,"R",0,"R",106004000,"R",24608000,"R",135402000,"R",6181000,"R",5972000,"R",0,"R",0,"R",0,"R",911000,"R",13064000,"R",2081000,"R",0,"R",2081000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2081000,"R",2081000,"R",0,"R",35954000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",676000,"R",0,"A",,"R",566000,"R",37196000,"R",8050000,"R",4995000,"R",0,"R",0,"R",0,"R",0,"R",5987000,"R",410000,"R",11926000,"R",5651000,"R",6081000,"R",293000,"R",0,"R",0,"R",0,"A",,"A",,"R",363000,"R",0,"R",32407000,"R",11349000,"R",1704000,"R",1805000,"R",1822000,"R",363000,"R",15364000,"R",0,"R",0, 1,"R",4790000,"R",37196000,"R",135402000,"R",219449000,"R",85197000,"R",30726000,"R",32407000
106111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",317290,"R",71983,"R",27620,"R",27620,"R",0,"R",9160,"R",426053,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",588265,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42277,"A",,"A",,"R",85145,"R",715687,"R",1431927,"R",199892,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61842,"R",52371,"R",138288,"R",75000,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",1632057,"R",327263,"R",59184,"R",1043468,"R",0,"R",0,"R",202142,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",
