UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
195827,"R",620611286,"R",133073943,"R",106380081,"R",239454024,"R",860065310,"R",2749663800,"R",63376432,"R",357174721,"R",420551153,"R",1495659184,"R",16422987766,"R",17918646950,"R",18339198103,"R",1749963518,"R",-1066382982,"R",129516718,"R",0,"R",-15542566247,"R",-16479432511,"R",21304543,"R",5645317,"R",124130647,"R",31251465,"R",34463973,"R",216795945,"R",86095509,"R",2373546,"R",0,"R",229186579,"R",1013279063,"R",-784092484,"R",-15995837492,"R",300497465,"R",-16479432511,"R",0,"R",16092502,"R",0,"R",29316432,"R",6696024,"R",22620408,"R",615874,"A",,"R",0,"A",,"R",3831474,"R",49856282,"R",0,"R",90752030,"R",0,"R",28261524,"R",0,"R",0,"R",0,"R",23108280,"R",12581240,"R",154703074,"R",204559356,"R",24627223,"R",0,"R",0,"R",0,"R",24627223,"R",229186579,"R",6531337,"R",2135165,"R",226865,"R",106402,"R",41686628,"R",9030279,"R",16197710,"R",3198546,"R",48856734,"R",7886402,"R",114192595,"R",52145315,"Z",0,"R",298116,"R",0,"A",,"A",,"A",,"A",,"R",785289078,"R",0,"R",1013279063,"R",74502109,"R",768664460,"R",12967637,"R",4793237,"R",0,"R",152351620,1 ,"R",195915031,"R",813620655,"R",64627384,"R",569125277,1 ,"R",550049892,"R",15521229141,"R",1684097765,"R",2075968083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1 ,"R",294546,"R",283075,"R",-11471,"R",0,"R",-825,"R",-10646,"R",0,"R",-64545989,"R",202768150,"R",-38127560,"R",-1002823354,"R",25432056,"R",1559035616,"R",267314139
195988,"R",5082565,"R",7277591,"R",685552,"R",7963143,"R",13045708,"R",10528460,"R",297610,"R",7756937,"R",8054547,"R",957442,"R",56585468,"R",57542910,"R",65597457,"R",7412624,"R",6051549,"R",0,"R",0,"R",-55487462,"R",-49435913,"R",190000,"R",5164859,"R",29941088,"R",3928501,"R",0,"R",39224448,"R",31946857,"R",0,"R",0,"R",18327289,"R",21616238,"R",-3288949,"R",-46146964,"R",0,"R",-49435913,"R",2198981,"R",94701,"R",784171,"R",38838,"R",38838,"R",0,"R",0,"A",,"R",0,"A",,"R",450137,"R",3566828,"R",0,"R",3282855,"R",6119978,"R",3071683,"R",1515427,"R",0,"R",0,"R",1362,"R",660874,"R",14652179,"R",18219007,"R",0,"R",0,"R",0,"R",108282,"R",108282,"R",18327289,"R",8841129,"R",4062304,"R",0,"R",0,"R",19015,"R",2200,"R",998803,"R",392858,"R",3397300,"R",1519421,"R",6543160,"R",2007511,"R",1708549,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",108282,"R",0,"R",21616238,"R",7984294,"R",5856353,"R",1877695,"R",845137,"R",108282,"R",4944477,1 ,"R",1125037,"R",3448597,"R",250226,"R",2629263,1 ,"R",0,"R",0,"R",0,"R",0,"R",3071683,"R",54044,"R",1865784,"R",0,"R",93026,"R",0,"R",5084537,"R",3375988,"R",0,"R",3375988,"R",1708549,"R",2039510,"R",2039510,"R",0,"R",35884,"R",35884,"R",0,"R",1238828,"R",1238828,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",61766,"R",61766,"R",0,1 ,"R",1108253,"R",1216345,"R",108092,"R",0,"R",108092,"R",0,"R",0,"R",3288949,"R",18327289,"R",-3288949,"R",-46146964,"R",0,"R",0,"R",21616238
196006,"R",38955401,"R",169151435,"R",14716594,"R",183868029,"R",222823430,"R",12104,"R",4333689,"R",8194242,"R",12527931,"R",162946179,"R",3781502,"R",166727681,"R",179255612,"R",24124,"R",15601857,"R",268554,"R",0,"R",27685387,"R",43555798,"R",22694225,"R",20124320,"R",193081954,"R",15841843,"R",27116436,"R",278858778,"R",109707348,"R",0,"R",0,"R",89318129,"R",93692935,"R",-4374806,"R",51074738,"R",-3144134,"R",43555798,"R",14912967,"R",500791,"R",195013,"R",1758677,"R",0,"R",1758677,"R",13407018,"R",0,"R",0,"R",0,"R",252513,"R",31026979,"R",0,"R",36033467,"R",0,"R",12394945,"R",7767760,"R",0,"R",1227342,"R",666535,"R",11397,"R",58101446,"R",89128425,"R",0,"R",189704,"R",0,"R",0,"R",189704,"R",89318129,"R",40215625,"R",16190078,"R",21731,"R",2656,"R",395685,"R",105482,"R",3288445,"R",860228,"R",7754423,"R",2606994,"R",13561710,"R",5631363,"R",8501132,"R",19366614,"R",5181307,"R",0,"R",0,"R",0,"R",0,"R",587570,"R",0,"R",93692935,"R",30578108,"R",19336327,"R",8862565,"R",7247744,"R",7890181,"R",19778010,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",8797829,"R",2055553,"R",7767760,"R",0,"R",1227342,"R",5220154,"R",25068638,"R",12984107,"R",3583399,"R",16567506,"R",8501132,"R",4912565,"R",2912089,"R",2000476,"R",287004,"R",170131,"R",116873,"R",7767760,"R",7767760,"R",0,"R",0,"R",0,"R",0,"R",685328,"R",406251,"R",279077,"R",2914849,"R",1727876,"R",1186973,1 ,"R",5915465,"R",6223493,"R",308028,"R",229966,"R",293246,"R",-215184,"R",0,"R",-4189984,"R",105879566,"R",-2990338,"R",62752614,"R",36982157,"R",167279868,"R",110069551
196015,"R",30964096,"R",130047968,"R",2100096,"R",132148064,"R",163112160,"R",52452,"R",3705261,"R",9573594,"R",13278855,"R",127325018,"R",2630693,"R",129955711,"R",143234566,"R",104538,"R",-1286051,"R",202505,"R",0,"R",20909054,"R",19825508,"R",17099449,"R",10817427,"R",155812622,"R",6023737,"R",7177523,"R",196930758,"R",66882788,"R",0,"R",0,"R",71429087,"R",74302986,"R",-2873899,"R",23825751,"R",-1126344,"R",19825508,"R",14178852,"R",510412,"R",647604,"R",933250,"R",0,"R",933250,"R",6093273,"R",0,"R",0,"R",0,"R",857516,"R",23220907,"R",0,"R",31611848,"R",0,"R",10226527,"R",5863369,"R",0,"R",0,"R",492850,"R",13586,"R",48208180,"R",71429087,"R",0,"R",0,"R",0,"R",0,"R",0,"R",71429087,"R",31777209,"R",13554782,"R",1117,"R",1077,"R",1062393,"R",441120,"R",2226370,"R",794361,"R",13660889,"R",3691546,"R",10240767,"R",4501218,"R",5968227,"R",8872020,"R",3015805,"R",0,"R",0,"R",0,"R",0,"R",493994,"R",0,"R",74302986,"R",25999909,"R",16581651,"R",7065296,"R",5443502,"R",6239746,"R",12972882,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",8245175,"R",1488537,"R",5863369,"R",0,"R",0,"R",3518685,"R",19115766,"R",11209338,"R",1938201,"R",13147539,"R",5968227,"R",4706992,"R",3454537,"R",1252455,"R",568436,"R",417184,"R",151252,"R",5863369,"R",5863369,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2008742,"R",1474248,"R",534494,1 ,"R",14214135,"R",13845850,"R",-368285,"R",84477,"R",72967,"R",-525729,"R",0,"R",-2743600,"R",82006604,"R",-2782104,"R",42030465,"R",43316919,"R",155994364,"R",84750204
196024,"R",25850208,"R",112123346,"R",1849904,"R",113973250,"R",139823458,"R",0,"R",3338435,"R",8177928,"R",11516363,"R",104253874,"R",2208781,"R",106462655,"R",117979018,"R",0,"R",5402108,"R",150321,"R",0,"R",16292011,"R",21844440,"R",10858705,"R",18160329,"R",147476392,"R",7715770,"R",7990820,"R",192202016,"R",80078670,"R",0,"R",0,"R",68202727,"R",74544203,"R",-6341476,"R",29543794,"R",-1357878,"R",21844440,"R",11772874,"R",330347,"R",25675,"R",801981,"R",2755,"R",799226,"R",8500468,"R",0,"R",0,"R",0,"R",156689,"R",21588034,"R",0,"R",30515933,"R",0,"R",9371069,"R",5971441,"R",0,"R",248375,"R",478436,"R",1211,"R",46586465,"R",68174499,"R",0,"R",28228,"R",0,"R",0,"R",28228,"R",68202727,"R",30985239,"R",13387415,"R",153717,"R",94946,"R",535912,"R",158505,"R",4294971,"R",1531833,"R",5763866,"R",2308021,"R",11154844,"R",5007153,"R",6096421,"R",14198436,"R",3988052,"R",0,"R",0,"R",0,"R",0,"R",1360797,"R",0,"R",74544203,"R",26475925,"R",17023798,"R",7349424,"R",5148918,"R",4754599,"R",13791539,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6905624,"R",1388607,"R",5971441,"R",0,"R",248375,"R",2850999,"R",17365046,"R",9382685,"R",1885940,"R",11268625,"R",6096421,"R",3545719,"R",2283348,"R",1262371,"R",160079,"R",103087,"R",56992,"R",5971441,"R",5971441,"R",0,"R",0,"R",0,"R",0,"R",127529,"R",82125,"R",45404,"R",1463857,"R",942684,"R",521173,1 ,"R",6754328,"R",6729408,"R",-24920,"R",243239,"R",-15971,"R",-253079,"R",891,"R",-6685569,"R",80274401,"R",-6861891,"R",47625381,"R",30109965,"R",114040820,"R",86959970
196033,"R",13630387,"R",154591176,"R",2679605,"R",157270781,"R",170901168,"R",40348,"R",4895772,"R",9232183,"R",14127955,"R",149288657,"R",2331737,"R",151620394,"R",165748349,"R",80414,"R",479952,"R",157018,"R",0,"R",4475783,"R",5112753,"R",21506811,"R",26200832,"R",177605612,"R",6729867,"R",15942886,"R",247986008,"R",93394832,"R",0,"R",0,"R",70515768,"R",75239423,"R",-4723655,"R",14448554,"R",-4612146,"R",5112753,"R",10334342,"R",1093732,"R",1089482,"R",2779838,"R",15719,"R",2764119,"R",7020054,"R",0,"R",0,"R",0,"R",2745021,"R",25062469,"R",0,"R",32100943,"R",0,"R",7945567,"R",4816233,"R",0,"R",269980,"R",308169,"R",12407,"R",45453299,"R",70515768,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70515768,"R",25709643,"R",10596871,"R",438218,"R",24332,"R",715783,"R",373096,"R",11753036,"R",2633044,"R",8536505,"R",3218546,"R",12335168,"R",4810532,"R",4758100,"R",10887089,"R",3874144,"R",0,"R",0,"R",0,"R",0,"R",105881,"R",0,"R",75239423,"R",25530565,"R",16056085,"R",7489511,"R",7171385,"R",6684752,"R",12307125,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",5039882,"R",1657072,"R",4816233,"R",0,"R",269980,"R",2715823,"R",14498990,"R",7962052,"R",1778838,"R",9740890,"R",4758100,"R",2942763,"R",1879806,"R",1062957,"R",238498,"R",152350,"R",86148,"R",4816233,"R",4816233,"R",0,"R",0,"R",0,"R",0,"R",157640,"R",100699,"R",56941,"R",1585756,"R",1012964,"R",572792,1 ,"R",8486029,"R",9777523,"R",1291494,"R",1398450,"R",511889,"R",-563779,"R",-55066,"R",-5310521,"R",78830396,"R",-4046609,"R",27584141,"R",21215288,"R",154875800,"R",84140917
196042,"R",75338885,"R",239793901,"R",2486049,"R",242279950,"R",317618835,"R",149286,"R",6545751,"R",19979024,"R",26524775,"R",230710379,"R",4686878,"R",235397257,"R",261922032,"R",297530,"R",2849289,"R",302440,"R",0,"R",52396830,"R",55548559,"R",39396940,"R",13122200,"R",281495805,"R",17142465,"R",34168866,"R",385326276,"R",145532375,"R",0,"R",0,"R",178029421,"R",180937546,"R",-2908125,"R",66397673,"R",-7940989,"R",55548559,"R",50607756,"R",1684984,"R",1088552,"R",3792136,"R",280830,"R",3511306,"R",8188592,"R",0,"R",0,"R",0,"R",234304,"R",65596324,"R",0,"R",78038924,"R",0,"R",21458962,"R",11369167,"R",0,"R",228751,"R",1271413,"R",0,"R",112367217,"R",177963541,"R",0,"R",65880,"R",0,"R",0,"R",65880,"R",178029421,"R",91479952,"R",42369289,"R",641990,"R",327525,"R",8197514,"R",1128787,"R",17041698,"R",5792401,"R",18717715,"R",7887235,"R",22055233,"R",8641255,"R",10564295,"R",10343120,"R",3968415,"R",0,"R",0,"R",0,"R",0,"R",1896029,"R",0,"R",180937546,"R",70114907,"R",44933923,"R",18420730,"R",10986424,"R",10544835,"R",25936727,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",14669413,"R",4616283,"R",11369167,"R",0,"R",228751,"R",4454354,"R",35337968,"R",23183553,"R",1590120,"R",24773673,"R",10564295,"R",9050521,"R",7976896,"R",1073625,"R",1464671,"R",1290923,"R",173748,"R",11369167,"R",11369167,"R",0,"R",0,"R",0,"R",0,"R",141132,"R",124390,"R",16742,"R",2748182,"R",2422177,"R",326005,1 ,"R",2854686,"R",2954839,"R",100153,"R",750,"R",99533,"R",0,"R",-130,"R",-2747859,"R",182201877,"R",-2447795,"R",73610653,"R",68295516,"R",237344998,"R",184949735
196051,"R",2863131,"R",133815128,"R",6291437,"R",140106565,"R",142969696,"R",28243,"R",3868465,"R",7780076,"R",11648541,"R",123584781,"R",3896295,"R",127481076,"R",139129617,"R",56290,"R",9760569,"R",157242,"R",0,"R",-6105779,"R",3812032,"R",14110950,"R",19474151,"R",159648448,"R",15066214,"R",17455193,"R",225754956,"R",91939828,"R",0,"R",0,"R",75228540,"R",81776255,"R",-6547715,"R",14593536,"R",-4233789,"R",3812032,"R",11649379,"R",284860,"R",1204159,"R",2342581,"R",0,"R",2342581,"R",6721072,"R",0,"R",0,"R",0,"R",83577,"R",22285628,"R",0,"R",37714376,"R",0,"R",9786497,"R",5125252,"R",0,"R",144583,"R",134584,"R",37620,"R",52942912,"R",75228540,"R",0,"R",0,"R",0,"R",0,"R",0,"R",75228540,"R",32518222,"R",14740129,"R",567709,"R",318210,"R",1713461,"R",344710,"R",10272263,"R",2689485,"R",6111391,"R",2750665,"R",10764554,"R",4200159,"R",7414947,"R",11688064,"R",3229226,"R",0,"R",0,"R",0,"R",0,"R",725644,"R",0,"R",81776255,"R",28272584,"R",17812649,"R",8969331,"R",5649943,"R",5333637,"R",15738111,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6859409,"R",1662307,"R",5125252,"R",0,"R",144583,"R",2833129,"R",16624680,"R",7918836,"R",1290897,"R",9209733,"R",7414947,"R",2738036,"R",1872682,"R",865354,"R",157846,"R",107959,"R",49887,"R",5125252,"R",5125252,"R",0,"R",0,"R",0,"R",0,"R",57713,"R",39473,"R",18240,"R",1130886,"R",773470,"R",357416,1 ,"R",2338991,"R",2603335,"R",264344,"R",300416,"R",114206,"R",-150278,"R",0,"R",-6982839,"R",98723144,"R",-6410335,"R",28017942,"R",5663652,"R",155812834,"R",105705983
196060,"R",208603959,"R",802667970,"R",27662576,"R",830330546,"R",1038934505,"R",2146490,"R",23859991,"R",96978688,"R",120838679,"R",670672556,"R",20684515,"R",691357071,"R",812195750,"R",4278007,"R",114868028,"R",1145364,"R",10194140,"R",98399706,"R",224607238,"R",90008292,"R",33091082,"R",805709491,"R",201100151,"R",163922864,"R",1293831880,"R",491163912,"R",0,"R",0,"R",564978407,"R",577194317,"R",-12215910,"R",261300361,"R",-24477213,"R",224607238,"R",110231042,"R",78665860,"R",12476385,"R",20203452,"R",116328,"R",20087124,"R",53926644,"R",0,"R",0,"R",0,"R",4461679,"R",279965062,"R",0,"R",215389763,"R",0,"R",39470082,"R",24742896,"R",0,"R",1533142,"R",3093157,"R",225345,"R",284454385,"R",564419447,"R",0,"R",558960,"R",0,"R",0,"R",558960,"R",564978407,"R",221342263,"R",110410513,"R",40916324,"R",16626016,"R",42559748,"R",14117581,"R",53467382,"R",19849756,"R",30733240,"R",11477600,"R",77332987,"R",38124989,"R",26083384,"R",83636287,"R",27141494,"R",0,"R",0,"R",0,"R",0,"R",1122702,"R",0,"R",577194317,"R",237747949,"R",133020739,"R",46089141,"R",32572605,"R",28181441,"R",99582442,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",27571550,"R",6926228,"R",24742896,"R",0,"R",1533142,"R",43827521,"R",104601337,"R",62943966,"R",15573987,"R",78517953,"R",26083384,"R",19798881,"R",14064856,"R",5734025,"R",1403095,"R",996740,"R",406355,"R",24742896,"R",24742896,"R",0,"R",0,"R",0,"R",0,"R",1100936,"R",782090,"R",318846,"R",31472145,"R",22357384,"R",9114761,1 ,"R",75126461,"R",77649961,"R",2523500,"R",4549850,"R",-431548,"R",-1970826,"R",376024,"R",-15982188,"R",625941087,"R",-10375413,"R",435472509,"R",238859358,"R",730479886,"R",641923275
196079,"R",372792445,"R",1051462739,"R",49010880,"R",1100473619,"R",1473266064,"R",919924,"R",27617984,"R",70946469,"R",98564453,"R",861185245,"R",16269121,"R",877454366,"R",976018819,"R",1833431,"R",209644356,"R",738697,"R",0,"R",285950685,"R",496333738,"R",117097589,"R",54083093,"R",1184579586,"R",189978269,"R",104803927,"R",1650542464,"R",599079725,"R",0,"R",0,"R",605144198,"R",580128889,"R",25015309,"R",487810425,"R",-16491996,"R",496333738,"R",148544467,"R",30648078,"R",5287485,"R",31832817,"R",85832,"R",31746985,"R",94184351,"R",0,"R",0,"R",0,"R",3707697,"R",314204895,"R",0,"R",198842916,"R",0,"R",31717043,"R",27002417,"R",0,"R",3028091,"R",6143996,"R",1206209,"R",267940672,"R",582145567,"R",0,"R",22998631,"R",0,"R",0,"R",22998631,"R",605144198,"R",216295069,"R",111498335,"R",40545218,"R",12274627,"R",7438998,"R",4296842,"R",63971845,"R",23550654,"R",32769055,"R",10427715,"R",60840403,"R",22471944,"R",21483102,"R",131897077,"R",27933651,"R",0,"R",0,"R",0,"R",0,"R",4888122,"R",0,"R",580128889,"R",212453768,"R",118994092,"R",42396674,"R",44110826,"R",38765534,"R",123407995,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",19605853,"R",6549496,"R",27002417,"R",0,"R",3028091,"R",29926089,"R",86111946,"R",51389629,"R",13239215,"R",64628844,"R",21483102,"R",13776434,"R",8929065,"R",4847369,"R",694098,"R",449873,"R",244225,"R",27002417,"R",27002417,"R",0,"R",0,"R",0,"R",0,"R",2127747,"R",1379079,"R",748668,"R",21028148,"R",13629195,"R",7398953,1 ,"R",117321337,"R",115728680,"R",-1592657,"R",4333491,"R",5422093,"R",-11504538,"R",156297,"R",46680046,"R",649318320,"R",71281017,"R",640901806,"R",478405439,"R",888803228,"R",602638274
196088,"R",537126884,"R",1390673465,"R",47391205,"R",1438064670,"R",1975191554,"R",3215700,"R",34594498,"R",153052039,"R",187646537,"R",1077300207,"R",35635846,"R",1112936053,"R",1300582590,"R",6408968,"R",286502905,"R",2048602,"R",0,"R",382864189,"R",671415696,"R",128520238,"R",148442943,"R",1739945438,"R",444916229,"R",86508660,"R",2548333508,"R",1162064068,"R",4404025,"R",0,"R",1187638752,"R",1149697802,"R",37940950,"R",653770778,"R",-20296032,"R",671415696,"R",287661000,"R",138188429,"R",18360543,"R",42003082,"R",927250,"R",41075832,"R",55710022,"R",3818647,"R",0,"R",0,"R",45301740,"R",591043463,"R",0,"R",446003153,"R",0,"R",55140550,"R",38425491,"R",0,"R",28747525,"R",7011754,"R",3994183,"R",579322656,"R",1170366119,"R",0,"R",17272633,"R",0,"R",0,"R",17272633,"R",1187638752,"R",483177221,"R",252063749,"R",154385418,"R",51569320,"R",12450081,"R",5559606,"R",148180162,"R",55454926,"R",49539979,"R",19458505,"R",128424874,"R",58939219,"R",57182730,"R",102542820,"R",30961564,"R",11074261,"R",2390694,"R",0,"R",0,"R",2740256,"R",0,"R",1149697802,"R",476397583,"R",270289196,"R",79873640,"R",75689386,"R",50844271,"R",196603726,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",37105697,"R",10512961,"R",38425491,"R",0,"R",28747525,"R",68026851,"R",182818525,"R",103350600,"R",22285195,"R",125635795,"R",57182730,"R",23638888,"R",17598349,"R",6040539,"R",1919464,"R",1428976,"R",490488,"R",38425491,"R",38425491,"R",0,"R",0,"R",0,"R",0,"R",18314156,"R",13634267,"R",4679889,"R",43337796,"R",32263517,"R",11074279,1 ,"R",797894689,"R",788909963,"R",-8984726,"R",10767076,"R",9707746,"R",-33755685,"R",4296137,"R",5488505,"R",1328219706,"R",898674,"R",1739182570,"R",1433794432,"R",1228643353,"R",1322731202
196097,"R",1182722011,"R",2558024380,"R",344650920,"R",2902675300,"R",4085397311,"R",236019796,"R",72874594,"R",583080040,"R",655954634,"R",1836362205,"R",683938448,"R",2520300653,"R",3176255287,"R",37981305,"R",699298483,"R",555727,"R",0,"R",407326305,"R",1107180515,"R",300013268,"R",201968612,"R",2780799209,"R",743903664,"R",221129907,"R",4247814660,"R",1689790280,"R",0,"R",0,"R",3050836753,"R",3106482152,"R",-55645399,"R",1225635442,"R",-62809528,"R",1107180515,"R",273311224,"R",168096129,"R",15768495,"R",63166237,"R",231196,"R",62935041,"R",99372844,"R",1673427501,"R",0,"R",0,"R",13142743,"R",2306285173,"R",0,"R",523948407,"R",0,"R",169521492,"R",28009399,"R",0,"R",4003106,"R",10607259,"R",4382194,"R",740471857,"R",3046757030,"R",0,"R",4079723,"R",0,"R",0,"R",4079723,"R",3050836753,"R",500451313,"R",233166847,"R",135088871,"R",60026722,"R",34608863,"R",18988498,"R",113262614,"R",40736410,"R",74901229,"R",26784186,"R",135485978,"R",63275869,"R",29767697,"R",137628341,"R",27956790,"R",1861839631,"R",782700866,"R",0,"R",0,"R",83447615,"R",0,"R",3106482152,"R",1253636188,"R",629996908,"R",86286822,"R",126731156,"R",76830294,"R",933000784,1 ,"R",71167282,"R",357932328,"R",21601045,"R",217498000,2 ,"A",,"A",,"A",,"A",,"R",34697054,"R",11326239,"R",28009399,"R",0,"R",4003106,"R",68611892,"R",146647690,"R",94783550,"R",22096443,"R",116879993,"R",29767697,"R",27884409,"R",20951337,"R",6933072,"R",2628886,"R",1975250,"R",653636,"R",28009399,"R",28009399,"R",0,"R",0,"R",0,"R",0,"R",3217110,"R",2417220,"R",799890,"R",55140189,"R",41430344,"R",13709845,1 ,"R",265806703,"R",279331275,"R",13524572,"R",11677198,"R",2115557,"R",-9536306,"R",9268123,"R",7276634,"R",3119027333,"R",39512153,"R",1807618194,"R",1125554112,"R",1910957610,"R",3111750699
196103,"R",11572285,"R",119164153,"R",1133087,"R",120297240,"R",131869525,"R",407510,"R",3286984,"R",12294750,"R",15581734,"R",119674752,"R",2269174,"R",121943926,"R",137525660,"R",812178,"R",-4806780,"R",100614,"R",0,"R",-1354637,"R",-6060803,"R",18243001,"R",3907167,"R",147240400,"R",26628396,"R",12581410,"R",208600374,"R",89436221,"R",0,"R",0,"R",92645679,"R",96696066,"R",-4050387,"R",554014,"R",-2564430,"R",-6060803,"R",11296586,"R",8339553,"R",5254803,"R",4844951,"R",0,"R",4844951,"R",1773345,"R",0,"R",0,"R",0,"R",5349276,"R",36858514,"R",0,"R",47852508,"R",0,"R",3089378,"R",2525973,"R",0,"R",2044130,"R",162862,"R",65505,"R",55740356,"R",92598870,"R",0,"R",46809,"R",0,"R",0,"R",46809,"R",92645679,"R",39187129,"R",18185007,"R",18050724,"R",7351596,"R",1545020,"R",415852,"R",9376701,"R",2006462,"R",5822933,"R",2431873,"R",16238900,"R",7813513,"R",4426993,"R",1913549,"R",399580,"R",0,"R",0,"R",0,"R",0,"R",134117,"R",0,"R",96696066,"R",38603883,"R",20855969,"R",12171512,"R",6211853,"R",5259337,"R",13593512,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",2132251,"R",735933,"R",2525973,"R",0,"R",2044130,"R",5130812,"R",12569099,"R",7489053,"R",653053,"R",8142106,"R",4426993,"R",1243448,"R",1098858,"R",144590,"R",188528,"R",166606,"R",21922,"R",2525973,"R",2525973,"R",0,"R",0,"R",0,"R",0,"R",1192060,"R",1053445,"R",138615,"R",2992097,"R",2644171,"R",347926,1 ,"R",38902134,"R",38819510,"R",-82624,"R",377745,"R",801880,"R",-962830,"R",-299419,"R",-3515754,"R",102536084,"R",-3370244,"R",46701599,"R",51691422,"R",156258633,"R",106051837
