UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
128780,"R",9767185,"R",1814542,"R",0,"R",1814542,"R",11581727,"R",16235718,"R",0,"R",2566701,"R",2566701,"R",0,"R",57547574,"R",57547574,"R",60114275,"R",3182136,"R",1814543,"R",335786,"R",0,"R",-37629295,"R",-35478966,"R",0,"R",0,"R",2508961,"R",3620880,"R",0,"R",6129841,"R",4467591,"R",0,"R",0,"R",18827161,"R",21206287,"R",-2379126,"R",-33040094,"R",-59746,"R",-35478966,"R",9032460,"R",0,"R",186961,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",620635,"R",9840056,"R",0,"R",3112823,"R",0,"R",2377062,"R",0,"R",0,"R",0,"R",104471,"R",2973925,"R",8568281,"R",18408337,"R",413615,"R",0,"Z",0,"R",5209,"R",418824,"R",18827161,"R",5251338,"R",3214195,"R",0,"R",0,"R",0,"R",0,"R",2052047,"R",1104052,"R",2544640,"R",1715681,"R",5023891,"R",2431790,"R",229342,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6105029,"R",0,"R",21206287,"R",8465718,"R",9303441,"R",282380,"R",534882,"R",0,"R",2619866,1 ,"R",2872234,"R",24012571,"R",138905,"R",9094823,1 ,"R",1252858,"R",32666738,"R",3043231,"R",7140895,"R",2377062,"R",62825,"R",186981,"R",0,"R",59455,"R",495327,"R",3181650,"R",2952308,"R",0,"R",2952308,"R",229342,"R",1974837,"R",1974837,"R",0,"R",62825,"R",62825,"R",0,"R",186961,"R",186961,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",727685,"R",727685,"R",0,1 ,"R",2034998,"R",2052417,"R",17419,"R",0,"R",17419,"R",0,"R",0,"R",19989051,"R",18408337,"R",-2438874,"R",-35478968,"R",-37629295,"R",0,"R",21206287
129020,"R",956640444,"R",2885663724,"R",1774522211,"R",4660185935,"R",5616826379,"R",1920217770,"R",166943265,"R",399761713,"R",566704978,"R",2109515670,"R",5833322336,"R",7942838006,"R",8509542984,"R",578587285,"R",2495441718,"R",72005799,"R",15193065,"R",-4133726702,"R",-1551086120,"R",44670129,"R",515244378,"R",3962923726,"R",769321379,"R",232066501,"R",5524226113,"R",2350005162,"R",20623841,"R",0,"R",2446228716,"R",2957316799,"R",-511088083,"R",-1021317756,"R",-18680281,"R",-1551086120,"R",444061001,"R",183097699,"R",30779613,"R",37673387,"R",567110,"R",37106277,"R",169106461,"R",463368531,"R",14444642,"R",125992068,"R",98431693,"R",1566955095,"R",0,"R",673386320,"R",0,"R",54434112,"R",10115112,"R",0,"R",28721782,"R",8303722,"R",101849840,"R",876810888,"R",2443765983,"R",0,"R",2275601,"R",187132,"R",0,"R",2462733,"R",2446228716,"R",581678882,"R",342823618,"R",174969960,"R",75238590,"R",93562256,"R",43330207,"R",185321791,"R",83821634,"R",50539995,"R",26669099,"R",144262402,"R",50623555,"R",23448354,"R",293687567,"R",89354640,"R",503098157,"R",173977209,"R",203764254,"R",112954310,"R",702983181,"R",0,"R",2957316799,"R",998792862,"R",904302893,"R",218909836,"R",190762970,"R",80455814,"R",564092424,1 ,"R",346103054,"R",2389477439,"R",239654552,"R",848802332,1 ,"R",356880127,"R",3382657629,"R",329573088,"R",1068033170,"R",31720919,"R",16779477,"R",10112234,"R",0,"R",15536567,"R",220160149,"R",294309346,"R",262298464,"R",8562528,"R",270860992,"R",23448354,"R",31632088,"R",31524406,"R",107682,"R",2176785,"R",2147823,"R",28962,"R",10095363,"R",10050122,"R",45241,"R",0,"R",0,"R",0,"R",11746210,"R",11152151,"R",594059,"R",215210546,"R",207423962,"R",7786584,1 ,"R",450029251,"R",466159506,"R",16130255,"R",15742914,"R",24256267,"R",-17051507,"R",-6817419,"R",-138783776,"R",2443765983,"R",-98497869,"R",2966978840,"R",313936678,"R",2045616837,"R",2582217455
129215,"R",45894482,"R",321820168,"R",15358841,"R",337179009,"R",383073491,"R",0,"R",0,"R",19385672,"R",19385672,"R",0,"R",12826199,"R",12826199,"R",32211871,"R",0,"R",321737495,"R",3149611,"R",60000,"R",25914514,"R",350861620,"R",30292446,"R",0,"R",441302590,"R",38185652,"R",2787132,"R",512567820,"R",190747651,"R",0,"R",0,"R",148241977,"R",146512523,"R",1729454,"R",357427162,"R",-8294996,"R",350861620,"R",39823374,"R",865437,"R",1625074,"R",710090,"R",710090,"R",0,"R",24709698,"R",0,"R",0,"R",0,"R",154730,"R",67888403,"R",0,"R",54527601,"R",0,"R",10344253,"R",0,"R",0,"R",529993,"R",826398,"R",9524458,"R",75752703,"R",143641106,"R",4600871,"R",0,"R",0,"R",0,"R",4600871,"R",148241977,"R",60428726,"R",25301659,"R",2542595,"R",914845,"R",4060387,"R",1563655,"R",15941983,"R",5919437,"R",20050631,"R",7746897,"R",19359282,"R",15920312,"R",10711515,"R",13417404,"R",2384220,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",146512523,"R",59751025,"R",39931115,"R",25573822,"R",15972155,"R",0,"R",5284406,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6964583,"R",1887036,"R",1095581,"R",0,"R",418078,"R",14524912,"R",24890190,"R",14178675,"R",0,"R",14178675,"R",10711515,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",14178675,"R",14178675,"R",0,1 ,"R",16255303,"R",16382515,"R",127212,"R",370012,"R",552887,"R",-795687,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
129367,"R",6050379,"R",38616376,"R",0,"R",38616376,"R",44666755,"R",0,"R",0,"R",6458898,"R",6458898,"R",0,"R",2789490,"R",2789490,"R",9248388,"R",0,"R",38616376,"R",5438987,"R",0,"R",-8636996,"R",35418367,"R",0,"R",0,"R",65335380,"R",6422056,"R",1923050,"R",73680486,"R",35064110,"R",0,"R",0,"R",37417241,"R",42423006,"R",-5005765,"R",40476608,"R",-52476,"R",35418367,"R",4992484,"R",1534806,"R",863725,"R",507884,"R",0,"R",507884,"R",0,"A",,"R",0,"A",,"R",151718,"R",8050617,"R",0,"R",21592670,"R",0,"R",7195541,"R",0,"R",0,"R",20284,"R",0,"R",0,"R",28808495,"R",36859112,"R",479416,"R",0,"R",0,"R",78713,"R",558129,"R",37417241,"R",17935333,"R",10407950,"R",0,"R",0,"R",6765,"R",6699,"R",6971270,"R",3752711,"R",3988077,"R",2038831,"R",4590814,"R",2499127,"R",2731498,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",6199249,"R",0,"R",42423006,"R",18705318,"R",13190198,"R",3793238,"R",1991159,"R",0,"R",4743093,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",6421763,"R",573002,"R",649056,"R",0,"R",96000,"R",1053154,"R",8792975,"R",6061477,"R",0,"R",6061477,"R",2731498,"R",4426872,"R",4426872,"R",0,"R",395002,"R",395002,"R",0,"R",447429,"R",447429,"R",0,"R",0,"R",0,"R",0,"R",66178,"R",66178,"R",0,"R",725996,"R",725996,"R",0,1 ,"R",2232296,"R",1897664,"R",-334632,"R",0,"R",0,"R",-334632,"R",0,"R",-2111,"R",125845,"R",-31011,"R",2092044,"R",175013,"R",0,"R",156855
129543,"R",19329184,"R",112085603,"R",0,"R",112085603,"R",131414787,"R",0,"R",0,"R",5645708,"R",5645708,"R",0,"R",2737027,"R",2737027,"R",8382735,"R",0,"R",112085603,"R",2326118,"R",20000,"R",8600331,"R",123032052,"R",5325812,"R",0,"R",92478269,"R",6343019,"R",47440250,"R",151587350,"R",39501747,"R",0,"R",0,"R",48693603,"R",51199445,"R",-2505842,"R",126318305,"R",-780411,"R",123032052,"R",7024866,"R",1177976,"R",1408686,"R",371175,"R",0,"R",371175,"R",0,"A",,"R",0,"A",,"R",394771,"R",10377474,"R",0,"R",26551764,"R",0,"R",10706798,"R",0,"R",0,"R",0,"R",206172,"R",0,"R",37464734,"R",47842208,"R",190736,"R",0,"R",0,"R",660659,"R",851395,"R",48693603,"R",19311451,"R",11606156,"R",0,"R",0,"R",0,"R",0,"R",10043690,"R",5177395,"R",5354961,"R",2911905,"R",3108249,"R",1868659,"R",3978559,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",9402535,"R",0,"R",51199445,"R",21564115,"R",14233382,"R",5806718,"R",2979555,"R",0,"R",6615675,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",9476263,"R",175000,"R",1091123,"R",0,"R",137014,"R",1226173,"R",12105573,"R",8127014,"R",0,"R",8127014,"R",3978559,"R",6361840,"R",6361840,"R",0,"R",117485,"R",117485,"R",0,"R",732519,"R",732519,"R",0,"R",0,"R",0,"R",0,"R",91984,"R",91984,"R",0,"R",823186,"R",823186,"R",0,1 ,"R",1550306,"R",1152832,"R",-397474,"R",0,"R",0,"R",-397474,"R",0,"R",-263909,"R",1276635,"R",-205583,"R",1714499,"R",356084,"R",0,"R",1540544
129695,"R",16509466,"R",51263467,"R",0,"R",51263467,"R",67772933,"R",0,"R",0,"R",7678904,"R",7678904,"R",0,"R",3560656,"R",3560656,"R",11239560,"R",0,"R",51263467,"R",176517,"R",0,"R",5093389,"R",56533373,"R",10914253,"R",0,"R",93426369,"R",9545943,"R",39350,"R",113925915,"R",62662447,"R",0,"R",0,"R",57501508,"R",60771487,"R",-3269979,"R",59794949,"R",8403,"R",56533373,"R",12636693,"R",865959,"R",1260220,"R",229817,"R",0,"R",229817,"R",0,"A",,"R",0,"A",,"R",311437,"R",15304126,"R",0,"R",32615420,"R",0,"R",8681211,"R",0,"R",0,"R",3773,"R",167989,"R",0,"R",41468393,"R",56772519,"R",728989,"R",0,"R",0,"R",0,"R",728989,"R",57501508,"R",24662693,"R",14218872,"R",0,"R",0,"R",1400,"R",0,"R",8816804,"R",4135245,"R",5070466,"R",2739048,"R",7034026,"R",4077724,"R",3477560,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",11708538,"R",0,"R",60771487,"R",25170889,"R",17448794,"R",6096331,"R",3110342,"R",0,"R",8945131,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",7721997,"R",273334,"R",1208225,"R",0,"R",37500,"R",1934750,"R",11175806,"R",7698246,"R",0,"R",7698246,"R",3477560,"R",5319154,"R",5319154,"R",0,"R",188281,"R",188281,"R",0,"R",832263,"R",832263,"R",0,"R",0,"R",0,"R",0,"R",25831,"R",25831,"R",0,"R",1332717,"R",1332717,"R",0,1 ,"R",4004896,"R",4413009,"R",408113,"R",408113,"R",0,"R",0,"R",0,"R",2265701,"R",3671750,"R",2265701,"R",13821405,"R",11674097,"R",0,"R",1406049
129729,"R",20459363,"R",89940083,"R",0,"R",89940083,"R",110399446,"R",0,"R",0,"R",8284438,"R",8284438,"R",0,"R",4203389,"R",4203389,"R",12487827,"R",0,"R",89940083,"R",10004149,"R",0,"R",-2032613,"R",97911619,"R",1364119,"R",0,"R",144575765,"R",6686251,"R",16499164,"R",169125299,"R",79185214,"R",0,"R",0,"R",75848250,"R",69204208,"R",6644042,"R",91190320,"R",77257,"R",97911619,"R",13228957,"R",2325260,"R",1798990,"R",326569,"R",0,"R",326569,"R",0,"A",,"R",0,"A",,"R",363093,"R",18042869,"R",0,"R",37698636,"R",0,"R",11079049,"R",0,"R",0,"R",56600,"R",103757,"R",0,"R",48938042,"R",66980911,"R",8867339,"R",0,"R",0,"R",0,"R",8867339,"R",75848250,"R",28762597,"R",16681479,"R",0,"R",0,"R",296223,"R",9053,"R",12278911,"R",6183641,"R",5141970,"R",2626332,"R",6414091,"R",3675212,"R",5651322,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",10659094,"R",0,"R",69204208,"R",29175717,"R",20455806,"R",7101845,"R",3542879,"R",0,"R",8927961,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",9899791,"R",780487,"R",1226775,"R",0,"R",198692,"R",430092,"R",12535837,"R",6884515,"R",0,"R",6884515,"R",5651322,"R",5436833,"R",5436833,"R",0,"R",428633,"R",428633,"R",0,"R",673728,"R",673728,"R",0,"R",0,"R",0,"R",0,"R",109119,"R",109119,"R",0,"R",236202,"R",236202,"R",0,1 ,"R",1933928,"R",1866246,"R",-67682,"R",0,"R",0,"R",-67682,"R",0,"R",-123671,"R",376499,"R",-80579,"R",2150769,"R",203944,"R",0,"R",500170
129756,"R",7578638,"R",7553910,"R",0,"R",7553910,"R",15132548,"R",0,"R",0,"R",4666772,"R",4666772,"R",0,"R",1901522,"R",1901522,"R",6568294,"R",0,"R",7556455,"R",441712,"R",0,"R",566087,"R",8564254,"R",2907041,"R",0,"R",15127412,"R",4017839,"R",95345,"R",22147637,"R",14593728,"R",0,"R",0,"R",26461393,"R",27276218,"R",-814825,"R",9363174,"R",15905,"R",8564254,"R",5877077,"R",287073,"R",512413,"R",23066,"R",0,"R",23066,"R",0,"A",,"R",0,"A",,"R",135509,"R",6835138,"R",0,"R",15169491,"R",0,"R",3544517,"R",0,"R",0,"R",30948,"R",56728,"R",0,"R",18801684,"R",25636822,"R",824571,"R",0,"R",0,"R",0,"R",824571,"R",26461393,"R",12352858,"R",7102177,"R",0,"R",0,"R",49276,"R",47278,"R",4571161,"R",2472290,"R",2475183,"R",1322718,"R",3314895,"R",1652915,"R",1527322,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2985523,"R",0,"R",27276218,"R",12597378,"R",8387480,"R",1345429,"R",843455,"R",0,"R",4102476,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",3157311,"R",61838,"R",431036,"R",0,"R",18499,"R",757069,"R",4425753,"R",2898431,"R",0,"R",2898431,"R",1527322,"R",2067727,"R",2067727,"R",0,"R",40498,"R",40498,"R",0,"R",282286,"R",282286,"R",0,"R",0,"R",0,"R",0,"R",12115,"R",12115,"R",0,"R",495805,"R",495805,"R",0,1 ,"R",752183,"R",817149,"R",64966,"R",64966,"R",0,"R",0,"R",0,"R",62003,"R",214167,"R",77535,"R",793898,"R",54284,"R",0,"R",152164
129808,"R",14414237,"R",66431767,"R",-32526,"R",66399241,"R",80813478,"R",0,"R",0,"R",4602968,"R",4602968,"R",0,"R",2560926,"R",2560926,"R",7163894,"R",0,"R",66431767,"R",161541,"R",0,"R",7056276,"R",73649584,"R",110162,"R",0,"R",91299830,"R",8583010,"R",111272,"R",100104274,"R",33672507,"R",0,"R",0,"R",38386234,"R",40398380,"R",-2012146,"R",76778699,"R",-1116969,"R",73649584,"R",6694381,"R",512616,"R",772026,"R",251908,"R",0,"R",251908,"R",0,"A",,"R",0,"A",,"R",510234,"R",8741165,"R",0,"R",21711458,"R",0,"R",6681826,"R",0,"R",0,"R",95017,"R",148610,"R",0,"R",28636911,"R",37378076,"R",1008158,"R",0,"R",0,"R",0,"R",1008158,"R",38386234,"R",20718987,"R",11895794,"R",0,"R",0,"R",339,"R",0,"R",5123438,"R",2683668,"R",4362940,"R",2288420,"R",1659798,"R",1191571,"R",2472899,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",6059979,"R",0,"R",40398380,"R",18059453,"R",11676257,"R",2953177,"R",2923753,"R",0,"R",4785740,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",5921672,"R",172686,"R",772026,"R",0,"R",240741,"R",1353955,"R",8461080,"R",5988181,"R",0,"R",5988181,"R",2472899,"R",4190960,"R",4190960,"R",0,"R",122216,"R",122216,"R",0,"R",546388,"R",546388,"R",0,"R",0,"R",0,"R",0,"R",170380,"R",170380,"R",0,"R",958237,"R",958237,"R",0,1 ,"R",5512521,"R",5989930,"R",477409,"R",477409,"R",0,"R",0,"R",0,"R",-112982,"R",545936,"R",482064,"R",5615664,"R",107798,"R",0,"R",658918
130004,"R",18499612,"R",44512992,"R",0,"R",44512992,"R",63012604,"R",0,"R",0,"R",6854117,"R",6854117,"R",0,"R",3461441,"R",3461441,"R",10315558,"R",0,"R",44512992,"R",6327504,"R",0,"R",1856550,"R",52697046,"R",1455709,"R",0,"R",60573567,"R",7945241,"R",5024424,"R",74998941,"R",30485948,"R",0,"R",0,"R",54323176,"R",53908714,"R",414462,"R",52214359,"R",68225,"R",52697046,"R",12046483,"R",1628045,"R",989771,"R",544501,"R",0,"R",544501,"R",0,"A",,"R",0,"A",,"R",278673,"R",15487473,"R",0,"R",27795213,"R",0,"R",8821777,"R",0,"R",0,"R",1055327,"R",135634,"R",0,"R",37807951,"R",53295424,"R",491774,"R",0,"R",0,"R",535978,"R",1027752,"R",54323176,"R",25238471,"R",15432965,"R",0,"R",0,"R",0,"R",0,"R",7296644,"R",3772122,"R",5861323,"R",3459034,"R",4044284,"R",2663341,"R",4574240,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",6893752,"R",0,"R",53908714,"R",25327462,"R",15060427,"R",4666030,"R",2026110,"R",0,"R",6828685,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",7936008,"R",136562,"R",897157,"R",0,"R",44698,"R",2754481,"R",11768906,"R",7194666,"R",0,"R",7194666,"R",4574240,"R",4851507,"R",4851507,"R",0,"R",83484,"R",83484,"R",0,"R",538458,"R",538458,"R",0,"R",0,"R",0,"R",0,"R",27325,"R",27325,"R",0,"R",1693892,"R",1693892,"R",0,1 ,"R",26007652,"R",27124246,"R",1116594,"R",1116594,"R",0,"R",0,"R",0,"R",418859,"R",3809918,"R",1351145,"R",27541062,"R",1767961,"R",0,"R",3391059
130040,"R",4495917,"R",46006158,"R",0,"R",46006158,"R",50502075,"R",0,"R",0,"R",1922887,"R",1922887,"R",0,"R",1470105,"R",1470105,"R",3392992,"R",0,"R",46006158,"R",179272,"R",0,"R",923653,"R",47109083,"R",705693,"R",0,"R",30630869,"R",2827263,"R",28376012,"R",62539837,"R",16533680,"Z",0,"Z",0,"R",19152076,"R",18664377,"R",487699,"R",48375804,"R",-1754420,"R",47109083,"R",2094799,"R",716503,"R",197599,"R",105063,"R",0,"R",105063,"R",0,"A",,"R",0,"A",,"R",34263,"R",3148227,"R",0,"R",11955345,"R",0,"R",2046815,"R",0,"R",0,"R",227566,"R",25413,"R",0,"R",14255139,"R",17403366,"R",61578,"R",0,"R",0,"R",1687132,"R",1748710,"R",19152076,"R",7118227,"R",4029468,"R",0,"R",0,"R",193926,"R",63028,"R",3000877,"R",1590680,"R",2040177,"R",1134612,"R",2895906,"R",1830798,"R",654512,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2760752,"R",0,"R",18664377,"R",8648586,"R",5924883,"R",1561726,"R",1139345,"R",0,"R",1389837,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",1876848,"R",74056,"R",177814,"R",0,"R",53511,"R",388532,"R",2570761,"R",1916249,"R",0,"R",1916249,"R",654512,"R",1399005,"R",1399005,"R",0,"R",55202,"R",55202,"R",0,"R",132543,"R",132543,"R",0,"R",0,"R",0,"R",0,"R",39887,"R",39887,"R",0,"R",289612,"R",289612,"R",0,1 ,"R",1214013,"R",1691106,"R",477093,"R",477093,"R",0,"R",0,"R",0,"R",146808,"R",231446,"R",481453,"R",1456228,"R",246575,"R",0,"R",84638
130217,"R",11216322,"R",17831098,"R",0,"R",17831098,"R",29047420,"R",0,"R",0,"R",1974538,"R",1974538,"R",0,"R",1329573,"R",1329573,"R",3304111,"R",0,"R",17831098,"R",695057,"R",0,"R",7217154,"R",25743309,"R",1984872,"R",0,"R",24129029,"R",3477237,"R",0,"R",29591138,"R",11760040,"R",0,"R",0,"R",18265841,"R",18922615,"R",-656774,"R",26950202,"R",-550119,"R",25743309,"R",2640823,"R",215608,"R",355070,"R",148769,"R",0,"R",148769,"R",0,"A",,"R",0,"A",,"R",108467,"R",3468737,"R",0,"R",12054430,"R",0,"R",2317199,"R",0,"R",0,"R",231282,"R",132037,"R",0,"R",14734948,"R",18203685,"R",62156,"R",0,"R",0,"R",0,"R",62156,"R",18265841,"R",7763711,"R",4540587,"R",0,"R",0,"R",11582,"R",0,"R",3546536,"R",1645798,"R",1936758,"R",1027923,"R",2013749,"R",1164775,"R",970873,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",2679406,"R",0,"R",18922615,"R",8379083,"R",5701598,"R",1739637,"R",1053545,"R",0,"R",2048752,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",2024348,"R",65030,"R",293630,"R",0,"R",32600,"R",519788,"R",2935396,"R",1964523,"R",0,"R",1964523,"R",970873,"R",1354801,"R",1354801,"R",0,"R",43522,"R",43522,"R",0,"R",196513,"R",196513,"R",0,"R",0,"R",0,"R",0,"R",21818,"R",21818,"R",0,"R",347869,"R",347869,"R",0,1 ,"R",4694552,"R",4686079,"R",-8473,"R",0,"R",0,"R",-8473,"R",0,"R",-117581,"R",335617,"R",-117581,"R",4947286,"R",143626,"R",0,"R",453198
130396,"R",6192755,"R",151266938,"R",8093,"R",151275031,"R",157467786,"R",0,"R",0,"R",7560829,"R",7560829,"R",0,"R",3857659,"R",3857659,"R",11418488,"R",0,"R",151266938,"R",279585,"R",0,"R",-5497225,"R",146049298,"R",1251787,"R",0,"R",188601168,"R",8468370,"R",298984,"R",198620309,"R",47353371,"R",0,"R",0,"R",66389945,"R",69370073,"R",-2980128,"R",152625418,"R",-3595992,"R",146049298,"R",12944046,"R",898681,"R",2247979,"R",112079,"R",0,"R",112079,"R",0,"A",,"R",0,"A",,"R",732707,"R",16935492,"R",0,"R",36290500,"R",0,"R",12947972,"R",0,"R",0,"R",238,"R",5832,"R",0,"R",49244542,"R",66180034,"R",209911,"R",0,"R",0,"R",0,"R",209911,"R",66389945,"R",35016659,"R",20852186,"R",0,"R",0,"R",176732,"R",91222,"R",9493081,"R",5065167,"R",6189578,"R",3433311,"R",897625,"R",703212,"R",4851021,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",12745377,"R",0,"R",69370073,"R",30145098,"R",19227550,"R",8389354,"R",5315223,"R",0,"R",6292848,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",11484844,"R",198364,"R",1253001,"R",272955,"R",37500,"R",2516319,"R",15762983,"R",10911962,"R",0,"R",10911962,"R",4851021,"R",7950411,"R",7950411,"R",0,"R",137318,"R",137318,"R",0,"R",867393,"R",867393,"R",0,"R",188954,"R",188954,"R",0,"R",25959,"R",25959,"R",0,"R",1741927,"R",1741927,"R",0,1 ,"R",1876368,"R",2109325,"R",232957,"R",232957,"R",0,"R",0,"R",0,"R",119479,"R",690910,"R",306583,"R",2012706,"R",209964,"R",0,"R",571431
130493,"R",78106001,"R",300568871,"R",29363887,"R",329932758,"R",408038759,"R",0,"R",0,"R",44529629,"R",44529629,"R",0,"R",22358765,"R",22358765,"R",66888394,"R",0,"R",300568871,"R",5501468,"R",0,"R",35080026,"R",341150365,"R",6438941,"R",16908507,"R",532321635,"R",40204171,"R",12537900,"R",608411154,"R",307842283,"R",0,"R",0,"R",252105269,"R",275885905,"R",-23780636,"R",364931001,"R",0,"R",341150365,"R",97648591,"R",2936840,"R",4337069,"R",4289467,"R",28353,"R",4261114,"R",21986518,"R",0,"R",0,"R",0,"R",2398728,"R",133597213,"R",0,"R",82758567,"R",0,"R",22138892,"R",1653863,"R",0,"R",148696,"R",1448810,"R",418346,"R",108567174,"R",242164387,"R",9940882,"R",0,"R",0,"R",0,"R",9940882,"R",252105269,"R",124871011,"R",60888687,"R",2788045,"R",1182378,"R",1440456,"R",517766,"R",23747130,"R",9436756,"R",34057123,"R",14412973,"R",35690651,"R",13578464,"R",30250677,"R",23040812,"R",4244124,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",275885905,"R",104261148,"R",63874530,"R",27277224,"R",20679213,"R",0,"R",59793790,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",15933822,"R",3545680,"R",3929279,"R",0,"R",3130563,"R",12041425,"R",38580769,"R",8330092,"R",0,"R",8330092,"R",30250677,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8330092,"R",8330092,"R",0,1 ,"R",31031539,"R",31171882,"R",140343,"R",365932,"R",613754,"R",-1343623,"R",504280,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
